term	uri	rigidity	identity	own_identity	unity	dependence	classification	reasoning	error
Nb374f01573e745fba7bcda23e2bf5143	Nb374f01573e745fba7bcda23e2bf5143	+R	+I	-O	-U	-D	Rigid Sortal (Subkind)	As a specific hash/identifier for an exact resource or data instance, the property is Rigid because an instance cannot cease to be that specific identifier without losing its identity. It carries an Identity Condition (Equality of the string), but does not supply its own Identity (it usually inherits it from the meta-type 'Identifier' or 'Hash'). It is non-unifying as it is an abstract string representation without intrinsic physical wholeness.	
sweat secretion response to emotion	http://purl.bioontology.org/ontology/EMRO/0000008	+R	+I	-O	+U	+D	Subkind	As a specific biological process, this term is Rigid (+R) because if an instance ceases to be a sweat secretion response, it ceases to exist as that event. It carries identity (+I) but likely inherits its criteria from the parent concept 'Biological Process' (-O). It presents unity (+U) as a discrete, bounded temporal event, and it is dependent (+D) because it cannot exist without an organism to host the response and an emotional stimulus to trigger it.	
positive emotional valence	http://purl.bioontology.org/ontology/EMRO/0000009	~R	-I	-O	-U	+D	Phased Sortal or Property Mixin	Positive emotional valence is anti-rigid (~R) because an instance of an emotion (e.g., a feeling) can transition between positive and negative valence without losing its identity as an emotion/feeling. It does not supply its own identity (+O) but rather characterizes an existing instance. It is dependent (+D) because valence cannot exist without an underlying psychological state or subject. It lacks unity (-U) as it identifies a quality along a continuum rather than a discrete whole.	
muscle tension response to emotion	http://purl.bioontology.org/ontology/EMRO/0000010	~R	-I	-O	-U	+D	Phased Attribution	This is anti-rigid (~R) because it is a transient state of a muscle; an entity (muscle) can exist without being in a state of tension. It lacks its own identity condition (-I/-O) as it is identified via the muscle or person it belongs to. It is dependent (+D) because tension cannot exist without the underlying physical tissue and the emotional stimulus.	
increased heart response to emotion	http://purl.bioontology.org/ontology/EMRO/0000011	~R	-I	-O	-U	+D	Non-Sortal / Role-like Property	The term represents a contingent state or response (Anti-Rigid) rather than a type of being; a heart remains a heart whether or not it is showing an increased response. It does not provide identity conditions (instances are identified as the organ itself), and it is existence-dependent on both an organism and an emotional stimulus.	
increased breathing rate response to emotion	http://purl.bioontology.org/ontology/EMRO/0000012	~R	-I	-O	-U	+D	Role	The term describes a functional role (a response) within a specific context (emotion). It is anti-rigid (~R) because an instance of 'breathing' is not essentially a 'response to emotion' in all possible worlds. It lacks its own identity conditions (-I, -O) as it inherits identity from the underlying physiological process. It is dependent (+D) because the response cannot exist without the specific emotional trigger and the organism.	
cognitive response to emotion	http://purl.bioontology.org/ontology/EMRO/0000013	~R	-I	-O	-U	+D	Role or Dependent Phase	This entity is anti-rigid (~R) because a cognitive process (like appraisal) only acts as a 'response to emotion' in specific contingent contexts; it is not essential to the process itself across all instances. It does not carry its own global identity condition (-I/-O) but relies on the identity of the underlying cognitive act. It is externally dependent (+D) because a 'response to emotion' cannot exist without the specific emotion it is responding to.	
cognitive appraisal process	http://purl.bioontology.org/ontology/EMRO/0000014	+R	+I	+O	+U	+D	Rigid Sortal (Sub-kind of Occurrent)	A cognitive appraisal process is Rigid because an instance cannot cease to be an appraisal process without ceasing to exist as that specific event. It carries and supplies Identity (IC) through spatio-temporal and mental-causal boundaries. It has Unity as it is a discrete bounded whole (not an aggregate). It is Dependent because it requires an agent (cognitizer) and an event/stimulus to be appraised.	
syncope response to emotion	http://purl.bioontology.org/ontology/EMRO/0000015	~R	-I	-O	-U	+D	Role	Syncope is a transient state (Role/Phase) of a person rather than an essential type. It is Anti-Rigid because a person can exist without being in a state of syncope. It lacks its own identity conditions, inheriting them from the physical organism it occurs in. It is dependent (+D) because the response cannot exist without an agent (the human experiencing the emotion and physiological reaction).	
negative emotional valence	http://purl.bioontology.org/ontology/EMRO/0000016	~R	-I	-O	-U	+D	Non-rigid Mixin / Dependent Property	Negative emotional valence is anti-rigid (~R) because an entity (like a thought or memory) can change its valence over time without losing its identity. It does not provide global identity conditions (-I, -O) or a schema for wholeness (-U). It is highly dependent (+D) as it cannot exist without a conscious subject or a specific psychological state to characterize.	
neutral emotional valence	http://purl.bioontology.org/ontology/EMRO/0000017	~R	-I	-O	-U	+D	Phase-Mixin	Neutral emotional valence is anti-rigid (~R) because it represents a temporary state or phase of an emotion; an emotion can shift from neutral to positive or negative without losing its fundamental identity as a 'feeling'. It does not carry or supply its own identity conditions (-I, -O) but relies on the underlying emotional event. It is dependent (+D) as it cannot exist without an experiencer and a specific affective state. It is classified as a Mixin because it represents a quality/property that can be applied to diverse specific emotional instances rather than defining a distinct type of object.	
muscle tension response to fear	http://purl.bioontology.org/ontology/EMRO/0000019	~R	-I	-O	-U	+D	Phased-Role / Eventive State	The term is Anti-Rigid (~R) because muscle tension is a temporary state of a muscle, not an essential property for its existence. It is Dependent (+D) as it cannot exist without the muscle it inheres in and the fear response that triggers it. It lacks its own Identity Condition (-O) and is Non-Unifying (-U) because it is a physiological reaction rather than an intrinsic whole entity.	
psychophysiological response to fear	http://purl.bioontology.org/ontology/EMRO/0000020	-R	-I	-O	-U	+D	Non-Rigid Phased/Process Property	The entity is non-rigid because an organism is not always in a state of fear response. It lacks its own identity conditions (-O, -I) as it is usually identified via the organisms involved and the temporal duration of the event. It is dependent (+D) because a response cannot exist without a stimulus (fear) and a biological host.	
N84e0e5a4696e47429c031eb487dff9b4	N84e0e5a4696e47429c031eb487dff9b4	+R	+I	+O	+U	-D	Rigid Sortal (Type)	This term appears to be a unique, persistent identifier (hash or URI). As an identifier, it is rigid (+R) because it refers to the same abstract mathematical object or identity across all worlds. It supplies its own identity (+O) via string equivalence, is a discrete logical whole (+U), and does not require the existence of another entity to exist as a string/value (-D).	
psychophysiological response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000021	~R	-I	-O	-U	+D	Role Mixin	The property is Anti-Rigid (~R) because an instance (e.g., a specific heart rate increase) is not essentially a response; it just happens to play that role in this context. It does not provide global identity (+O) as it relies on the underlying physiological event's identity. It is externally dependent (+D) on the presence of the feeling of anxiety to be categorized as such.	
N7900bfdc3fdd4e389cec3345cb30120e	N7900bfdc3fdd4e389cec3345cb30120e	+R	+I	+O	+U	-D	Type	This term refers to a specific, unique Identifier or a Type of data object. In ontological terms, identifiers are inherently rigid (they cannot cease being an identifier while existing), supply their own identity conditions (+O), and represent discrete whole units (+U).	
muscle tension response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000022	~R	-I	-O	-U	+D	Role	The term describes a physiological state (muscle tension) playing a specific functional role in the context of a psychological trigger (anxiety). It is anti-rigid (~R) because the underlying muscle tissue does not essentially have to be in a state of tension. It lacks its own identity condition (-I/-O) as it inherits identity from the physical body/musculature. It is dependent (+D) because the response cannot exist without both the musculature and the psychological state of anxiety.	
cognitive response to fear	http://purl.bioontology.org/ontology/EMRO/0000023	~R	-I	-O	-U	+D	Phased Eventuality/Role	This is anti-rigid (~R) because a cognitive process is not essentially a 'response to fear' in all possible worlds; it is defined by its functional role triggered by an external stimulus. It lacks own identity (+O) because it inherits the identity conditions of the underlying mental process or neural event. It is dependent (+D) because the response cannot exist without the fear stimulus and the subject (agent).	
cognitive response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000024	~R	-I	-O	-U	+D	Role	The term is Anti-Rigid (~R) because an occurrence (like a thought) is not essentially a 'response to anxiety'; it could exist in another context. It lacks its own identity conditions (-I/-O) because it inherits identity from the underlying mental event. It is Dependent (+D) because a response cannot exist without the presence of the anxiety it is responding to.	
sweat secretion response to fear	http://purl.bioontology.org/ontology/EMRO/0000025	+R	-I	-O	-U	+D	Non-Sortal / Attribute Value	As a specific physiological response, it is rigid (+R) because if this instance exists, it is by definition that type of response. It lacks its own Identity Condition (-I, -O) as it is usually identified through the event or the individual organism it belongs to. It is dependent (+D) because a secretion response cannot exist without a host organism and a triggering stimulus.	
sweat secretion response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000026	~R	-I	-O	-U	+D	Role	This is a functional role of a physiological process. It is anti-rigid (~R) because a sweat secretion event can occur due to thermal regulation or exercise rather than specifically as a response to anxiety; its identity depends on an external stimulus and the underlying physical process (sweat secretion). It is dependent (+D) because the response cannot exist without the bearer (human) and the triggering event (anxiety).	
increased heart response to fear	http://purl.bioontology.org/ontology/EMRO/0000027	~R	-I	-O	-U	+D	Role or Characterizing Property	This entity is anti-rigid (~R) because a heart response only exhibits this 'increased' state contingently and temporarily during a specific event; it is not essential to the heart's existence. It lacks unique identity conditions (-I, -O) as it is a measurable state rather than a distinct countable individual. It is externally dependent (+D) because 'increased heart response to fear' cannot exist without the presence of a heart and an underlying physiological process of fear.	
increased heart response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000028	~R	-I	-O	-U	+D	Role or Phasal Property	The term is Anti-Rigid (~R) because a heart is not essentially in a state of increased response; it is a temporary state. It does not carry or supply unique identity conditions (-I, -O) as the identity is derived from the biological heart itself. It is Dependent (+D) because the response cannot exist without both the heart and the stimulus of anxiety.	
increased breathing rate response to fear	http://purl.bioontology.org/ontology/EMRO/0000029	~R	-I	-O	-U	+D	Role / Phased Process	This term represents a temporary state or behavior (Anti-Rigid) exhibited by an organism. It does not provide global identity conditions (+O) as identity is provided by the organism itself. It is externally dependent (+D) on the presence of a stimulus (fear) and an underlying biological system to manifest.	
increased breathing rate response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000030	~R	-I	-O	-U	+D	Role (Phasal/Relational)	The property is Anti-Rigid (~R) because it describes a temporary state or role an organism enters; a creature is not essentially an 'increased breathing rate response.' It lacks its own identity conditions (-I/-O), as it is identified by the organism performing the action. It is dependent (+D) because the response cannot exist without both an agent and a triggering cause (anxiety).	
syncope response to fear	http://purl.bioontology.org/ontology/EMRO/0000031	~R	-I	-O	-U	+D	Role	This term represents a 'Role' (specifically a physiological response) that an Organism plays under certain environmental conditions (fear). It is anti-rigid (~R) because an organism can exist without ever experiencing this state. It is externally dependent (+D) on the presence of a 'Fear' stimulus and an 'Organism' host. It does not provide its own identity conditions (-I, -O) but rather inherits them from the biological subject experiencing the syncope.	
syncope response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000032	~R	-I	-O	-U	+D	Role	This term represents a 'syncope' (a physiological state) functioning as a 'response' to a specific context (anxiety). It is anti-rigid (~R) because a fainting episode is not essential to the person involved; identity is inherited from the underlying physiological event (-I, -O); it lacks internal unity as a discrete object (-U); and it is externally dependent (+D) on the presence of an anxiety stimulus to be characterized as such.	
motoric response to fear	http://purl.bioontology.org/ontology/EMRO/0000033	~R	-I	-O	+U	+D	Role	It is anti-rigid (~R) because a motoric movement (like running) is only a 'response to fear' contingently based on the trigger, not as its essential nature. It lacks its own identity condition (-I/-O) as it inherits identity from the underlying Physical Action. It is unifying (+U) as it refers to a discrete, whole behavioral event. It is dependent (+D) because a 'response' cannot exist without the external stimulus and the internal emotional state of fear.	
motoric response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000034	~R	-I	-O	-U	+D	Role/Relational Property	The term is Anti-Rigid (~R) because a motoric movement (e.g., leg shaking) is not essentially a response to anxiety in all possible worlds; it could be voluntary or accidental. It lacks its own Identity Conditions (-I, -O) as it inherits identity from the specific physical movement. It is Dependent (+D) because a ‘response to anxiety’ cannot exist without both the anxiety stimulus and the underlying physical movement.	
emotional valence	http://purl.bioontology.org/ontology/EMRO/0000035	~R	-I	-O	-U	+D	Non-sortal Role / Attribute	Emotional valence is anti-rigid (~R) because it is a state or property an emotion holds during an appraisal, not an essential property of an entity's entire life cycle. It does not carry or supply identity conditions (-I, -O); we do not identify an entity primarily as an 'emotional valence' but rather as an emotion that possesses a valence. It is dependent (+D) because valence cannot exist without the stimulus and the cognitive appraisal process of an individual.	
process	http://purl.obolibrary.org/obo/BFO_0000015	+R	+I	+O	+U	-D	Category / Kind	A process is considered rigid because an instance of a process cannot cease to be a process without losing its identity. It supplies its own identity conditions (spacetime trajectories and causation) and exhibits unity by being an organic whole composed of temporal parts (stages) rather than a mereological sum.	
characteristic	http://purl.obolibrary.org/obo/COB_0000502	-R	-I	-O	-U	+D	Non-Sortal Mixin	A characteristic is non-rigid because it is usually an accidental property (e.g., being red); it lacks identity conditions because we don't distinguish individuals based on the concept of 'characteristic' alone; it is dependent as it must adhere to a bearer; and it is non-unifying as different characteristics don't imply a specific whole structure.	
system process	http://purl.obolibrary.org/obo/GO_0003008	+R	+I	+O	+U	+D	Type	A system process is rigid (+R) because if an entity ceases to be a process, it ceases to exist. It carries and supplies identity (+I, +O) via unique identifiers like PIDs and memory addresses. It acts as a whole (+U) with clear boundaries (address space). It is dependent (+D) because it requires an underlying operating system and hardware resources to exist.	
muscle system process	http://purl.obolibrary.org/obo/GO_0003012	+R	+I	-O	-U	+D	Non-substantial Sortal	As a biological process, it is rigid (+R) because if an instance ceases to be a process of that type, it ceases to exist. It carries identity conditions (+I) inherited from the broader 'Process' category but does not supply a unique global identifier of its own (-O). It is non-unifying (-U) as it can be composed of sub-processes without a single intrinsic whole boundary. It is dependent (+D) because a biological process cannot exist without a physiological substrate or organism.	
circulatory system process	http://purl.obolibrary.org/obo/GO_0003013	+R	+I	-O	+U	+D	Rigid Sortal (Sub-kind)	As a type of process, it is rigid because a process cannot cease to be a circulatory system process without ceasing to exist. It carries identity via the temporal and causal boundaries of the process, but likely inherits its fundamental identity criteria from the broader category of 'Biological Process' (-O). It is unifying (+U) as it represents a discrete whole event with starts and ends, and is dependent (+D) because it requires the existence of a biological organism and its circulatory system to occur.	
heart process	http://purl.obolibrary.org/obo/GO_0003015	+R	+I	-O	+U	+D	Rigid Sortal (Sub-kind)	A 'heart' is rigid because if it ceases to be a heart, it ceases to exist. It carries identity (identifying a specific organ) but usually inherits its global identity condition from a higher-level sortal like 'Organ' or 'Physical Object' (-O). It maintains unity (+U) as a discrete biological whole and is dependent (+D) because it intrinsically requires a larger host organism to function and evolve, characteristic of biological parts.	
respiratory system process	http://purl.obolibrary.org/obo/GO_0003016	+R	-I	-O	-U	+D	Non-Sortal Rigid Type	This term represents a class of occurrences (perdurants). It is rigid (+R) because if an occurrence is a respiratory system process, it cannot exist without being one. It does not supply its own identity criteria (-O/-I) because 'process' is a high-level category often lacking global identity conditions compared to specific organisms or discrete events. It lacks a clear unity criterion (-U) as it can be composed of varying sub-processes without a fixed boundary. It is dependent (+D) because a biological process cannot exist without a physical substrate (the respiratory system/organism).	
transport	http://purl.obolibrary.org/obo/GO_0006810	+R	-I	-O	+U	+D	Non-Symbolic Sortal (Sub-kind/High-level Category)	Transport is Rigid because if an occurrence is a transport process, it cannot cease to be one without ceasing to exist. It lacks its own Identity Condition (+O) because it is a broad category where specific identity criteria (such as what defines a distinct 'transport' event) are usually inherited by more specific sub-types/sortals. It is Unifying (+U) because it refers to a discrete process with a beginning and end. It is Dependent (+D) because a transport process cannot exist without the entities being transported (the cargo) and the space/medium through which they move.	
muscle contraction	http://purl.obolibrary.org/obo/GO_0006936	+R	+I	+O	+U	+D	Rigid Sortal (Type)	Muscle contraction is a process/event. It is rigid (+R) because if an instance ceases to be a contraction, it ceases to exist as that event. It provides its own identity conditions (+I, +O) through spatiotemporal boundaries and the specific participants (fibers) involved. It has unity (+U) as it is a discrete, finished or ongoing whole with defined phases. It is dependent (+D) because a contraction cannot exist without a physical substrate (the muscle tissue).	
respiratory gaseous exchange by respiratory system	http://purl.obolibrary.org/obo/GO_0007585	+R	+I	-O	-U	+D	Rigid Relationship / Aspect	This term represents a specific physiological process. It is +R because if this specific process ceases to be a gaseous exchange, it ceases to exist. It carries identity (+I) inherited from the general category of physiological processes, but does not supply a unique global identity condition (+O). It is -U as it is a process with temporal parts rather than a discrete physical whole. It is +D because it cannot exist without the respiratory system and the gases involved.	
body fluid secretion	http://purl.obolibrary.org/obo/GO_0007589	+R	+I	-O	~U	+D	Rigid Subkind	A body fluid secretion (such as saliva or sweat) is rigidly defined by its biological nature; it cannot cease to be so without losing its identity. It carries identity (+I) but usually inherits it from a broader category like 'Matter' or 'Physical Substance' (-O). It is anti-unity (~U) because fluids are mass-based substances that do not form discrete intrinsic wholes. It is dependent (+D) because it only exists as a result of a physiological process from a living organism.	
behavior	http://purl.obolibrary.org/obo/GO_0007610	+R	-I	-O	-U	+D	Non-Sortal Rigid / Characterizing Property	Behavior (restricted to animal nervous system responses) is Rigid (+R) because if an occurrence is a behavior, it cannot cease to be a behavior while existing as that specific event. It is Dependent (+D) as it requires an organism/agent to perform it. It is Non-Sortal (-I, -O) because, as a high-level category in this ontology, it typically does not provide a specific global identity condition or counting principle on its own, instead inheriting identity from the specific types of actions or processes (sortals) it encompasses. It is Non-Unifying (-U) because behaviors can be simple single acts or complex sequences of different events without a singular intrinsic spatial/temporal boundary defined solely by the term itself.	
biological_process	http://purl.obolibrary.org/obo/GO_0008150	+R	-I	-O	-U	-D	Non-Sortal (Abstract Category or Category)	Biological Process is Rigid because if an instance is a process, it cannot cease to be one without losing its identity. However, it is a Category because it represents a high-level abstraction that does not supply a specific global Identity Condition (+I/+O) for its instances (e.g., the IC for a 'metabolic process' differs from 'signal transduction'). It is Non-Unifying (-U) as it encompasses both discrete events and continuous activities with varying mereological structures, and is Independent (-D) as it does not rely on a external specifically-related entity to exist conceptually.	
multicellular organismal process	http://purl.obolibrary.org/obo/GO_0032501	+R	-I	-O	-U	+D	Non-Sortal (Category)	This term is Rigid (+R) as an occurrence of a process cannot cease to be that process without ceasing to exist. It lacks an internal Identity Condition (-I, -O) because it acts as a broad high-level grouping (Category) for diverse sub-types of processes. It is Non-Unifying (-U) as it covers a range of temporal parts and activities that may not share a singular global unity criterion. It is Dependent (+D) because a biological process cannot exist without the participating biological entities (organisms).	
secretion by tissue	http://purl.obolibrary.org/obo/GO_0032941	+R	-I	-O	-U	+D	Rigid Property	The term describes a physiological process (secretion) characterized by its source (tissue). It is rigid because the instances (the events of secretion) cannot exist without being secretions. It lacks own identity (+O) as it is categorized as a property or subdivision of a process rather than an independent sortal with global identity conditions. It is dependent (+D) because a secretion by tissue intrinsically depends on the existence of the tissue performing the action.	
locomotion	http://purl.obolibrary.org/obo/GO_0040011	~R	-I	-O	-U	+D	Non-Sortal / Attribute	Locomotion is anti-rigid (~R) because it is a property or process characterizing an entity temporarily; an entity can stop moving without ceasing to exist. It lacks its own identity conditions (-I/-O) because we identify instances of locomotion via the identity of the agent/object performing it. It is dependent (+D) because movement cannot exist without an underlying entity that moves.	
secretion	http://purl.obolibrary.org/obo/GO_0046903	~R	-I	-O	-U	+D	Role	A substance is only a 'secretion' as long as it is produced and discharged by a cell/gland; it is a role a substance plays. It is ~R because the substance could exist without being secreted (e.g., as intracellular fluid). It is -I and -O because it inherits identity from the underlying substance (e.g., hormone, sweat) rather than providing a new IC. It is +D because a secretion requires a secreting source to exist by definition.	
nervous system process	http://purl.obolibrary.org/obo/GO_0050877	+R	-I	-O	-U	+D	Non-Sortal Type	As a biological process, it is rigid (+R) because if an instance ceases to be a nervous system process, it ceases to exist. It lacks an internal global identity condition (-O, -I) because it is usually a subtype of 'process' or 'biological process' and inherits identity from more general event-based structures. It is non-unifying (-U) as processes are often cumulative or lack discrete boundaries, and it is dependent (+D) because it requires the existence of a nervous system and an organism to occur.	
regulation of body fluid levels	http://purl.obolibrary.org/obo/GO_0050878	~R	-I	-O	-U	+D	Role	This term represents a biological process or function (a role). It is anti-rigid (~R) because an instance (a biological system) is not essentially a 'regulation of body fluid levels'—it is only doing so during a specific state or phase. It depends (+D) on the existence of an organism and fluid levels. It does not provide global identity conditions (+O) but rather describes a functional behavior inherited from the underlying biological sortal.	
cognition	http://purl.obolibrary.org/obo/GO_0050890	+R	-I	-O	-U	+D	Non-Sortal / Attribute	Cognition is a rigid property of certain entities (if a process is an instance of cognition, it cannot cease to be so without ending), yet it lacks its own specific identity conditions (+O) as we typically identify cognitive acts via the subject or the brain state. It is inherently dependent (+D) on a cognitive agent or biological/artificial substrate to exist.	
localization	http://purl.obolibrary.org/obo/GO_0051179	~R	-I	-O	-U	+D	Phasal Role / Aspectual Mixin	Localization is anti-rigid because an entity is not essentially localized; it describes a state or phase of something becoming restricted to a particular place. It carries no unique identity condition of its own, as the identity is derived from the object or process being localized. It is externally dependent because the existence of a 'localization' requires an entity to be localized and a spatial context to localize it in.	
establishment of localization	http://purl.obolibrary.org/obo/GO_0051234	+R	+I	+O	+U	+D	Kind	As a specific type of event/process (an 'establishment'), it is rigid because if it ceases to be an establishment, it ceases to exist. It supplies its own identity conditions through the spatiotemporal boundaries of the occurrence and is dependent on the entities being localized (the subject) and the location itself (the target).	
motor behavior	http://purl.obolibrary.org/obo/GO_0061744	+R	-I	-O	-U	+D	Non-Sortal	Motor behavior is a rigid property because if an entity is a motor behavior, it must always be such in any possible world to exist as that instance. It does not supply its own identity (O) or carry a specific identity condition (I) because 'motor behavior' refers to a broad class of occurrences rather than providing a mechanism to distinguish 'this behavior' from 'that behavior' without referring to a specific agent or timeframe. It is dependent (D) on a physical agent or organism to perform the behavior.	
biological regulation	http://purl.obolibrary.org/obo/GO_0065007	+R	+I	-O	-U	+D	Rigid Dependent Sortal	Biological regulation is +R because if a process is a biological regulation, it must inherently be one in all possible worlds; it cannot cease to be a regulation and remain the same entity. It inherits identity (+I) from its parent process class but usually does not define a new global schema for tracking identity (-O). It is +D (Dependent) because a regulation cannot exist without the biological process it is regulating. It is -U (Non-Unifying) because regulations often lack a discrete physical boundary, consisting of multiple heterogeneous interactions.	
regulation of biological quality	http://purl.obolibrary.org/obo/GO_0065008	+R	-I	-O	-U	+D	Non-Sortal Type (Category/Sub-kind)	As a biological process, it is rigid because once a process is identified as a 'regulation of biological quality', it cannot cease to be so without ceasing to exist. It is a sub-kind that does not supply its own identity conditions (inheriting them from the general class of biological processes) and is externally dependent on the biological entities/qualities it regulates.	
sweat secretion	http://purl.obolibrary.org/obo/GO_0160269	+R	-I	-O	~U	+D	Mass Property / Amount	Sweat secretion is rigid (+R) because if something is a sweat secretion, it cannot cease to be so without losing its nature. It lacks identity conditions (-I/-O) because there is no clear way to determine if 'this' sweat is the same as 'that' sweat without external vessels. It is anti-unity (~U) because it is a substance/mass where any part of it is still the same substance. It is dependent (+D) because a secretion must be produced by a secreting organism/gland.	
quality	http://purl.obolibrary.org/obo/PATO_0000001	+R	-I	-O	-U	+D	Non-sortal / Quality	A quality is Rigid because once a property is classified as a quality, it remains so essentially. It is Dependent (+D) because a quality cannot exist without an object to be a quality of (the inherence relation). It is not a Sortal because it does not provide its own identity conditions (-I, -O); we identify specific qualities (like 'redness' or 'weight') via the types they belong to, not through the base concept of 'quality' itself. Finally, qualities are not necessarily wholes (-U).	
process quality	http://purl.obolibrary.org/obo/PATO_0001236	~R	-I	-O	-U	+D	Phased Mixin / Role Mixin	Process quality is Anti-Rigid (~R) because it is a property that a process/quality exhibits temporarily or contextually, rather than defining its essence. It lacks its own Identity Conditions (-I, -O) as it is typically measured against external standards or benchmarks inherited from the underlying physical entities or processes. It is Dependent (+D) because a quality cannot exist without the process it qualifies, and it is Non-Unifying (-U) as it does not define the structural wholeness of the entity it describes.	
obsolete class	http://www.geneontology.org/formats/oboInOwl#ObsoleteClass	~R	-I	-O	-U	+D	Phased-sortal / Attributive role	The property is Anti-Rigid (~R) because an object being 'obsolete' is a temporal phase; a class is not inherently obsolete at the moment of its creation. It does not provide Identity (-I/-O), as the identity of an 'obsolete class' is derived from the base 'Class' identity. It is Dependent (+D) because the status of obsolescence relies on the existence of a replacement or an external context/system that has superseded it.	
