term	uri	rigidity	identity	own_identity	unity	dependence	classification	reasoning	error
Ndeff2ea6462c46f481e42d1710bb6425	Ndeff2ea6462c46f481e42d1710bb6425	+R	+I	+O	+U	-D	Type / Kind	As a specific, unique Identifier/UID, it is rigid (+R) because it is essential to the identity of the entity it names. It supplies its own global identity condition (+O, +I) allowing for distinctness. It is an atomic whole (+U) and exists independently of other external entities (-D).	
sweat secretion response to emotion	http://purl.bioontology.org/ontology/EMRO/0000008	+R	-I	-O	-U	+D	Rigid Property (Non-Sortal)	The term represents a physiological process or attribute. It is Rigid (+R) because if an occurrence is a 'sweat secretion response', it cannot cease to be one without ceasing to exist as that specific event. It is Dependent (+D) as it requires an organism/subject. It does not supply its own Identity Condition (-O) nor carry a specific one (-I) in the way a discrete object (Sortal) does, as it describes a characteristic or activity rather than defining a countable entity with distinct boundaries (Unity/-U).	
positive emotional valence	http://purl.bioontology.org/ontology/EMRO/0000009	~R	-I	-O	-U	+D	Phased-Mixin	Positive emotional valence is Anti-Rigid (~R) because it is a phase an emotion or experience passes through; a state that can change while the underlying entity (the experience) maintains its identity. It does not carry or supply unique identity conditions (-I, -O) as it characterizes a quality rather than defining an individual object. It is Dependent (+D) because valence cannot exist without an entity (like an emotion or person) to reside in, and it is Non-Unifying (-U) as it does not define the internal structural boundaries of its instances.	
muscle tension response to emotion	http://purl.bioontology.org/ontology/EMRO/0000010	~R	-I	-O	-U	+D	Phased-Property (Aspect/State)	The term describes a temporal state or aspect of an organism rather than a rigid type. It is anti-rigid (~R) because a muscle does not have to be in a state of 'tension due to emotion' to be a muscle. It lacks its own identity condition (-I/-O), as identity is typically derived from the physiological structure it inhabits. It is externally dependent (+D) because the specific response cannot exist without the underlying emotional trigger and the physical substrate of the nervous/muscular system.	
increased heart response to emotion	http://purl.bioontology.org/ontology/EMRO/0000011	~R	-I	-O	-U	+D	Role/Relational Property	This term is anti-rigid (~R) because a heart does not necessarily have an 'increased response' to exist; it is a temporary state or role played by a physiological process. It lacks identity conditions (-I) as it does not define a criteria for distinguishing one instance from another independently of the heart itself. It is dependent (+D) because the response cannot exist without a physiological organism and an emotional stimulus.	
increased breathing rate response to emotion	http://purl.bioontology.org/ontology/EMRO/0000012	~R	-I	-O	+U	+D	Role (Relational Role)	The term is Anti-Rigid (~R) because it is a temporary state of an organism (Phase) or a specific functional role; an organism can exist without this specific rates. It is Dependent (+D) because it requires an underlying biological substrate and an emotional stimulus. It does not supply its own Identity Condition (-O/-I) but inherits identity from the physical state/event. It is Unifying (+U) as it describes a singular, discrete physiological response event.	
cognitive response to emotion	http://purl.bioontology.org/ontology/EMRO/0000013	~R	-I	-O	-U	+D	Role or Mixin	This is anti-rigid (~R) because it is a functional classification of an event or state; a cognitive process is not necessarily a 'response to emotion' in all possible worlds. It does not provide its own identity conditions (-O, -I) as it likely inherits them from the underlying cognitive process or event. It is dependent (+D) because a response cannot exist without an initial emotion to respond to.	
cognitive appraisal process	http://purl.bioontology.org/ontology/EMRO/0000014	+R	+I	-O	+U	+D	Rigid Sortal	A 'cognitive appraisal process' is rigid because if a process is a cognitive appraisal, it cannot cease to be one without losing its identity as that process. It carries identity (I) and unity (U) as a discrete temporal entity with a defined start, end, and internal structure. It does not supply its own Identity (O) but rather inherits it from the more general category of 'Mental Process'. It is dependent (D) because it cannot exist without a sentient subject (agent) performing the appraisal.	
syncope response to emotion	http://purl.bioontology.org/ontology/EMRO/0000015	~R	-I	-O	+U	+D	Role	A 'syncope response to emotion' is anti-rigid (~R) because it is a temporary state or role an organism (the bearer) takes; the bearer does not cease to exist if it stops fainting. It lacks its own identity conditions (-I, -O) as it relies on the identity of the person/animal experiencing it. It is dependent (+D) because the response cannot exist without an emotional trigger and a sentient subject. It has unity (+U) as it is a discrete, bounded physiological event.	
negative emotional valence	http://purl.bioontology.org/ontology/EMRO/0000016	~R	-I	-O	-U	+D	Phased-Mixin	Negative valence is anti-rigid (~R) because it represents a phase/state of an emotion that could potentially transition to neutral or positive without the loss of the emotion's existence. It does not carry or supply unique identity conditions (-I, -O); the identity is usually provided by the underlying Emotion or Affective State. It is dependent (+D) because valence cannot exist without an emotional experience to characterize.	
neutral emotional valence	http://purl.bioontology.org/ontology/EMRO/0000017	~R	-I	-O	-U	+D	Phase/State	Neutrality is anti-rigid (~R) because it represents a temporary state or 'Phase' within the emotional valence continuum; an emotion can shift from neutral to positive without losing its identity. It does not provide its own identity conditions (-O, -I) as it is a quality of an underlying mental state or process. It is dependent (+D) because valence cannot exist without an emotional experience to manifest in.	
muscle tension response to fear	http://purl.bioontology.org/ontology/EMRO/0000019	~R	-I	-O	-U	+D	Role/Relational Property	The property is Anti-Rigid (~R) because muscle tension only exists as a 'response to fear' during a specific context or phase; it is not essential to the muscle fibers itself. It lacks its own Identity Condition (-I, -O) as it is usually identified via the host organism or the physiological event. It is Dependent (+D) because it cannot exist without the presence of a physiological host and the causal trigger (fear).	
psychophysiological response to fear	http://purl.bioontology.org/ontology/EMRO/0000020	~R	-I	-O	-U	+D	Non-Sortal Mixin / Phased Sortal (Role-like)	The entity is anti-rigid (~R) because a physiological state is only a 'response to fear' contingently while the fear stimulus is present. It lacks its own identity conditions (-I, -O) as it inherits identity from the underlying biochemical/electrical processes. It is inherently dependent (+D) on both a biological host and a specific emotional state (fear) to categorize the response.	
Nf03efee230324b088f203c3aa177c419	Nf03efee230324b088f203c3aa177c419	+R	+I	+O	+U	-D	Sortal (Substantial)	This term appears to be a unique, persistent identifier (UUID/Hexadecimal string) for a specific entity. As a unique identifier, it acts as a Sortal because it provides a rigid identity condition (the entity cannot cease to be itself without ceasing to exist), supplies its own identity via the unique string, and denotes an atomic, unified whole.	
psychophysiological response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000021	~R	-I	-O	-U	+D	Role/Relational Property	The term represents a dynamic state or reaction (Anti-Rigid) that only occurs in the presence of a specific psychological trigger. It does not provide global identity conditions for the person experiencing it. It is fundamentally dependent on both the host (the biological organism) and the stimulus (the anxiety-inducing event).	
N6c988ebfd4104336a10a9fe6d725e05a	N6c988ebfd4104336a10a9fe6d725e05a	+R	+I	+O	+U	-D	Rigid Sortal (Type)	The term represents a persistent identifier (hash or UUID-like string). It is rigid (+R) because if an entity is identified by this specific string, it cannot cease to be that identifier without losing its ontological existence. It carries and supplies its own identity (+O) via the unique character sequence which acts as a global IC. It is a unity (+U) as it is a discrete, atomic whole. It is independent (-D) as its existence as a code does not require another specific entity to exist.	
muscle tension response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000022	~R	-I	-O	-U	+D	Phased Role / State	The property is ~R (Anti-Rigid) because an instance of muscle fiber does not necessarily have to be in a state of tension to exist. It is +D (Dependent) because it depends on an external stimulus (Anxiety) and a host entity (Muscle). It is -O and -I because it does not supply its own identity conditions; it relies on the identity of the muscle experiencing the state.	
cognitive response to fear	http://purl.bioontology.org/ontology/EMRO/0000023	~R	-I	-O	-U	+D	Non-Sortal Type	The term represents a state or process that is anti-rigid (~R) because it is the state of an entity during a reaction rather than a definition of the entity's essence. It lacks specific identity conditions (-I) and does not provide its own global identity (+O). It is dependent (+D) because the response cannot exist without a sentient subject and a stimulus (fear). As it describes a complex set of internal processes, it does not necessarily define a discrete, bounded whole (-U).	
cognitive response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000024	~R	-I	-O	-U	+D	Role/Relational Role	The term is Anti-Rigid (~R) because a cognitive process (like a thought or valuation) is not essentially a 'response to anxiety'; it only gains this property when acting in reaction to an emotional state. It lacks its own Identity Condition (-I, -O) as it inherits its identity from the underlying Cognitive Process. It is Dependent (+D) because a response cannot exist without the specific stimulus (anxiety) it reacts to.	
sweat secretion response to fear	http://purl.bioontology.org/ontology/EMRO/0000025	+R	+I	-O	+U	+D	Rigid Sortal (Subkind)	The response is a specific physiological event (+R). It carries an identity condition based on the causal stimulus (fear) and the biological process involved (+I), though it likely inherits its identity from the broader category of 'Biological Process' (-O). It is a discrete, unified temporal event (+U) and is intrinsically dependent on an organism and a specific emotional state to exist (+D).	
sweat secretion response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000026	~R	-I	-O	+U	+D	Role	This term represents a specific functional role of the biological process 'sweat secretion' triggered by a specific state (anxiety). It is anti-rigid (~R) because the secretion process exists independently of its role as an anxiety response. It lacks a unique identity condition (-I/-O) separate from the underlying physiological process. It is a unified whole (+U) as an occurrent event, and is externally dependent (+D) on both the organism and the psychological state of anxiety.	
increased heart response to fear	http://purl.bioontology.org/ontology/EMRO/0000027	~R	-I	-O	-U	+D	Non-sortal / Quaternary Aspect	This is anti-rigid (~R) because it is a temporary state/response that a heart can transition into and out of; it is not essential to the heart's existence. It lacks unique identity conditions (-I, -O) as the identity is derived from the physiological subject. It is dependent (+D) because a response cannot exist without the heart and the stimuli (fear). It is non-unifying (-U) as it describes a transient phenomenon rather than a structured whole.	
increased heart response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000028	~R	-I	-O	-U	+D	Phased Attribution / Dependent State	The term represents a temporary state or physiological response. It is anti-rigid (~R) because the heart does not always exhibit this response and can exist without it. It lacks its own identity conditions (-I, -O) as it is identified via the heart and the emotional context. It is dependent (+D) because the response cannot exist without both a heart (the bearer) and a state of anxiety (the trigger).	
increased breathing rate response to fear	http://purl.bioontology.org/ontology/EMRO/0000029	~R	-I	-O	-U	+D	Role/Relational Property	The term is Anti-Rigid (~R) because a breathing rate is not inherently 'increased' or 'anxious' in all possible worlds; it is a temporary state or role an organism's physiological process plays. It lacks its own identity conditions (-I, -O) as it inherits identity from the organism and the specific physiological event. It is dependent (+D) because it cannot exist without the organism experiencing the fear and the underlying biological process.	
increased breathing rate response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000030	~R	-I	-O	-U	+D	Role	The term describes a temporal state or physical reaction rather than an essential nature. It is anti-rigid (~R) because an entity (the breathing system) does not always have an increased rate; it is a role a process plays during a specific emotional state. It lacks its own identity conditions (-I, -O) as it inherits identity from the underlying physiological process. It is dependent (+D) because the response cannot exist without the subject experiencing anxiety and the physical act of breathing.	
syncope response to fear	http://purl.bioontology.org/ontology/EMRO/0000031	~R	-I	-O	-U	+D	Role	A 'syncope response' is anti-rigid (~R) because it is a temporary state/event that an organism undergoes, rather than an essential property. It does not carry its own global identity condition (-I/-O) but relies on the identity of the organism experiencing it. It is dependent (+D) because the response cannot exist without a subject and a stimulus (fear).	
syncope response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000032	+R	-I	-O	+U	+D	Rigid Dependent Sortal	As a specific physiological response/medical event, it is Rigid (+R) because if an instance ceases to be a syncope response, it ceases to exist as that instance. It is Dependent (+D) because it cannot exist without an organism experiencing it and a stimulus (anxiety). It carries Unity (+U) because a syncope event is a discrete, bounded temporal whole. It does not supply its own Identity (+O), as its identity conditions are likely inherited from the general class of 'Syncope' or 'Physiological Response'.	
motoric response to fear	http://purl.bioontology.org/ontology/EMRO/0000033	~R	-I	-O	-U	+D	Non-Sortal / Role / Phased-Property	The term describes a specific functional state or phase of a physical entity's motor system. It is Anti-Rigid (~R) because an organism or motor system can exist without being in a state of 'response to fear'. It lacks its own identity conditions (-I, -O), as the identity is derived from the underlying agent or physiological system. It is dependent (+D) because the response cannot exist without a sensing subject and a specific emotional trigger (fear).	
motoric response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000034	~R	-I	-O	-U	+D	Phased Role	The term is Anti-Rigid because a motoric movement (like leg tapping) is not essentially a response to anxiety; it can occur for other reasons or be absent while the movement exists. It does not provide its own identity conditions but inherits them from the underlying physiological action. It is Externally Dependent because the concept cannot exist without the presence of the stimulus (anxiety).	
emotional valence	http://purl.bioontology.org/ontology/EMRO/0000035	~R	-I	-O	-U	+D	Attributive Property / Quality	Emotional valence is Anti-Rigid (~R) because it is a state or characteristic that an emotion assumes; an entity (an emotion) can change its valence or cease to have a specific valence without losing its identity as an emotion. It does not carry or supply identity conditions (-I, -O) as we do not identify 'valences' as individuals, but rather as values of a property. It lacks unity (-U) as it is not an intrinsic whole but a scalar value or dimension. Finally, it is Dependent (+D) because valence cannot exist without an emotion or a stimulus to reside in.	
process	http://purl.obolibrary.org/obo/BFO_0000015	+R	+I	+O	-U	-D	Rigid Sortal (Type)	A process is a rigid property because an instance of a process cannot cease to be a process without ceasing to exist. It supplies its own identity conditions (often based on temporal extension and event-participation). It is classified as -U (non-unifying) because processes are typically considered 'perdurants' which can be divided into temporal parts that are not necessarily intrinsic wholes themselves, unlike discrete physical objects.	
characteristic	http://purl.obolibrary.org/obo/COB_0000502	-R	-I	-O	-U	+D	Mixin	A characteristic is non-rigid because an entity can lose a specific characteristic and still maintain its identity. It does not carry or supply unique identity conditions (one cannot identify an object simply by knowing it 'has a characteristic' without a sortal). It is externally dependent because a characteristic cannot exist without an entity to characterize.	
system process	http://purl.obolibrary.org/obo/GO_0003008	~R	+I	-O	+U	+D	Role	A system process is treated as an Anti-Rigid entity because it is a role played by a sequence of instructions (a program) during execution; a program can exist without being a process. It carries identity (processes have PIDs) but usually inherits its primary identity conditions from the underlying computation/execution context (-O). It is +U as it represents a unified functional whole, and +D because it cannot exist without the supporting operating system and hardware resources.	
muscle system process	http://purl.obolibrary.org/obo/GO_0003012	+R	-I	-O	-U	+D	Non-Sortal Rigid Type	A 'muscle system process' is rigid because if a process is of this type, it must be so in any context to be what it is. It lacks its own identity conditions (-O) and specific identity criteria (-I) as it is a categorization of various biological occurrences. It is inherently dependent (+D) on the anatomical structures (muscle systems) that participate in the process, and it does not guarantee the unity of its parts as a single whole (-U) without further specification.	
circulatory system process	http://purl.obolibrary.org/obo/GO_0003013	+R	-I	-O	-U	+D	Non-Sortal Rigid Property	A circulatory system process is rigid (+R) because if an occurrence is such a process, it cannot exist without being one. It lacks its own identity conditions (-I, -O) as it typically inherits identity from the specific biological event or participant it belongs to. It is not a whole in itself (-U) and depends intrinsically on the circulatory system/organism to exist (+D).	
heart process	http://purl.obolibrary.org/obo/GO_0003015	+R	-I	-O	-U	+D	Non-Sortal Type	As a biological process, 'heart process' is rigid (+R) because if a specific process is a 'heart process', it cannot cease to be one without ceasing to exist as that specific event. However, it is an abstract category that doesn't supply a unique identity condition (-O/-I) across different types (e.g., beating vs. valve closure have different identity criteria). It is inherently dependent (+D) on the 'heart' entity as its bearer, and lacks a unifying whole-part boundary that applies to all sub-processes (~U or -U, here -U is standard).	
respiratory system process	http://purl.obolibrary.org/obo/GO_0003016	+R	-I	-O	-U	+D	Non-Sortal Type	As a biological process, it is Rigid (+R) because if an instance ceases to be a respiratory system process, it ceases to exist. It is Dependent (+D) as it requires a respiratory system (and an organism) to occur. It lacks Own Identity (-O) and Identity Conditions (-I) because individual processes are typically identified by their participants and temporal boundaries rather than a global criterion inherent to the category itself. It is Non-Unifying (-U) as it can describe various sub-activities without providing a specific wholeness constraint for all instances.	
transport	http://purl.obolibrary.org/obo/GO_0006810	+R	-I	-O	-U	+D	Non-Sortal (Abstract Property/Category)	As an abstract parent term for various biological processes, 'Transport' is rigid (an instance of transport cannot cease to be one without losing its existence) but it does not supply its own identity conditions. Specific identity is provided by its children (e.g., transmembrane transport), making it a non-sortal that groups other types. It is dependent as it requires specific biological entities (cargo and medium) to occur.	
muscle contraction	http://purl.obolibrary.org/obo/GO_0006936	+R	+I	-O	+U	+D	Non-substantial / Occurrent	Muscle contraction is Rigid because if an instance ceases to be a contraction, it ceases to exist as that event. It carries Identity (+I) as it can be individuated by its temporal and spatial boundaries, though it inherits this identity from the general class of biological processes (-O). It is Unifying (+U) because a specific contraction is viewed as a discrete, whole event. It is Dependent (+D) because it cannot exist without a muscle (the substrate) to undergo the process.	
respiratory gaseous exchange by respiratory system	http://purl.obolibrary.org/obo/GO_0007585	+R	+I	-O	+U	+D	Substantial Sortal (Type)	This term represents a specific biological process. It is Rigid (+R) because if an instance of this specific exchange occurs, it is essentially that exchange. It carries Identity (+I) but typically inherits ICs from higher-level processual hierarchies (-O). It possesses Unity (+U) as it is a discrete spatio-temporal whole with defined boundaries. It is Dependent (+D) because it cannot exist without the participating respiratory system (the bearer).	
body fluid secretion	http://purl.obolibrary.org/obo/GO_0007589	+R	-I	-O	~U	+D	Non-Sortal / Sub-Kind	Body fluid secretion is Rigid (+R) as an instance cannot cease to be a secretion without losing its identity (it is a biological substance type). It lacks an Identity Condition (-I) and does not supply one (-O) because it is a mass noun/amount-of-matter rather than a discrete countable object. It is Anti-Unity (~U) because any part of a secretion is still the secretion (no wholeness constraint). It is Dependent (+D) because it requires an organism or biological system to produce it to exist.	
behavior	http://purl.obolibrary.org/obo/GO_0007610	+R	-I	-O	-U	+D	Non-Sortal / High-level Category	Under the specific GO definition, 'behavior' is Rigid (+R) because if an occurrence is an animal behavior, it cannot cease to be one while remaining the same event. It lacks its own Identity Condition (-I/-O) because 'behavior' is an umbrella category for diverse nervous system responses that require more specific sortals (like 'chemotaxis') to distinguish individuals. It is Non-Unifying (-U) as it characterizes various complex interaction types rather than a singular structural whole. It is Dependent (+D) because a behavior cannot exist without the animal organism/nervous system that performs it.	
biological_process	http://purl.obolibrary.org/obo/GO_0008150	+R	-I	-O	-U	+D	Non-Sortal Type	Biological Process is a rigid property because an instance of a process is essentially a process throughout its existence. It does not provide its own identity conditions (IC) because it acts as a high-level category (a 'Type') or mixin for concrete types like 'Metabolism' or 'Signaling' which carry the specific ICs. It is non-unifying (-U) as processes are often cumulative and lack a singular intrinsic whole part-whole structure at this abstraction level. It is dependent (+D) because it exists only as the activity of one or more physical entities (gene products or organisms).	
multicellular organismal process	http://purl.obolibrary.org/obo/GO_0032501	+R	-I	-O	-U	+D	Non-Sortal Rigid / Category	The term is Rigid because an instance of a multicellular organismal process cannot cease to be that process without ceasing to exist. It lacks its own Identity Condition (+I) or Own Identity (+O) because it serves as a high-level grouping (Category) that does not provide a specific mechanism to distinguish two instances; such identity is typically supplied by its specific child types. It is Dependent (+D) because a biological process requires a biological entity (the organism) to exist. It is Non-Unifying (-U) as it encompasses diverse processes that may or may not constitute a discrete whole.	
secretion by tissue	http://purl.obolibrary.org/obo/GO_0032941	+R	-I	-O	-U	+D	Rigid Relationship / Property-Type	The term identifies a biological process or event. It is Rigid (+R) because a specific instance of a secretion cannot cease to be an act of secretion without ceasing to exist. It lacks its own global Identity Condition (-O, -I) as it is usually identified via the participating tissue and the substance produced. It is Dependent (+D) because the process cannot exist without the specific tissue that performs it.	
locomotion	http://purl.obolibrary.org/obo/GO_0040011	+R	-I	-O	-U	+D	Non-Sortal Mixin	As a process/attribute, locomotion is Rigid because if an instance of locomotion ceases to be locomotion, it ceases to exist. It lacks Identity because we do not have specific criteria to distinguish 'one' locomotion from 'another' without referring to the agent or event performing it. It is Dependent because motion cannot exist without an object that moves.	
secretion	http://purl.obolibrary.org/obo/GO_0046903	-R	-I	-O	~U	+D	Non-sortal Mixin	Secretion is non-rigid because an entity (like a hormone or sweat) ceases to be a secretion once it is reabsorbed or degraded, though it remains that substance. It does not supply its own identity conditions, inheriting them from the underlying matter (e.g., liquid, chemical). It is anti-unity (~U) as it typically refers to mass nouns or substances that are divisible and not intrinsic wholes. It is dependent (+D) as the property 'secretion' implies a biological process and a source organ or cell from which it originated.	
nervous system process	http://purl.obolibrary.org/obo/GO_0050877	+R	-I	-O	-U	+D	Non-Sortal Rigid Property	A nervous system process is rigid (+R) because if an occurrence is a nervous system process, it cannot be anything else in any possible world. It is dependent (+D) because it requires a nervous system to occur. It does not supply its own Identity Condition (-O) as identity is typically inherited from the specific biological event or participant interaction, and it is non-unifying (-U) because processes can be continuous or made of discrete segments without a global unity condition.	
regulation of body fluid levels	http://purl.obolibrary.org/obo/GO_0050878	~R	-I	-O	+U	+D	Role	This is an anti-rigid property because it describes a functional process or role (Role) that biological systems perform, rather than a category that defines the systems themselves permanently. It lacks its own identity condition (it inherits identity from the underlying physiological processes) and is externally dependent on the organism or substrate maintaining those fluid levels.	
cognition	http://purl.obolibrary.org/obo/GO_0050890	+R	-I	-O	-U	+D	Non-Sortal / Attribute	Cognition is a rigid property of certain types of systems (like biological entities or AI) but it lacks a distinct identity condition for counting individual 'cognitions' separated from the processes or agents performing them. It is an abstract property or state rather than a discrete entity with its own criteria for individuation and is existentially dependent on a cognizer.	
localization	http://purl.obolibrary.org/obo/GO_0051179	~R	-I	-O	-U	+D	Role or Relational Property	Localization is anti-rigid (~R) because an entity is not essentially 'localized'; it can change state or position. It does not provide its own identity conditions (-I/-O) as it relies on the identity of the object being localized. It is externally dependent (+D) because a 'localization' cannot exist without the entity that is being situated in a specific context or place, and it lacks a specific principle of unity (-U) as it describes a state or process rather than an intrinsic whole.	
establishment of localization	http://purl.obolibrary.org/obo/GO_0051234	~R	-I	-O	-U	+D	Role	The term describes a relational state or property of an object rather than its essence; an entity can exist without being in a state of 'establishment of localization.' It is anti-rigid because it is a phase or role an entity plays in a specific context. It lacks intrinsic identity conditions as it relies on the identity of the localized entity and the location, and it is dependent on both for its existence.	
motor behavior	http://purl.obolibrary.org/obo/GO_0061744	~R	-I	-O	~U	+D	Non-sortal / Anti-rigid Mixin	Motor behavior is anti-rigid (~R) because it is a phase or state of an organism rather than an essential property; an entity does not cease to exist when it stops moving. It does not carry its own identity condition (-I/-O) because we distinguish between behaviors based on the agents performing them rather than internal IDs. It is anti-unity (~U) as behaviors are often continuous processes or aggregates of smaller movements without a singular intrinsic boundary, and it is dependent (+D) because a behavior cannot exist without an agent to exhibit it.	
biological regulation	http://purl.obolibrary.org/obo/GO_0065007	+R	-I	-O	-U	-D	Non-sortal / Category	Biological regulation is a rigid property because an instance of a biological process cannot cease to be a regulatory process without losing its identity as that process. It is a high-level category (non-sortal) because it does not carry an identity condition or supply its own internal identity; identity is typically defined by the specific type of process (e.g., metabolic regulation). While it describes a complex interaction, it is not inherently anti-unified nor does it strictly depend on the constant presence of another external entity to be defined as a concept.	
regulation of biological quality	http://purl.obolibrary.org/obo/GO_0065008	+R	+I	-O	-U	+D	Rigid Sortal (Sub-type)	As a type of biological process, it is Rigid (+R) because if an instance ceases to be a regulation of quality, it ceases to exist. It carries Identity (+I) from the top-level 'Process' category but does not supply a unique global Identity Condition (-O). It is Dependent (+D) as it cannot exist without the biological quality (the object) it is regulating. It is Non-Unifying (-U) because processes are often considered as occurrences that lack the defined spatial unity found in physical objects.	
sweat secretion	http://purl.obolibrary.org/obo/GO_0160269	+R	-I	-O	~U	+D	Non-sortal (Mass type)	Sweat secretion is rigid because a sample of sweat cannot cease to be sweat without losing its identity. It lacks a clear identity condition (+I/O) as it is a mass noun; we identify 'some sweat' but not 'a sweat' as a discrete individual. It is anti-unity (~U) because it consists of an amount of matter where any part is also sweat. It is dependent (+D) because the process of secretion requires a biological organism to exist.	
quality	http://purl.obolibrary.org/obo/PATO_0000001	+R	-I	-O	-U	+D	Non-Sortal (Mixin)	Quality is a rigid property (an instance of a specific quality, like the redness of an apple, cannot cease to be a quality). It is non-sortal because it does not carry or supply specific identity conditions (it provides no way to count or distinguish between instances based purely on being a 'quality'). It is intrinsically dependent because a quality must adhere to an object or substance to exist.	
process quality	http://purl.obolibrary.org/obo/PATO_0001236	~R	-I	-O	-U	+D	Non-sortal / Mixin	Process quality is anti-rigid (~R) because it characterizes an entity during a specific state or process rather than being essential to its existence. It does not provide global identity conditions (-I, -O) for the individuals it applies to; rather, it adheres to entities that already have identity. It is dependent (+D) because the quality cannot exist without the underlying process or physical entity it characterizes.	
