term	uri	rigidity	identity	own_identity	unity	dependence	classification	rigidity_reasoning	identity_reasoning	own_identity_reasoning	unity_reasoning	dependence_reasoning	error
negative emotional valence	http://purl.bioontology.org/ontology/EMRO/0000016	+R	-I	-O	-U	+D	Attribution or Quality	Negative emotional valence is a rigid property because an instance of this property (a specific unpleasant state or aversive quality) cannot change its valence to positive or neutral without losing its identity as a 'negative' valence. While an emotion can change valence over time, the property of 'negative emotional valence' itself is essential to anything classified as such in all possible worlds.	Negative emotional valence is an adjectival or characterizing property rather than a sortal; it does not provide a principled identity condition or a means of distinguishing one instance of 'negative valence' from another over time without reference to a specific event or person it inheres in.	Since the entity is determined to be -I (not carrying an identity condition), it logically cannot supply its own identity condition (+O). Furthermore, 'negative emotional valence' is a qualitative attribute or state rather than a rigid sortal that defines a schema for distinguishing individuals of its kind.	Negative emotional valence is a qualitative property or state rather than an object with a mereological structure. Its instances (specific unpleasant states) do not necessarily consist of discrete parts bound together by a unifying relation that defines them as intrinsic wholes.	Negative emotional valence is an external notional dependence because it is a property or quality that cannot exist without an entity (such as a sentient being or an emotional state) to manifest or bear that valence. It is essentially characterized as a property of an underlying experience or subject.	
neutral emotional valence	http://purl.bioontology.org/ontology/EMRO/0000017	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	Neutral emotional valence is a phase or state along a continuum. Instances (such as specific emotions or states of mind) can move into or out of neutrality while maintaining their underlying identity, making this property contingent for all its instances.	Neutral emotional valence is a quality or state along a continuum. Unlike sortal properties (e.g., Person or Physical Object), it does not carry an intrinsic identity condition to distinguish one instance of 'neutrality' from another or to re-identify it over time independently of the subject experiencing it.	Since the entity is determined to be -I (does not carry an identity condition), it logically cannot supply its own identity condition (+O). Furthermore, 'neutral emotional valence' is a specific value or state along a continuum, which lacks the rigid existential stability and sortal characteristics required to supply a global identity condition.	Neutral emotional valence is a qualitative property representing a position on a continuum. It does not carry a unifying relation (omega) that defines its instances as intrinsic wholes with a clear mereological structure; rather, it describes a state or a point in a quality space.	Neutral emotional valence is externally dependent because it cannot exist in isolation; its existence is defined by its position on a continuum relative to other emotional states (pleasant and unpleasant) and must be instantiated by an underlying emotional experience or mental state.	
muscle tension response to fear	http://purl.bioontology.org/ontology/EMRO/0000019	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	This property is anti-rigid (~R) because it describes a temporary physiological state or response of an organism. An instance (an organism) does not necessarily have this property to exist; it can experience fear-induced muscle tension and then transition to a relaxed state without losing its identity.	Muscle tension response to fear is an occurrent property (state or event). While we can observe it, the property itself does not provide a principled identity condition to distinguish one instance of tension from another or to re-identify the same tension across different occurrences, unlike the physiological entities (e.g., specific muscles) that carry it.	Since the entity was determined to be -I (not carrying an identity condition), it fails the logical necessity for +O. To supply an identity condition (+O), a property must first carry one (+I) and be rigid (+R).	The term describes a physiological process or event rather than an intrinsic whole. While it involves coordinated parts of a nervous and muscular system, it lacks a specific common unity condition (omega) that defines all its instances as maximal self-connected wholes in the way a biological organism or a discrete machine is defined.	Muscle tension response to fear is externally dependent on both a physiological structure (the muscular system) and a psychological/biochemical state (fear). It cannot exist in isolation; it requires the presence of a living organism and a specific emotional stimulus as its cause.	
psychophysiological response to fear	http://purl.bioontology.org/ontology/EMRO/0000020	+R	-I	-O	+U	+D	Attribution or Quality	A psychophysiological response to fear (such as an increased heart rate or sweat response) is defined by its origin and functional nature; an instance of such a response cannot cease to be an instance of that response and remain the same entity. It does not exist independently of its identity as a physiological reaction.	A psychophysiological response to fear (such as a heart rate increase or sweating) is a process or state that typically lacks a specific, intrinsic identity condition for re-identification over time. It is generally characterized by its description (episodes of fear) rather than an unique identity condition that distinguishes one instance from another in a principled way, especially without reference to the specific agent experiencing it.	Since the entity is determined to be -I (not carrying an identity condition), it is logically impossible for it to be +O, as supplying an identity condition (+O) requires both carrying one (+I) and being a rigid property (+R).	A psychophysiological response to fear (such as the fight-or-flight response) is an intrinsic functional whole. It consists of a specific, non-arbitrary integration of biological activities—including adrenaline release, increased heart rate, and sweating—which together constitute a unified systemic response pattern rather than a mere aggregate of coincidental events.	A psychophysiological response to fear is externally dependent on a 'fear stimulus' or 'fear state'; it cannot exist without the presence of the psychological trigger (fear) that initiates the physiological reaction.	
Nb7f1a61faa894e409bfe3e156836034e	Nb7f1a61faa894e409bfe3e156836034e	+R	+I	+O	-U	-D	Sortal (Rigid, supplies identity)	This term appears to be a unique, opaque identifier. In ontological modeling, such identifiers correspond to the specific identity of an instance or a fixed category; an entity cannot move in or out of its own unique identity without ceasing to be that specific entity.	The term represents a specific, unique alphanumeric identifier (MD5 hash). It carries an identity condition of character-wise equivalence; instances are distinguished and re-identified by the exact sequence of characters, making it a sortal with a clear identity criterion.	As a rigid property that carries identity (+I), this entity functions as a sortal that provides its own global identity conditions (ICs) rather than inheriting them from a more general sortal category.	As an alphanumeric string or unique identifier, the term functions as a label or data point rather than a physical or conceptual whole with a defined mereological structure (internal parts bound by a unifying relation).	The term Nb7f1a61faa894e409bfe3e156836034e is treated as a unique physical or abstract object that does not inherently require a specific external instance of another property (that is not a part or constituent) to exist.	
psychophysiological response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000021	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	This property is anti-rigid because it is contingent. An instance of a physiological state (like an increased heart rate) may exist without being a response to anxiety (e.g., being caused by exercise). Therefore, an entity that is currently a psychophysiological response to anxiety can cease to be such a response while remaining the same physical or physiological event, making the property optional for all its instances.	A psychophysiological response to anxiety is a state or event that lacks a specific identity condition for re-identifying the 'same' instance over time. While it can be measured, it does not supply or carry a principled way to distinguish one specific instance from another except by indexicality to a subject, making it a non-sortal property (-I).	Since the entity was determined to be -I (meaning it does not carry an identity condition), it cannot fulfill the requirements for +O; a property can only supply an identity condition if it carries one and is rigid, which is not applicable to a non-sortal property.	A psychophysiological response to anxiety is a complex process spanning biological, cognitive, and somatic domains. While instances of this response (like increased heart rate or sweating) occur together, the concept itself does not prescribe a specific, common mereological structure or a single unifying relation that makes every instance an intrinsic whole across its duration.	A psychophysiological response to anxiety is externally dependent on the existence of anxiety as a stimulus. By definition, this response cannot exist or be identified as such without the presence of the psychological state (anxiety) that triggers and correlates with the physiological reaction.	
N3163e6f8b67c4e8c8cfcb5c93ae6becb	N3163e6f8b67c4e8c8cfcb5c93ae6becb	+R	-I	-O	-U	-D	Attribution or Quality	The term represents a persistent identifier, which functions as a rigid designator. If an instance is identified by this specific string, it remains that specific identifier in all possible worlds where it exists, as its identity is bound to its literal value.	The term provided is a random alphanumeric string (likely a hash or database key) that lacks any ontological status or conceptual meaning. In the absence of a defined domain of discourse or sortal properties, it is impossible to establish identity through an identity condition (IC).	Since the entity is determined to be -I (does not carry any identity condition), it logically cannot supply its own identity condition (+O). According to the formal definitions, +O implies +I.	The term 'N3163e6f8b67c4e8c8cfcb5c93ae6becb' appears to be an alphanumeric identifier or hash. Such entities lack an inherent mereological structure or intrinsic unity condition that would define them as a 'whole' with integrated parts, placing them in the category of properties that do not carry unity.	The term is a generic internal identifier or blank node string likely used in a technical context. As an abstract identifier, it represents a self-contained reference that does not require the necessary existence of an external entity (outside of its own syntactic structure) to satisfy its definition.	
muscle tension response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000022	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	Muscle tension response to anxiety is anti-rigid because it is a contingent state or process. An entity (like a muscle or a person) that exhibits this response can cease to exhibit it while maintaining its identity; furthermore, it is essential for the class to be optional for its instances, functioning as a physiological phase or role rather than an essential characteristic.	Muscle tension response to anxiety is a phenomenological property or state that lacks a principled diachronic identity condition. While instances of it can be measured in a person, there is no global criterion (synchronic or diachronic) to distinguish one 'instance' of tension from another in a way that allows for re-identification or individuation independent of the subject experiencing it.	Since the entity was determined to be -I (not carrying an identity condition), it logically cannot supply its own identity condition. Therefore, it must be marked -O.	Muscle tension response is a physiological state or property rather than a physical object or discrete whole. It lacks a generalized connection relation (omega) that defines it as an intrinsic whole with boundaries or integrated parts; rather, it can be distributed across various muscle groups in an arbitrary, non-maximal way.	The muscle tension response is externally dependent on a state of anxiety; it is a physiological reaction that cannot exist without the specific psychological stimulus that characterizes it.	
cognitive response to fear	http://purl.bioontology.org/ontology/EMRO/0000023	+R	-I	-O	-U	+D	Attribution or Quality	A 'cognitive response to fear' is a categorizing property of an event or process. If a specific instance (a particular mental event) is a cognitive response to fear, it cannot cease to be one without losing its ontological identity as that specific response; it is essential to the nature of the instance in all possible worlds.	A 'cognitive response to fear' is a process or event type. While it can be described, it does not supply or carry a specific identity condition that allows us to distinguish one instance of a thought from another in a principled, repeatable way (like a serial number or DNA), nor does it have a clear diachronic identity independent of the individual experiencing it.	Since the entity is labeled -I, meaning it does not carry an identity condition, it cannot supply one. By definition (+O implies +I), a property that lacks identity criteria cannot be the source of its own identity conditions.	A cognitive response to fear is a transient process or state that lacks a common, specific mereological unity condition (omega) that would make every instance an intrinsic whole. While specific instances may be functionally integrated, the property itself includes a wide variety of mental phenomena with no singular, consistent unifying relation defining their parts.	A cognitive response to fear is externally dependent on a specific emotional or physiological state (fear); it cannot exist or be defined without the presence of the fear stimulus it is responding to.	
cognitive response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000024	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	A 'cognitive response to anxiety' (such as rumination or reappraisal) is a behavioral or mental state that a person enters into or exits. Since an entity (a person) can perform this response at one time and not another without losing their fundamental identity, the property is contingent for all its instances.	A cognitive response to anxiety is a functional or behavioral property that describes how a subject reacts, but it does not carry an inherent identity condition to distinguish one instance of a response from another over time or determine when two responses are 'identical' across different contexts.	Since the entity is labeled as -I (does not carry an identity condition), it cannot supply an identity condition (+O), as providing an IC requires carrying one for its own instances and being a rigid property.	A cognitive response to anxiety (such as worry or rumination) lacks a specific, common 'unifying relation' (omega) that defines all its instances as intrinsic wholes. While individual instances may have a functional or biological structure, the general property does not enforce a consistent condition for distinguishing its parts from the rest of the world.	A cognitive response to anxiety is externally dependent because its existence as a 'response' necessitates the existence of an 'anxiety' state. One cannot have a response to a specific condition if that condition is not present or accounted for, making it notionally dependent on the stimulus.	
sweat secretion response to fear	http://purl.bioontology.org/ontology/EMRO/0000025	+R	-I	-O	-U	+D	Attribution or Quality	As a specific physiological process or event type, an instance of a sweat secretion response to fear cannot cease to be such a response without losing its identity. It is an essential categorization of the occurrence.	A sweat secretion response is a physiological process or occurrence; while it can be described, it does not provide an intrinsic identity condition to distinguish one instance of the response from another over time or to re-identify it as a unique individual entity in the same way a person or a physical object is identified.	Since the entity is labeled as -I (does not carry an identity condition), it cannot supply its own identity condition (+O). According to the ontological constraints, providing own identity implies both carrying identity (+I) and being rigid (+R).	A physiological response like 'sweat secretion' is a process or occurrent. While it has components (chemical release, gland activation), it does not have a single topological, morphological, or functional unity condition that defines it as an intrinsic whole in the same way a discrete physical object does. Its parts are scattered and temporally spread without a specific unifying relation binding them into a single maximal whole.	As a physiological response, the sweat secretion response to fear is externally dependent on a sentient organism (the host) and the psychological state or stimulus of 'fear' to exist; it cannot occur autonomously as an independent entity.	
sweat secretion response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000026	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	This term represents a physiological state or response. An organism can exist without currently exhibiting a sweat secretion response to anxiety, and it can move in and out of this state while maintaining its identity. Because this property is contingent for all its instances (it is a temporary reaction), it is anti-rigid.	This term describes a process or occurrent event. While individual occurrences of this response can be spatio-temporally located, the property itself does not supply or carry a principled identity condition for distinguishing or re-identifying one 'secretion response' from another in a discrete, repeatable way similar to a sortal like 'Person' or 'Fingerprint'.	Since the entity is characterized as -I (not carrying an identity condition), it is logically impossible for it to be +O, as supplying an Identity Condition (IC) requires carrying one. Furthermore, as a specific physiological process, any identity criteria it possesses would be inherited from more general classes of biological responses or processes.	As a physiological response, sweat secretion lacks a self-contained, integrated mereological structure that defines it as a discrete 'whole'. It is a process where the 'parts' (individual sweat gland activations) are not inherently bound by a single, intrinsic unifying relation that distinguishes them as a persistent individual whole; rather, it is a scattered event or occurrence.	The term represents a biological and psychological response which, by definition, cannot exist without the presence of both an organism (the host) and a specific internal state (anxiety). It is externally dependent on these entities for its actual existence.	
increased heart response to fear	http://purl.bioontology.org/ontology/EMRO/0000027	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	This term describes a physiological state or response. An entity (such as a heart or an organism) may exhibit an increased response to fear at certain times or in certain contexts, but it can cease to exhibit this response while remaining the same entity. Since it is a contingent condition that can be gained or lost by all its instances without them losing their identity, it is anti-rigid.	This term represents a specific physiological state or event. While instances of this state can be measured, the property itself does not provide an intrinsic identity condition to distinguish or re-identify one instance from another over time or across occurrences, unlike sortals such as 'Person' or 'Organ'.	Since the entity was determined to be -I (not carrying an identity condition), it logically cannot supply an identity condition (+O). Furthermore, as a specific physiological process or response, it inherits its individuation from the broader category of 'Biological Response' or 'Heart Response' rather than defining its own unique global identity criteria.	This term refers to a physiological state or property of a biological process rather than a discrete entity with physical boundaries or a fixed mereological structure. While it occurs within a whole (the person), the response itself is a qualitative change in intensity and does not possess its own intrinsic unity or constituent parts that form a standalone whole.	This entity is a physiological response and therefore externally dependent on both a subject (a living being capable of fear) and a stimulus or state of fear. It cannot exist as a standalone entity without the existence of the organism it is a response of.	
increased heart response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000028	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	This is a state or pathological response that can be acquired or lost by its instances (individuals or physiological systems) while they maintain their identity. Since instances of this response are contingent and not necessary for the entity to exist, it is categorized as anti-rigid.	This term represents a state or symptom of an individual instance. While the underlying physical entity (the heart) carries identity, the attribute 'increased heart response' does not supply or carry its own identity condition for re-identification of distinct instances across time or space; rather, it is a property that holds for a sortal.	Since the entity is determined to be -I (does not carry an identity condition), it cannot logically supply its own identity condition (+O). Only rigid properties that establish unique criteria for distinguishing instances throughout their existence can supply identity.	A physiological response like 'increased heart response' is a property or process rather than a discrete entity with consistent boundaries or a mereological structure that forms a whole. While the heart itself is +U, the response is an attribute or a state of a system, making it non-unifying.	The entity 'increased heart response to anxiety' is externally dependent because it cannot exist without the presence of an organism (the host) and the psychological state of 'anxiety' which triggers the response.	
increased breathing rate response to fear	http://purl.bioontology.org/ontology/EMRO/0000029	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	This property is anti-rigid because it represents a temporary physiological state or response. An entity (such as a person or animal) that exhibits an increased breathing rate in response to fear can cease to exhibit this property without losing its identity.	This term represents a specific physiological response or state rather than a sortal entity. In ontological analysis, such properties or events do not usually carry their own identity conditions for re-identification over time; its identity is derived from the specific creature or temporal context it is tied to, rather than a global characteristic property of the response itself.	Since the entity is characterized as -I (not carrying an identity condition), it logically cannot supply its own identity condition (+O). According to the formal definitions, supplying an IC requires both being rigid and carrying an IC, neither of which applies to this specific behavioral response.	This term describes a physiological process or specific state rather than a discrete physical or functional whole. While it involves coordinated biological parts, the response itself lacks a definitive mereological boundary or a singular 'omega' relation that binds its parts into an intrinsic whole as defined by the framework.	This entity is a physiological response/process that is externally dependent on both a subject (the organism experiencing it) and a specific catalyst or state (fear). It cannot exist in isolation as it is functionally defined by its relationship to the emotional state of fear.	
increased breathing rate response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000030	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	This term represents a specific physiological state or response. An organism is not necessarily characterized by an increased breathing rate; it can transition in and out of this state while maintaining its identity. Because this property is contingent for every instance (the response must be able to cease), it is anti-rigid.	This term refers to a specific physiological event or occurant (a response). While it can be recognized when it happens, it does not supply or carry a specific identity condition that allows for the re-identification of the same instance over time or across contexts in the way a sortal (like 'Person' or 'Organism') does.	Since the entity is characterized as -I (lacking an identity condition), it cannot supply its own identity condition (+O). According to the methodology, a property can only supply an identity condition if it is rigid (+R) and carries one (+I).	The property represents a physiological state or response rather than a discrete entity with intrinsic unity. While it occurs within a whole (a person), the condition of 'increased breathing rate response' does not have its own self-connected mereological structure or internal unifying relation that binds it into a whole independent of its occurrences.	The term represents a physiological response that is externally dependent on the psychological state of 'anxiety'. As a response, it cannot exist independently of the triggering condition it is defined by.	
syncope response to fear	http://purl.bioontology.org/ontology/EMRO/0000031	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	A syncope response to fear is a transient physiological state or process. An instance of an individual's fear response is not necessarily a 'syncope response'; it could have unfolded as a different autonomic reaction. Furthermore, the subject of the response can exist without exhibiting this specific reaction, marking it as a contingent role or phase of behavior.	The property 'syncope response to fear' is an occurrent or event-type property. While specific instances of this response can be observed, it does not supply or carry a principled identity condition (IC) that allows us to distinguish one instance of the response from another or re-identify the same instance across different contexts, unlike sortals such as a person or a physical object.	Since this entity is classified as -I (does not carry an identity condition), it cannot supply an identity condition (+O). Only rigid properties that establish global identity for their instances are marked +O.	A syncope response to fear is a physiological event or process. As a property of an occurrence, it lacks a common, intrinsic mereological structure that binds its temporal or constituent parts into a unified whole across all instances (unlike a physical object with a single unifying relation). While it involves integrated biological systems, the property itself does not enforce a specific, universal unity condition for its instances.	A syncope response to fear is externally dependent on both a specific agent (the one experiencing the syncope) and a specific stimulus (the fear) to exist; it cannot exist as an independent entity in isolation from these external factors.	
syncope response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000032	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	Syncope response to anxiety is a contingent state or phase of an entity (usually a person). An instance (individual) can experience this physiological response and subsequently cease experiencing it while remaining the same individual; therefore, it is essential for all instances of this property that they are not necessarily instances of it.	The term represents a physiological process or specific occurrence (a response) which lacks a clear, intrinsic identity condition (IC) to distinguish one instance of the behavior from another across time or context. It is an event-type property rather than a sortal that provides a global principle for re-identification.	Since the entity is determined to be -I (not carrying an identity condition), it cannot supply its own identity condition (+O). According to the formal definitions, +O implies +I, meaning a property cannot supply what it does not carry.	As a medical condition or physiological process, it lacks a definitive mereological structure where parts are bound by a single, intrinsic unifying relation. It is a sequence of events rather than a discrete physical or functional 'whole' with integrated parts.	A 'syncope response' is inherently dependent on the existence of an 'anxiety' state and a specific organism (host) experiencing that state. It cannot exist as a standalone entity; it is a physiological reaction that is definitionally and existentially dependent on the external condition of anxiety.	
motoric response to fear	http://purl.bioontology.org/ontology/EMRO/0000033	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	A motoric response to fear (such as trembling or running) is an anti-rigid property because it is a contingent state or behavioral event. An entity (like a person) that realizes this property does not do so necessarily; they can exist as they are without exhibiting this specific response, and they certainly cease to exhibit it once the stimulus or state has passed.	A 'motoric response to fear' is a behavioral occurrent or property that lacks an inherent identity condition for re-identification over time. While the person experiencing the fear carries identity (+I), the specific response itself (like trembling or fleeing) does not have a global or principled way to distinguish one specific instance from another identical instance of the same behavior in the way a sortal object does.	Since the entity is -I (does not carry an identity condition), it cannot supply its own identity condition (+O). Per the definitions, +O implies +I.	A motoric response to fear (such as trembling or recoiling) represents a behavioral state or physiological event rather than an intrinsic whole with a fixed mereological structure. While it involves a sequence of actions, it lacks a common unifying relation (omega) that binds its 'parts' into a discrete, persistent object in the way a biological organism or a machine is unified.	A motoric response to fear is externally dependent on the psychological state of fear. For the response to exist as such, an instance of fear (the stimulus/cause) must also exist, which is not a part nor a constituent of the physical motoric action itself.	
motoric response to anxiety	http://purl.bioontology.org/ontology/EMRO/0000034	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	A response is a role or phase an entity (such as a muscle contraction or movement) enters into when triggered by a specific stimulus; the underlying motor action can exist without being a response to anxiety, and the entity experiencing anxiety can cease to exhibit this specific response while remaining the same individual.	A 'motoric response to anxiety' is a behavioral property or classification of occurrences. It does not provide a principled identity condition to distinguish one instance from another (e.g., how to count or identify the same instance over time) unless it is subsumed by a rigid sortal; as a property itself, it lacks the necessary and sufficient conditions for individuation.	Since the entity is analyzed as -I (not carrying an identity condition), it logically cannot supply its own identity condition (+O). Only properties that supply an identity condition for their instances can be +O.	A motoric response to anxiety is a behavioral event or state that lacks a unified, intrinsic mereological structure. Unlike a physical organism or a functional tool, these responses can range from discrete tics to generalized restlessness, and there is no single equivalence relation that binds their parts into an intrinsic whole across all instances.	A motoric response to anxiety is externally dependent on the existence of a specific psychological or physiological state (anxiety). The response cannot exist as such without the stimulus or condition it is responding to.	
emotional valence	http://purl.bioontology.org/ontology/EMRO/0000035	+R	-I	-O	-U	+D	Attribution or Quality	Emotional valence is a rigid property because it is an essential characteristic of any instance of an emotion or appraisal. An instance of 'emotional valence' (e.g., a specific positive valence) cannot cease to be an emotional valence while remaining the same individual entity; it is defined by this characteristic in all possible worlds.	Emotional valence is an inherent, qualitative characteristic or property of an emotion rather than a discrete entity with its own principled identity condition. It lacks a unique relation (like a unique identifier or spatio-temporal continuity) that allows one to distinguish one instance of 'negativity' from another of the same magnitude across different contexts without referring back to the specific emotion it qualifies.	Since the entity was previously determined to be -I (not carrying an identity condition), it is logically impossible for it to supply its own identity condition (+O), as providing an IC requires carrying one.	Emotional valence is an abstract property or scalar value (positive/negative) and doesn't possess a mereological structure or integrated parts that would constitute a physical or functional whole.	Emotional valence cannot exist in isolation; it is a quality that necessarily depends on a specific emotion and its associated cognitive appraisal of a stimulus to exist.	
process	http://purl.obolibrary.org/obo/BFO_0000015	+R	-I	-O	-U	-D	Attribution or Quality	A process is a rigid property because if an entity is a process, it cannot cease to be a process without losing its identity. It is an ontological category describing the nature of the entity itself, not a contingent role or phase it passes through.	A process is a non-sortal property because it lacks a specific identity condition that allows us to distinguish two instances of the same type of process without referring to the objects or agents involved in it. Unlike objects (sortals), a process's identity is typically parasitic on the entities that participate in it or the time intervals it occupies.	Since the entity is determined to be -I (not carrying an identity condition), it logically cannot supply its own identity condition (+O). According to the definitions, supplying an IC (+O) implies carrying one (+I) and being rigid (+R).	A process can represent a single integrated event or a scattered collection of sub-events. It lacks a singular, universal equivalence relation (omega) that defines unity across all its instances, as some processes are cohesive wholes while others are arbitrary temporal slices or aggregates.	A process is a self-contained temporal entity. While instances of a process may involve specific participants or occurrences, the generic property of being a 'process' does not require a relationship to an external, non-constituent entity to exist as a concept or individual.	
characteristic	http://purl.obolibrary.org/obo/COB_0000502	-R	-I	-O	-U	+D	Attribution (Non-rigid, no identity)	A characteristic is a property or quality belonging to an entity. While some characteristics are essential to their carriers (making them rigid for that instance), the property of being a 'characteristic' itself is not necessarily essential to all its instances across all possible worlds; a specific attribute might be considered a characteristic in one conceptualization of a domain but not necessarily in another, or it may be an accidental quality that an object could lose while remaining the same object.	A characteristic is an abstract property or attribute. It lacks a principled identity condition for distinguishing one instance from another (e.g., does the 'redness' of one object have a different identity than the 'redness' of another?). It is a non-sortal that describes rather than identifies.	Since the entity is determined to be -I (not carrying an identity condition), it cannot supply its own identity condition (+O). Only rigid properties that provide specific criteria for distinguishing and re-identifying instances supply identity, whereas a 'characteristic' is typically an attribute or property used to identify other things rather than being an independent entity with its own individuation schema.	A characteristic is an abstract property or attribute. It lacks a mereological structure of parts bound by a unifying relation (like topological or functional connection) and does not constitute a 'whole' in the way physical or social individuals do.	A characteristic is inherently an external notional dependent property; it cannot exist in isolation and must necessarily be the characteristic of some other entity (an object, person, or phenomenon) which is not a part or constituent of the characteristic itself.	
system process	http://purl.obolibrary.org/obo/GO_0003008	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	A system process is rigid because if an entity is a process (an execution of a program), it cannot cease to be a process and still remain the same individual entity. Its very identity is defined by its existence as an active computational task.	A system process carries an identity condition typically defined by a unique Process Identifier (PID) or a specific execution context (start time, owner, and memory address space) which allows it to be uniquely identified and distinguished from other instances of the same program.	A system process supplies its own global identity conditions (typically via a unique Process ID or a combination of execution context and memory space) rather than inheriting them from a more general category like 'Physical Object' or 'Abstract Entity'.	A system process is an intrinsic functional whole consisting of related threads, memory allocations, and execution states that are bound together by a single operating system control structure; it is not a mere arbitrary aggregate of instructions.	A system process is externally dependent on a processor (CPU) and memory to exist and execute, as well as a parent process or operating system environment that initiates it. It cannot exist as a standalone entity without these underlying computational resources.	
muscle system process	http://purl.obolibrary.org/obo/GO_0003012	+R	+I	-O	-U	+D	Sortal (Rigid, carries identity)	A 'muscle system process' is a rigid property because it defines an essential nature of the occurrence. An instance of such a process (like muscle contraction) cannot cease to be a muscle system process without also ceasing to exist; it is not a temporary phase or role that a different kind of process can adopt or discard.	As a biological process, it carries identity conditions typically derived from its spatio-temporal boundaries, the specific biological participants (the muscles involved), and the causal sequence of events. These factors allow for the differentiation of one process instance from another and the re-identification of the process over its duration.	While 'muscle system process' carries an identity condition (+I), it is a specialization of more general categories such as 'biological process' or 'process'. Identity for a specific muscle process is typically defined by the identity conditions supplied by the high-level category of 'Process' (which includes temporal and participant-based criteria), rather than supplying a fundamentally unique global identity criterion of its own.	A muscle system process is an occurrence or unfolding of events rather than a concrete entity with a static mereological structure. While it involves parts (sub-processes), it does not typically satisfy the strict requirement of being an intrinsic whole under a single equivalence relation omega that defines its boundary across its existence in the same way a biological organ or a organism does. It is often characterized by temporal extension rather than specified unity conditions.	A muscle system process is an occurrent that necessarily depends on the existence of a muscle system (the independent bearer) to serve as its participant or site; it cannot exist without the entity that performs or undergoes the process.	
circulatory system process	http://purl.obolibrary.org/obo/GO_0003013	+R	+I	-O	-U	+D	Sortal (Rigid, carries identity)	A 'circulatory system process' is a rigid property because any instance (such as a specific heartbeat or blood flow event) is essentially a process of that type. An instance cannot cease to be a circulatory system process and remain the same individual event; its identity is defined by the biological function and mechanics of the process itself.	A circulatory system process carries an identity condition based on its spatio-temporal extent, the specific biological participants involved (e.g., heart, blood vessels), and its causal role within a specific organism. It can be re-identified as the same ongoing functional event over time.	As a type of biological process, 'circulatory system process' is a specialization of more fundamental categories like 'process' or 'biological process'. It inherits its identity conditions (the criteria for distinguishing and re-identifying specific occurrences) from these more general ancestor properties rather than supplying a unique, global identity condition of its own.	As a 'process', it represents a temporal sequence of events rather than a discrete physical whole with a single unifying relation defining its spatial boundary. While it has functional cohesion, processes are generally -U because their temporal parts are not bound by a single equivalence relation that identifies them as a maximal intrinsic whole in the same way a physical organism is.	A circulatory system process (such as blood circulation or vasoconstriction) cannot exist in isolation; it is notionally dependent on a circulatory system and a biological organism to serve as the substrate or host for the process to occur.	
heart process	http://purl.obolibrary.org/obo/GO_0003015	+R	+I	-O	-U	+D	Sortal (Rigid, carries identity)	A 'heart process' refers to an occurrent or event specifically characterized by its functional nature within a heart; an instance of such a process cannot cease to be a heart process and become a different type of process while maintaining its identity as that specific occurrence.	As a type of process, a heart process carries an identity condition based on its participants (the specific heart), its temporal boundaries (start/end times), and its spatio-temporal continuity. This allows for the re-identification and distinction of one specific process instance from another.	While 'heart process' carries identity conditions (+I), it likely inherits these from the more general rigid property 'process'. The identity of a heart process is defined by the spatiotemporal and causal parameters governing processes in general, rather than providing a new, fundamental global identity condition unique to heart processes themselves.	A process consists of temporal parts (events or sub-processes). While a specific heart process like a 'heartbeat' might have a functional unity (+U), the general term 'heart process' can describe arbitrary segments or sequences of cardiac activity that do not necessarily form a single intrinsic whole under a specific unifying relation.	A heart process (such as a heartbeat or cardiac cycle) is externally dependent because it cannot exist without an instance of a heart to perform or host the process. The heart is neither a part nor a constitution of the process itself, but a necessary external entity for the process's existence.	
