term	uri	rigidity	identity	own_identity	unity	dependence	classification	rigidity_reasoning	identity_reasoning	own_identity_reasoning	unity_reasoning	dependence_reasoning	error
LivingBeing	http://example.org/guarino-messy#LivingBeing	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	The property 'LivingBeing' is considered rigid because if an entity is an instance of a living being, it necessarily remains a living being for its entire existence (as long as it exists). An entity cannot cease to be a living being and still remain the same individual entity.	As a rigid sortal, 'LivingBeing' carries an identity condition (IC) usually centered on biological continuity or spatiotemporal persistence of the organism. Instances can be uniquely identified and re-identified through time.	Under most biological or ontological conceptualizations, LivingBeing is a rigid sortal that provides its own fundamental criterion for identity (e.g., biological life cycle, genetic continuity, or metabolic unity) which is not derived from more general categories like 'Physical Object'.	A LivingBeing is an intrinsic whole characterized by biological and functional unity. Its parts (organs, cells, etc.) are bound by a complex, self-organizing relation that maintains the entity as a single, maximal self-connected individual throughout its existence.	A living being does not require the existence of another specific external entity (that is not a part of itself) to exist as an instance of that property. While living beings require environments or nutrients, they do not have a definitional dependence on a separate external entity in the same way a 'Student' depends on a 'Teacher' or 'School'.	
SocialEntity	http://example.org/guarino-messy#SocialEntity	+R	+I	+O	-U	+D	Sortal (Rigid, supplies identity)	SocialEntity is a rigid property because an entity that is categorized as a social entity (such as an organization, a legal body, or a sovereign state) cannot cease to be a social entity without losing its identity. It describes what the entity is fundamentally, rather than a role it plays or a phase it is passing through.	SocialEntity carries identity conditions because it is a sortal property. Its instances, such as specific organizations or legal bodies, can be uniquely identified and re-identified over time through criteria like charter documents, tax IDs, or continuous legal recognition, even if their constituent members or specific locations change.	SocialEntity supplies its own identity condition (+O) because it introduces a global criterion for identifying social structures (such as legal status, constitutive rules, or membership sets) that is not inherited from more general physical or abstract categories. It also implies +I and +R, as the nature of being a social entity provides a foundation for diachronic identification.	SocialEntity is a non-unifying property because its instances (e.g., a person versus a multi-national corporation) do not share a single, common unity condition (omega). While each instance may be an intrinsic whole in its own right, the unifying relations for biological individuals, legal groups, and cultural institutions are fundamentally different.	A Social Entity (such as an organization, committee, or group) is externally dependent because its existence necessarily requires the existence of other entities, specifically the agents (such as persons or legal entities) that constitute it or the social conventions and institutional frameworks that define its boundaries.	
Location	http://example.org/guarino-messy#Location	+R	+I	+O	-U	-D	Sortal (Rigid, supplies identity)	In most ontological conceptualizations, being a Location is a rigid property: an entity that is a spatial region or a point cannot cease to be a location without losing its identity or ceasing to exist. It is an essential characteristic of the entity across all possible worlds.	Location carries an identity condition based on its spatial coordinates or its relative position within a reference system. Instances (specific places) can be distinguished and re-identified through these geometric or relational properties.	Location supplies its own identity condition (typically based on spatial coordinates or a frame of reference) that distinguishes it from other spatial regions. It does not inherit this identity from a more general rigid property, but rather characterizes the nature of the entity's existence in space.	A location is a spatial extent that does not necessarily possess a unifying relation (topological, morphological, or functional) binding its parts into an intrinsic whole. While a specific location might happen to be a contiguous region, the property of being a Location per se allows for instances composed of scattered points or arbitrary regions that lack an inherent mereological unity.	A location is defined by its spatial coordinates or its own identity as a region of space. While objects require a location to exist, a location itself does not necessitate the existence of any specific external entity, person, or object to remain a valid region of space.	
Fruit	http://example.org/guarino-messy#Fruit	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	In a biological or botanical conceptualization, the property of being a Fruit is rigid because an entity cannot cease to be a fruit without losing its identity. A specific apple or orange cannot undergo change to become a different kind of entity; its membership in the class 'Fruit' is essential for its entire period of existence.	Fruit is a sortal property because it carries an identity condition. Individual instances of a fruit (e.g., a specific apple) can be uniquely identified and distinguished from others of the same type based on spatio-temporal continuity and physical characteristics, allowing for re-identification over time.	As a rigid property (sortal) that categorizes a natural kind, Fruit supplies the identity conditions for its instances, allowing them to be counted and identified as distinct individuals across time separate from more general classifications like 'Living Thing'.	A Fruit is an intrinsic whole with a clear morphological and biological unity. Each instance (e.g., an apple or a grape) consists of integrated parts such as the skin, flesh, and seeds, which are bound together by organic structures to form a single maximal self-connected entity.	A fruit is externally dependent on a parent plant (the organism that produced it) for its existence and development. According to the definition of external dependence, a fruit cannot exist without some instance of a plant existing, which is not part of the fruit itself.	
Vertebrate	http://example.org/guarino-messy#Vertebrate	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	Vertebrate is a rigid property because it is an essential characteristic tied to the biological identity of the entity. Under typical ontological assumptions, if an entity is a vertebrate, it cannot cease to be a vertebrate and remain the same individual entity in any possible world.	Vertebrate is a rigid sortal that carries identity conditions (such as spatio-temporal continuity and biological markers) inherited from the property 'Animal'. It allows for the individuation and re-identification of specific instances over time.	Vertebrate is a rigid substance sortal that provides a distinctive global identity condition for its instances based on their biological and physical structure (a skeletal spine). While it is a sub-class of Animal, it specializes the identity condition to a specific level of biological organization that identifies a unique kind of individual across possible worlds and time, rather than merely inheriting identity from a more general category like Physical Object.	A vertebrate is an intrinsic whole characterized by a specific biological and morphological integration. Its parts (bones, organs, tissues) are bound by a functional and topological unity relation (the skeletal and physiological system) that defines the individual as a maximal self-connected entity.	Vertebrate is an independent property. An instance of a vertebrate, such as a dog or a fish, does not require the existence of another specific external entity (that is not a part of itself) in order to be defined as or to exist as a vertebrate.	
Caterpillar	http://example.org/guarino-messy#Caterpillar	~R	+I	+O	+U	-D	Role or Phase (Anti-rigid)	Caterpillar is a life cycle phase (a stage of an organism's development). While an entity is a caterpillar, it is not necessarily so for its entire existence, as it can transition into a pupa and eventually a moth or butterfly while remaining the same biological individual.	Caterpillar is a sortal property that carries identity conditions derived from being a biological organism. It possesses diachronic identity, allowing an individual caterpillar to be re-identified over time through spatio-temporal continuity and biological markers, even as it undergoes physical growth.	Caterpillar is a rigid type representing a specific biological stage or kind. It supplies the identity conditions (e.g., biological continuity and genetic makeup) that allow its instances to be identified as distinct individuals. While it may eventually transform into a butterfly, within the conceptualization of it as a biological organism, it provides the criteria for its own individuation rather than inheriting them from a more general substance-like property.	A caterpillar is a biological organism that functions as an intrinsic whole. Its parts are integrated through biological and functional connections, and it maintains its structural integrity as a distinct individual throughout its existence.	A Caterpillar is an autonomous biological organism. While it interacts with its environment (e.g., plants for food), it is not externally dependent in a notional sense because its existence does not require the necessary presence of a specific separate entity that is not a part or constituent of itself.	
Person	http://example.org/guarino-messy#Person	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	As a rigid property, being a person is essential to all its instances. In any possible world, if an entity is a person, it cannot cease to be a person without losing its identity or ceasing to exist.	A Person is a sortal property that carries identity conditions, allowing for the distinction of one individual from another and re-identification over time through criteria such as biometric data (fingerprints, DNA) or spatio-temporal continuity.	Person is a rigid property that introduces a global condition for identifying its instances (such as a fingerprint or biological lineage) which is not inherited from a more general category like Physical Object.	A Person is an intrinsic whole characterized by biological and functional unity. The parts of a person (limbs, organs) are integrated by a specific unifying relation that binds them into a single maximal self-connected entity throughout its existence.	A Person does not require the existence of another specific entity (that is not a part or constituent of itself) to satisfy its definition as a person. While a person has biological parts like a heart or a body, these are internal or constitutive and do not satisfy the criteria for external notional dependence.	
LegalAgent	http://example.org/guarino-messy#LegalAgent	~R	+I	+O	-U	+D	Role (Anti-rigid, dependent)	LegalAgent is anti-rigid because it represents a role an entity plays rather than its essence. No instance is necessarily a legal agent; an individual (like a person) or an organization can gain or lose legal agency while remaining the same individual entity.	LegalAgent is a sortal property because its instances (such as individuals or organizations) possess specific identity conditions (ICs) like tax identification numbers or legal registration details, allowing them to be uniquely identified and tracked through change.	LegalAgent supplies a unique condition for identification (often a legal identifier or jurisdictional registration) that is not shared by other types of entities it might subsume under, and it serves as the fundamental rigid sortal for entities capable of legal rights and duties.	LegalAgent is a non-unifying property because its instances (e.g., individual persons and corporate entities) are indeed intrinsic wholes, but they do not all share a single, common unity condition (omega). While every instance is a whole, they are wholes for different reasons—biological vs. functional/legal—meaning the property itself does not carry a uniform unity condition for all its members.	LegalAgent is externally dependent because an entity only possesses the property of being a 'legal agent' in relation to a legal system, a jurisdiction, or an appointing authority. An instance cannot be a legal agent without the existence of these external entities.	
Entity	http://example.org/guarino-messy#Entity	+R	-I	-O	-U	-D	Attribution or Quality	In most ontological frameworks, 'Entity' is the most general property that applies to any individual. If an individual is an entity, it is necessarily an entity in all possible worlds where it exists; it cannot cease to be an entity without ceasing to exist entirely.	The term 'Entity' is a top-level category that is too general to carry its own unique identity condition. While every individual entity must inhabit some specific sortal that carries identity (+I), the property of being an 'Entity' itself does not provide a principled way to distinguish or re-identify instances across time or possible worlds without falling back on more specific properties.	Since the entity was determined to be -I (not carrying an identity condition), it cannot fulfill the logical requirement for +O, which requires a property to both be rigid and supply a specific identity condition.	The term 'Entity' is a top-level generalization that includes both intrinsic wholes (like persons or cars) and non-wholes/aggregates (like amounts of matter or sets). Therefore, it does not carry a common unity condition for all its instances.	An Entity is the most general category of existence. Its instances do not necessarily require the existence of another external entity to exist; an instance of an entity can be self-contained and independent.	
Organization	http://example.org/guarino-messy#Organization	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	Organization is typically considered a rigid property because if an entity (the organization) exists, it is fundamentally an organization. An organization cannot cease to be an organization and continue to exist as a different kind of entity; its essence is defined by being an organized body of people with a particular purpose.	Organization carries an identity condition because it represents a sortal property (a kind of social entity) where individual instances can be uniquely identified and distinguished from one another through specific identifiers like a legal name, registration number, or founding charter, and can be tracked through diachronic changes.	Organization is a rigid sortal that supplies its own identity conditions (such as legal registration, charter, or founding mission) which are not inherited from more general concepts like 'Agent' or 'Social Entity'. It provides a specific global condition for identifying and re-identifying its instances across time.	An Organization is an intrinsic whole characterized by functional unity. Its members and departments are bound by a unifying relation (common goals, legal structure, and hierarchy) that distinguishes the parts of the organization from the rest of the world.	As a social and legal construct, an organization is externally dependent on the existence of agents (such as persons or other organizations) that compose or manage it; it cannot exist in isolation without these constituent members and a surrounding social/legal framework.	
Agent	http://example.org/guarino-messy#Agent	~R	+I	+O	-U	+D	Role (Anti-rigid, dependent)	Agent is an anti-rigid property (a role) because no instance is necessarily an agent; an entity (such as a person or a software process) can begin or cease to act as an agent while maintaining its core identity.	The term 'Agent' refers to entities (human, software, or robotic) that are capable of autonomous action; because it is subsumed by rigid sortals like 'Person' or 'Physical Object' which provide necessary and sufficient identity conditions such as fingerprints or manufacturer IDs, it carries an identity condition.	The property 'Agent' supplies its own identity condition within a specific conceptualization, defining the set of criteria (such as a unique identifier or a specific set of persistent functional attributes) by which an entity is recognized as a distinct agent, rather than merely inheriting these conditions from a superclass.	The term 'Agent' is historically used to describe diverse entities (like persons, software programs, or legal corporations) that each have their own specific unity conditions. Because there is no single, common unifying relation (omega) that defines the mereological structure for every instance of Agent, the property itself does not carry a common unity condition, though its instances may be wholes of different types.	The property 'Agent' is externally dependent because an entity cannot be an agent without the existence of a corresponding 'Patient' or 'Action' that it performs or mediates. An agent exists as such only in relation to something else it acts upon or represents.	
Apple	http://example.org/guarino-messy#Apple	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	Apple is a rigid property because an instance of an apple is essentially an apple. If an object ceases to be an apple, it ceases to exist as that individual entity; it cannot transition into being a different kind of thing (like a pear) while maintaining its identity.	Apple is a sortal property because it provides a principled way to distinguish and re-identify instances (apples) based onleur physical unity and spatio-temporal continuity. As a physical object, it carries identity conditions that allow one to track a specific apple throughout its existence.	Apple is a rigid sortal that supplies its own criteria for individuation and diachronic identity (such as spatio-temporal continuity and biological origin). While it is a type of fruit, it introduces specific identity conditions that distinguish one apple from another, which are not merely inherited from a more general category like 'Physical Object'.	An Apple is an intrinsic whole with a clear morphological and biological unity condition. Its parts (skin, flesh, core) are integrated into a single maximal self-connected object that remains a whole throughout its existence.	An apple does not require the simultaneous existence of another specific external entity (that is not a part or constituent) to maintain its ontological status as an apple. While it has an origin (external dependence in the diachronic sense), it is notionally independent once it exists.	
