term	uri	rigidity	identity	own_identity	unity	dependence	classification	reasoning	error
LivingBeing	http://example.org/guarino-messy#LivingBeing	+R	+I	+O	+U	-D	Sortal (Natural Kind)	LivingBeing is a rigid property (+R) because being alive is essential to all its instances across all possible worlds - an entity cannot be a living being in one world and not in another while remaining the same entity. It carries identity (+I) and supplies its own identity condition (+O) through biological criteria (e.g., genetic continuity, metabolic processes, organizational closure). Living beings exhibit unity (+U) as they are intrinsic wholes with integrated biological systems that maintain homeostasis and functional organization. They are independent (-D) as living beings do not intrinsically depend on other entities for their existence as living beings, though they may depend on environmental conditions. This classifies LivingBeing as a Natural Kind sortal, representing a fundamental category with strong ontological commitment.	
SocialEntity	http://example.org/guarino-messy#SocialEntity	-R	+I	+O	-U	+D	Category	SocialEntity is analyzed as follows: (1) Rigidity: -R (Non-Rigid) because entities can be social in some possible worlds but not others - a group of people might exist as mere individuals or become a social entity depending on their organization and relationships. (2) Identity: +I because social entities carry identity conditions based on their social structure, membership, and organizing principles. (3) Own Identity: +O because SocialEntity supplies its own identity criterion - what makes a social entity the same over time is determined by social factors like continuity of organization, purpose, or membership rules, distinct from mere physical or biological identity. (4) Unity: -U (Non-Unifying) because social entities vary widely in their wholeness - some (like corporations) have strong internal unity, while others (like social movements) may be loosely organized without forming intrinsic wholes. (5) Dependence: +D (Dependent) because social entities fundamentally depend on the existence and participation of individual persons or agents - they cannot exist without their members or participants, making them intrinsically dependent. As a high-level category with non-rigid identification, SocialEntity functions as a Category in the ontological taxonomy.	
Location	http://example.org/guarino-messy#Location	-R	+I	+O	-U	-D	Category	Location is non-rigid (-R) because entities can change their location while remaining the same entity (e.g., a person can be in different locations at different times). It carries identity (+I) and supplies its own identity condition (+O) based on spatial coordinates or reference frames - a location is identified by its position in space. Location is non-unifying (-U) as it can refer to both discrete points and extended regions without requiring intrinsic wholeness. It is independent (-D) as locations exist as part of space regardless of whether entities occupy them. As a non-rigid property with its own identity, Location functions as a Category in Guarino-Welty taxonomy - a high-level classification that can organize entities without being essential to them.	
Fruit	http://example.org/guarino-messy#Fruit	+R	+I	+O	+U	-D	Sortal (Natural Kind)	Fruit is analyzed as a biological natural kind. **Rigidity (+R)**: An entity that is a fruit is essentially a fruit in all possible worlds - an apple cannot cease being a fruit while continuing to exist as the same entity. **Identity (+I) and Own Identity (+O)**: Fruit carries and supplies its own identity condition based on biological criteria (seed-bearing structure of flowering plants). Each fruit has determinate identity conditions grounded in its biological nature. **Unity (+U)**: Individual fruits are intrinsic wholes with natural boundaries - an apple is a unified biological entity, not merely an aggregate. **Dependence (-D)**: While fruits develop from plants, once individuated, a fruit exists as an independent particular object (e.g., a picked apple continues to exist independently). This makes Fruit a rigid sortal that provides identity and unity criteria for its instances.	
Vertebrate	http://example.org/guarino-messy#Vertebrate	+R	+I	+O	+U	-D	Natural Kind	Vertebrate is a rigid property (+R) because having a vertebral column (backbone) is essential to all its instances across all possible worlds - an entity cannot be a vertebrate in one world and not in another while remaining the same entity. It carries identity (+I) and supplies its own identity condition (+O) as a biological natural kind, distinguished by the fundamental anatomical feature of possessing a spinal column with vertebrae. This structural criterion provides a clear principle of identity and individuation. Vertebrate has unity (+U) because each instance is an intrinsic whole - an individual organism with integrated biological systems organized around the vertebral column. It is independent (-D) as vertebrate organisms exist as autonomous biological entities without intrinsic existential dependence on other specific entities. As a rigid, identity-supplying natural kind with unity, Vertebrate classifies as a Natural Kind in the Guarino-Welty taxonomy.	
Caterpillar	http://example.org/guarino-messy#Caterpillar	~R	+I	-O	+U	-D	Phase	A caterpillar is a temporal phase in the life cycle of a lepidopteran (butterfly or moth). It is ~R (Anti-Rigid) because being a caterpillar is a temporary, essential property during that developmental stage—no individual can be a caterpillar in all possible worlds or times, and it's essential to the phase that it will cease being a caterpillar (metamorphosis). It carries identity (+I) inherited from the biological organism it is part of, but does not supply its own identity condition (-O), as identity is provided by the underlying organism. Caterpillars are unifying (+U) as they are complete, integrated biological organisms with intrinsic wholeness during that phase. They are independent (-D) as they exist as autonomous organisms without requiring external entities for their existence (though they need food, this is not intrinsic ontological dependence). Classification: Phase—a transient stage with anti-rigid essence.	
Person	http://example.org/guarino-messy#Person	+R	+I	+O	+U	-D	Sortal (Natural Kind)	Person is +R (rigid) because an entity that is a person is essentially a person in all possible worlds - something cannot stop being a person and remain the same individual. It is +I (carries identity) and +O (supplies own identity) because 'Person' provides its own identity criteria based on biological/psychological continuity that distinguishes one person from another. It is +U (unifying) as persons are intrinsic wholes with clear boundaries and internal cohesion. It is -D (independent) because persons do not intrinsically depend on other entities for their existence - they are substantial entities. This makes Person a Sortal, specifically a Natural Kind, as it is a rigid property that carries its own identity condition and applies to independent, unified particulars.	
LegalAgent	http://example.org/guarino-messy#LegalAgent	~R	+I	-O	+U	-D	Role	LegalAgent is anti-rigid (~R) because an entity (person, organization) can gain or lose legal agency status without ceasing to exist - e.g., a person becomes a legal agent when recognized by a legal system but wasn't always one. It carries identity (+I) inherited from its foundation (Person, Organization), but doesn't supply its own identity condition (-O) - the identity comes from the underlying entity type. It is unifying (+U) as legal agents are discrete, countable wholes with clear boundaries. It is independent (-D) in the sense that while legal recognition is required for the role, the underlying entity exists independently. This is a典型 Role - a property that entities can acquire and lose while maintaining their identity, contingent upon external conditions (legal recognition/capacity).	
Entity	http://example.org/guarino-messy#Entity	+R	-I	-O	-U	-D	Category	Entity is the most general, top-level concept in ontology. It is rigid (+R) because anything that exists is necessarily an entity in all possible worlds - there is no possible world where something exists but is not an entity. However, Entity does not carry identity (-I, -O) because it is too general to provide identity conditions; identity must be supplied by more specific properties (e.g., Person, Apple). Entity is non-unifying (-U) as it encompasses both wholes and scattered aggregates without distinction. It is independent (-D) as the concept itself doesn't require dependence on other entities - it's the foundation. As a rigid property without unity criteria that subsumes both sortals and non-sortals, Entity is classified as a Category - the highest-level rigid property in the ontological hierarchy.	
Organization	http://example.org/guarino-messy#Organization	+R	+I	+O	-U	-D	Sortal (Category)	Organization is analyzed as follows: (1) Rigidity: +R because something that is an organization is necessarily an organization in all possible worlds where it exists - an entity cannot cease being an organization and remain the same entity. (2) Identity: +I because organizations carry identity conditions - we can distinguish one organization from another. (3) Own Identity: +O because Organization supplies its own global identity criterion based on organizational structure, purpose, and membership - these are intrinsic to what makes an organization identifiable. (4) Unity: -U because organizations are not intrinsic wholes; they are composed of separate members and resources that don't form a topologically connected unity. While they have organizational cohesion, their parts (people, assets) can be spatially distributed and are not physically unified like a physical object would be. (5) Dependence: -D because while an organization depends on its members relationally, it exists as an independent social entity once constituted - it is not intrinsically dependent in the ontological sense, as it can persist through complete member turnover. As a rigid property that supplies its own identity, Organization functions as a Sortal Category in Guarino and Welty's framework.	
Agent	http://example.org/guarino-messy#Agent	+R	+I	+O	+U	-D	Sortal (Kind)	Agent is a rigid property (+R) because being an agent is essential to all its instances across all possible worlds - an entity that is an agent cannot cease to be an agent while remaining the same entity. It carries identity (+I) and supplies its own identity condition (+O) based on the capacity for autonomous action, intentionality, and goal-directed behavior. Agent is unifying (+U) as instances are intrinsic wholes with agentive capabilities forming a cohesive unity. It is independent (-D) because agents do not intrinsically depend on other entities to exist - they are autonomous entities. As a rigid property that supplies identity and unity, Agent qualifies as a Sortal, specifically a Kind, representing a fundamental category of entities capable of intentional action.	
Apple	http://example.org/guarino-messy#Apple	+R	+I	+O	+U	-D	Sortal (Natural Kind)	Apple is a rigid property (+R) because anything that is an apple is essentially an apple in all possible worlds - an apple cannot cease being an apple and remain the same individual. It carries identity (+I) and supplies its own identity condition (+O) as a natural kind with biological criteria (genetic structure, developmental origin from apple tree). Apple is unifying (+U) because each instance is an intrinsic whole - a complete fruit with integrated parts (skin, flesh, core, seeds). It is independent (-D) as apples exist as distinct physical objects without intrinsic dependence on other entities for their existence. As a natural kind that is rigid, carries its own identity, and is unifying, Apple qualifies as a Sortal.	
