term	uri	rigidity	identity	own_identity	unity	dependence	classification	rigidity_reasoning	identity_reasoning	own_identity_reasoning	unity_reasoning	dependence_reasoning	error
LivingBeing	http://example.org/guarino-messy#LivingBeing	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	Being a living being is a rigid property because an entity that is a living being cannot cease to be one without ceasing to exist as that specific entity. In every possible world where that instance exists, it must necessarily be a living being; it is an essential characteristic of its nature.	As a rigid property that characterizes the nature of an entity from its inception through its life cycle, LivingBeing carries an identity condition based on biological/genetic continuity and spatio-temporal existence, allowing for the re-identification of a specific instance over time.	In most biological and philosophical taxonomies, LivingBeing is considered a fundamental rigid sortal that introduces its own global identity conditions (centered around biological continuity and metabolic persistence), rather than inheriting them from a more general property like PhysicalObject.	A LivingBeing is an intrinsic whole characterized by biological and functional unity. Its parts (organs, cells, etc.) are bound by a complex, self-organizing relation that maintains the entity's structural and functional integrity throughout its existence.	A living being does not necessarily require the existence of another specific external entity (that is not a part of itself) to exist in order to be classified as a living being. While biological life requires an environment, it is not notionally dependent on a specific external property in the way 'Parent' is dependent on 'Child'.	
SocialEntity	http://example.org/guarino-messy#SocialEntity	+R	+I	+O	-U	+D	Sortal (Rigid, supplies identity)	SocialEntity is a rigid property because an instance identified as a social entity (such as an organization or a nation) cannot cease to be a social entity without losing its identity or ceasing to exist altogether. It is an essential categorization of the entity's nature across all possible worlds.	SocialEntity carries an identity condition because it is a sortal property. Its instances (such as organizations, nations, or groups) are identifiable and distinguishable from one another through specific criteria like legal registration, charters, or established social structures that permit re-identification over time.	SocialEntity represents a fundamental ontological category that provides a high-level criterion of identity (such as legal origin or formal constitution) for its instances, rather than inheriting a condition from a more general rigid physical or abstract ancestor.	SocialEntity is a generalized property that includes both intrinsic wholes (like a Person) and non-integral aggregates or legal constructs (like a loosely defined Interest Group), meaning there is no single, consistent unity condition for all its instances.	A social entity is externally dependent on the existence of agents, members, or a society to constitute it; it cannot exist in isolation from the cognitive or social structures that define and maintain its status.	
Location	http://example.org/guarino-messy#Location	+R	+I	+O	-U	-D	Sortal (Rigid, supplies identity)	Location is typically considered a rigid property because an entity that is categorized as a location cannot cease to be a location without losing its identity or ceasing to exist. Unlike roles (e.g., 'Student') or phases (e.g., 'Child'), being a location is an essential characteristic of the entity itself across all possible worlds.	Location carries an identity condition based on the uniqueness of coordinates or spatio-temporal positioning; two locations are identical if and only if they occupy the same space within a given reference frame.	Location supplies its own identity condition (often based on coordinates or spatial boundaries relative to a frame of reference) rather than inheriting its identity from a more general substance or sortal category. It serves as a fundamental category for identifying and individuating spatial regions.	A Location does not carry a specific unity condition because it is a spatial extent that can be defined arbitrarily. While a specific location can be a whole, the property itself includes scattered regions, points, and arbitrary volumes that do not share a common topological, morphological, or functional unifying relation (omega).	A location is a spatial extent that exists independently of any specific object or entity occupying it. While the description of a location may involve references, its existence as a spatial point or region does not require an external witness or separate entity to exist.	
Fruit	http://example.org/guarino-messy#Fruit	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	In a biological or botanical conceptualization, an entity that is a fruit (the seed-bearing structure of a flowering plant) is necessarily a fruit throughout its existence. It cannot cease being a fruit without losing its identity as that specific biological entity.	Fruit carries an identity condition because its instances (individual fruits) are discrete physical objects with spatio-temporal continuity. Each fruit can be distinguished from others and re-identified over time as the same individual entity, satisfying the criteria for a sortal.	Fruit supplies its own identity condition as a rigid sortal; it provides the criteria to distinguish one instance of fruit from another (e.g., through its physical and biological boundaries) and does not merely inherit this condition from a more general property like Physical Object, despite being subsumed by it.	A Fruit is an intrinsic whole characterized by morphological and biological unity. Its parts (skin, flesh, seeds) are integrated into a single maximal self-connected object with a clear boundary, satisfying the criteria for a morphological whole.	A fruit is externally dependent on a parent plant (organism) to come into existence and reach maturity; structurally and ontologically, its identity as a fruit is derived from its role as the seed-bearing structure of a flowering plant.	
Vertebrate	http://example.org/guarino-messy#Vertebrate	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	Vertebrate is a rigid property because if an entity is a vertebrate, it is necessarily so. Under standard biological conceptualizations, a creature cannot cease to be a vertebrate without ceasing to exist as that specific individual.	Vertebrate is a specialization of a rigid sortal (Animal). It carries identity conditions (such as spatio-temporal continuity and biological uniqueness) that allow for the individuation and re-identification of its instances over time.	Vertebrate is a rigid substance sortal that supplies its own identity condition based on its specific anatomical and biological structure (the vertebral column), which remains constant throughout its existence and distinguishes it from other biological classes such as Invertebrates. It does not merely inherit identity from more general properties like 'Animal' but provides a specific set of diachronic identity conditions for its instances.	A vertebrate is an intrinsic biological whole characterized by a functional and structural integration of its parts (organ systems and a spinal column). Each instance is a maximal self-connected entity that remains a whole throughout its existence.	A vertebrate is a biological organism that does not require the necessary existence of another specific external entity (that is not a part or constituent of itself) in order to be identified as a vertebrate. Unlike relational roles like 'Parent' or 'Student', being a vertebrate is an intrinsic biological property.	
Caterpillar	http://example.org/guarino-messy#Caterpillar	~R	+I	+O	+U	-D	Role or Phase (Anti-rigid)	Caterpillar is a phase-sortal. No instance of a caterpillar is necessarily a caterpillar throughout its entire existence; it is an intrinsic but temporary stage of a butterfly's or moth's life cycle, which the instance will eventually cease to be while maintaining its identity.	Caterpillar is a sortal property that carries an identity condition. As an organism, it exhibits spatio-temporal continuity and biological markers that allow a specific instance to be distinguished from others and re-identified through change.	Caterpillar is a rigid property (a biological stage or kind in certain conceptualizations) that supplies its own identity conditions for distinguishing one individual crawler from another. While it may later transform, during its existence as a caterpillar, it provides the specific criteria for individuation (such as its distinct biological organism boundaries) that are not merely inherited from a more general category like 'Animal' without further specialization.	A caterpillar is an intrinsic whole characterized by a biological topological and functional unity. Its parts are bound together by a single integrated system where the boundary and internal organization are non-arbitrary throughout the duration of its existence.	A Caterpillar is not externally dependent on a specific separate entity to exist in the same way a 'Student' depends on a 'Teacher'. While it requires an environment and nutrients to survive, these represent biological needs rather than an external notional dependence on another property where its instances are not parts or constituents of the Caterpillar.	
Person	http://example.org/guarino-messy#Person	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	Under standard ontological assumptions, being a Person is essential to its instances. If an entity is a person, it cannot cease to be a person without ceasing to exist as that specific entity.	Person carries an identity condition (IC) and is a sortal property. Its instances can be uniquely identified and tracked through change using criteria such as DNA, fingerprints, or spatio-temporal continuity.	Person is a rigid property that supplies its own identity condition (such as fingerprint or SSN) rather than inheriting it from a more general super-property. It defines what it means to be a distinct individual of its type across time and possible worlds.	A Person is an intrinsic whole characterized by biological and functional unity. The parts of a person (limbs, organs) satisfy a maximal self-connectedness relation, and if the integrity of this system is fundamentally compromised, the entity ceases to be an instance of a Person.	A Person is an independent entity that does not require the necessary existence of a specific external entity (that is not a part or constituent) to exist as a person, unlike relational roles such as Parent or Student.	
LegalAgent	http://example.org/guarino-messy#LegalAgent	~R	+I	+O	-U	+D	Role (Anti-rigid, dependent)	LegalAgent is characterized as a role or contingent state that an entity (such as a person or corporation) enters into. Since any instance of a LegalAgent can cease to have that legal standing or agency while remaining the same individual entity, the property is optional for all its instances.	LegalAgent is a sortal property because it carries an identity condition (IC) derived from its role or status within a legal framework. Instances (such as individuals or corporations) can be uniquely identified and re-identified through registration numbers, social security numbers, or internal legal identifiers, satisfying the requirement for principled re-identification over time.	LegalAgent supplies a global identity condition for its instances (such as a unique legal registry ID or governmental identifier) that is not inherited from a more general property like Entity or Agent, effectively defining what it means for two legal entities to be the same over time.	LegalAgent is a role that can be filled by entities with vastly different unity conditions, such as natural persons (biological unity) and corporations (functional/legal unity). Since there is no single equivalence relation (omega) that defines the unity of all its instances, it cannot be +U, yet it is not ~U because its instances (people and companies) are indeed intrinsic wholes.	LegalAgent is externally dependent because an entity can only be an agent if there is a legal system or jurisdiction that grants it that status and at least one other entity (a principal or a counterparty) in relation to which it can act or hold obligations.	
Entity	http://example.org/guarino-messy#Entity	+R	-I	-O	-U	-D	Attribution or Quality	In most formal ontologies, 'Entity' is considered a rigid property because if something is an entity, it cannot cease to be an entity without ceasing to exist entirely. It is a fundamental property that must hold for its instances in all possible worlds where they exist.	The term 'Entity' is a top-level category that is too general to carry an identity condition (IC) of its own; identity conditions are typically introduced by more specific sortals (like Physical Object or Person) that provide the criteria for distinguishing and re-identifying instances.	The term 'Entity' is a top-level meta-concept that is too general to provide a specific, discriminating identity condition. Furthermore, since the identity analysis determined this entity is -I (does not carry an identity condition), it logically cannot supply its own identity condition (+O), as supplying identity requires carrying it.	The term 'Entity' is the most general property in many ontologies. While some entities may be intrinsic wholes (+U) and others may be aggregates (~U), the property itself does not carry a common unity condition for all its instances.	The concept of an entity represents the most general ontological category. An entity exists in and of itself and does not require the necessary existence of another external, non-constituent entity to maintain its own existence.	
Organization	http://example.org/guarino-messy#Organization	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	Organization is a rigid property because an entity that is categorized as an organization (such as a corporation or a non-profit) cannot cease to be an organization without losing its fundamental identity. It is not an optional phase or role that an entity moves in and out of; rather, it defines the essential nature of the entity for its entire existence.	Organization is a sortal property that carries an identity condition. It has principled criteria for individuation and re-identification over time, such as a unique registration ID, legal charter, or a stable structure of roles and relations, even as individual members or physical assets change.	Organization is a rigid sortal that supplies its own identity condition (often based on its founding charter, unique tax ID, or legal incorporation). While it may be a subtype of a Social Entity, it introduces a specific and distinct global identity condition not shared by other social entities like Social Circles or Casual Groups.	An organization is an intrinsic whole characterized by functional and legal unity. Its parts (members, departments) are bound by a unifying coordination relation aimed at a collective purpose, and it maintains its identity as a single entity despite changes in its constituent members.	An Organization is externally dependent on its members (typically Persons or other legal entities). Following the definition of external dependence, an organization cannot exist without at least one member existing, yet the members are neither parts of the organization in a mereological sense nor are they constituents of its physical or formal structure.	
Agent	http://example.org/guarino-messy#Agent	~R	+I	+O	-U	+D	Role (Anti-rigid, dependent)	Agent is a roles-based property; an entity (like a Person) can become an agent or cease to be an agent without changing its core identity. Since it is optional for all its instances, it is classified as anti-rigid.	The property 'Agent' is a sortal that carries identity conditions because its instances (whether individuals of the type Person, Robot, or Organization) can be uniquely identified, distinguished from one another, and re-identified through change based on the identity conditions supplied by the rigid sortals they instantiate.	Agent is a rigid sortal that supplies its own identity condition (often based on its capacity for autonomous action or organizational role) rather than inheriting it from a more general property. It provides the global identification criteria necessary to track its instances across different contexts.	The term 'Agent' is a role or pluralistic property that can be instantiated by diverse entities (e.g., humans, software systems, or corporations). While individual instances are typically wholes, they do not share a common, intrinsic unity condition (a single relation ω) across all instances, as biological, functional, and legal unities are incompatible.	The term 'Agent' is externally dependent because an entity cannot be an agent unless there is an action, goal, or another entity for which it acts. It requires an external relationship to another entity or process to satisfy its specific conceptualization.	
Apple	http://example.org/guarino-messy#Apple	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	As a biological type (kind), an instance of an Apple cannot cease to be an apple without losing its identity or ceasing to exist altogether. It is an essential property of the entity throughout its entire existence.	Apple is a sortal property that carries an identity condition. Individual apples can be distinguished from one another based on physical boundaries, spatio-temporal continuity, and intrinsic characteristics, allowing for their re-identification through change.	Apple supplies its own identity condition as a rigid sortal (biological fruit). It provides the criteria (e.g., origin, genetic makeup, and continuation as a specific physical organism) by which an instance is recognized as the same entity over time, rather than inheriting these from a more general property like 'Fruit' or 'Food'.	An apple is an intrinsic whole with a definitive biological and morphological unity. Its parts (skin, flesh, core, seeds) are integrated into a single functional and topological structure that persists throughout its existence as an apple.	An apple is an independent physical object. While it requires a tree to come into existence, once formed, its existence as an individual entity does not necessitate the ongoing simultaneous existence of a specific external entity (like a teacher for a student or a host for a parasite) that is not a part of itself.	
