term	uri	rigidity	identity	own_identity	unity	dependence	classification	reasoning	error
SocialEntity	http://example.org/guarino-messy#SocialEntity	-R	-I	-O	+U	Can be +D or -D	Role	"]
""SocialEntity"" is a term used to describe entities that exist within social structures and relationships. Social entities can include individuals (people) and collective entities (groups, organizations). Social entities do not carry essential properties, as their identity and characteristics depend on the social context and relationships they are part of. Social entities do not have their own identity conditions, as their identity comes from their role within the social structure. They maintain unity as they are intrinsic parts of the social structures they belong to. Social entities can be dependent or independent, depending on the specific entity and its role within the social structure."	
Location	http://example.org/guarino-messy#Location	-R	-I	-O	-U	Can be either +D or -D, depending on the context (e.g., spatial location vs. temporal location)	Role	"]
""Location"" is a term that refers to the place or position of an entity in space or time. It is a role or property that an entity can have, rather than a sortal with its own identity condition. Instances of location do not carry identity on their own, but rather depend on the entity that occupies that location to have identity. Locations are not intrinsic wholes, as they do not have functional unity or essential properties. They can be dependent or independent, depending on the context."	
Fruit	http://example.org/guarino-messy#Fruit	+R	+I	-O	+U	-D	Sortal (Natural Kind)	"]
""Fruit"" is a general sortal term that refers to the edible part of a seed-bearing plant. It is a natural kind, but less specific than a species like apple or banana. Fruits carry essential properties as natural kinds, but their specific identity depends on the plant species they belong to. They maintain unity as they are intrinsic wholes, complete organisms with functional unity. Fruits are independent entities that don't intrinsically depend on other individuals to exist, though they may depend on the plant for growth and development."	
Vertebrate	http://example.org/guarino-messy#Vertebrate	+R	+I	+O	+U	-D	Sortal (Natural Kind)	"]
""Vertebrate"" is a biological kind that refers to multicellular organisms possessing a backbone and certain other characteristics, such as a bony skeleton, cranial cavity, and a four-chambered heart. As a natural kind, it carries essential properties: something is a vertebrate in all possible worlds where it exists as such. It provides its own identity condition based on the presence of these defining features. Instances are intrinsic wholes (complete organisms with functional unity). Vertebrates are independent entities that don't intrinsically depend on other individuals to exist, though they have biological dependencies on their environment."	
Caterpillar	http://example.org/guarino-messy#Caterpillar	-R	+I (inherited from Butterfly)	-O	+U	+D	Role (Developmental Stage)	"]
""Caterpillar"" is a term that refers to the larval stage of certain insects, specifically those in the order Lepidoptera. It is a developmental stage of an organism, and as such, it is not a rigid concept since the organism can change its form and properties as it grows. Caterpillars inherit their identity from the organism they develop into (Butterfly), and they do not supply their own identity condition. They maintain unity as they are intrinsic wholes during their developmental stage. Caterpillars are dependent entities, as they rely on their host plant for food and their environment for survival."	
Person	http://example.org/guarino-messy#Person	+R	+I	+O	+U	-D	Sortal (Natural Kind)	"]
""Person"" refers to a biological kind of living organisms that have a complex structure, including a brain, capable of advanced thought, emotions, and social interactions. As a natural kind, it carries essential properties: something is a person in all possible worlds where it exists as such. It provides its own identity condition based on biological criteria (species membership, developmental stage, and cognitive abilities). Instances are intrinsic wholes (complete organisms with functional unity). Persons are independent entities that don't intrinsically depend on other individuals to exist, though they have social dependencies on their environment."	
LegalAgent	http://example.org/guarino-messy#LegalAgent	-R	-I	-O	-U	Can be either +D or -D, depending on the context	Role	"]
""LegalAgent"" refers to an entity that is capable of engaging in legal relationships or actions. It is a role that an entity can take on, and it does not carry essential properties. The identity of a legal agent depends on the specific legal context and can change based on various factors. Instances of legal agents are not necessarily intrinsic wholes, as they can be composed of multiple parts (e.g., a corporation with various departments). Legal agents can be independent or dependent on other entities, depending on the context (e.g., a corporation can exist independently but may depend on its shareholders or employees)."	
Entity	http://example.org/guarino-messy#Entity	-R	+I	-O	+U	Both dependent and independent entities exist.	Metaclass (All things that exist)	"]
""Entity"" is a general term used to refer to anything that has existence or being. It is a fundamental concept that can be applied to various kinds of things, from physical objects to abstract concepts. Entities can be rigid or non-rigid depending on their nature. In this case, since ""Entity"" is a very general term, it is considered non-rigid (-R) as it doesn't carry any essential properties that apply to all instances in all possible worlds.

Entities can have identity, but they don't necessarily supply their own identity conditions (-O). Instead, they might inherit their identity from other properties or contexts. They maintain unity (+U) as they are intrinsic wholes, but they can be dependent (-D) or independent based on their specific nature."	
Organization	http://example.org/guarino-messy#Organization	-R	+I	-O	+U	-D or +D	Role (or Collective)	"]
""Organization"" is a term that refers to a structured group of entities, often with a specific purpose or function. Organizations can change their members and even their purpose over time, making them Non-Rigid (-R). They can carry identity based on their mission, goals, or other defining characteristics, but they do not supply their own identity conditions (-O), as their identity comes from the collective whole. Organizations can be considered intrinsic wholes with functional unity (+U), as they have a purpose that unifies their members. They can be independent (-D) or dependent (+D) depending on their nature."	
Agent	http://example.org/guarino-messy#Agent	-R	+I (when referring to a specific agent with a defined role or function)	-O	-U	-D	Role	"]
""Agent"" is a term that refers to entities capable of acting or exerting influence. Agents are not intrinsically rigid or non-rigid, as they can exist in various forms and contexts. They can carry identity based on their role or function in a given situation, but they don't necessarily have an inherent identity condition. Agents are not unifying or anti-unifying, as they can be composed of multiple parts or aspects. They are independent entities that don't intrinsically depend on other individuals to exist."	
Apple	http://example.org/guarino-messy#Apple	+R	+I	+O	+U	-D	Sortal (Natural Kind)	"]
""Apple"" is a natural kind that refers to a specific type of fruit. Apples carry essential properties, meaning they have the same identity condition in all possible worlds where they exist as apples. They provide their own identity condition based on biological criteria (species membership). Instances of apples are intrinsic wholes, maintaining functional unity as complete organisms. Apples are independent entities that don't intrinsically depend on other individuals to exist, though they may have biological dependencies on their environment."	
