term	uri	rigidity	identity	own_identity	unity	dependence	classification	reasoning	error
LivingBeing	http://example.org/guarino-messy#LivingBeing	+R	+I	+O	+U	-D	Sortal	'LivingBeing' refers to any organism that is alive. This property is rigid (+R) because being alive is essential to all instances of living beings in all possible worlds. It carries identity (+I) as it distinguishes living entities from non-living ones. It supplies its own identity condition (+O) because the concept of being alive is fundamental and not inherited from another property. It is unifying (+U) as living beings are intrinsic wholes. It is independent (-D) as living beings do not intrinsically depend on another specific entity to exist.	
SocialEntity	http://example.org/guarino-messy#SocialEntity	+R	+I	+O	+U	+D	Sortal	'SocialEntity' refers to an entity that exists within a social context, such as a group, organization, or institution. It is rigid (+R) because it is essential to all instances in all possible worlds (an entity cannot cease to be a social entity without ceasing to exist as that entity). It carries identity (+I) because it provides a way to distinguish one social entity from another. It supplies its own identity condition (+O) because the concept of a social entity is distinct and provides its own criteria for identity. It is unifying (+U) because social entities are intrinsic wholes with a unified structure. It is dependent (+D) because social entities rely on the existence of social structures and interactions to maintain their identity.	
Location	http://example.org/guarino-messy#Location	-R	-I	-O	-U	+D	Mixin	The term 'Location' refers to a place or position where something is situated. It is non-rigid (-R) because an entity can change its location without ceasing to exist. It does not carry identity (-I) as it does not provide a unique identity condition for the entities it describes. It does not supply its own identity condition (-O) because it is not a sortal. It is non-unifying (-U) because a location can be composed of multiple parts or can be a part of a larger whole. It is dependent (+D) because a location inherently depends on the existence of a spatial framework or other entities to define its position.	
Fruit	http://example.org/guarino-messy#Fruit	+R	+I	-O	+U	-D	Sortal	'Fruit' is a biological term referring to the seed-bearing structure in flowering plants. It is rigid (+R) because all instances of 'Fruit' are necessarily fruits in all possible worlds. It carries identity (+I) as it distinguishes one fruit from another. However, it does not supply its own identity condition (-O) because the identity condition is inherited from more specific kinds (e.g., 'Apple', 'Banana'). It is unifying (+U) as it refers to a discrete biological structure. It is independent (-D) as its existence does not depend on another specific entity.	
Vertebrate	http://example.org/guarino-messy#Vertebrate	+R	+I	+O	+U	-D	Sortal	'Vertebrate' is a biological classification that refers to animals possessing a vertebral column or spine. This property is rigid (+R) because having a vertebral column is essential to all instances of vertebrates in all possible worlds. It carries identity (+I) as it distinguishes vertebrates from other animals. It supplies its own identity condition (+O) as the presence of a vertebral column is a defining feature. It is unifying (+U) as vertebrates are intrinsic wholes. It is independent (-D) as vertebrates do not intrinsically depend on another specific entity to exist.	
Caterpillar	http://example.org/guarino-messy#Caterpillar	~R	+I	+O	+U	-D	Phase	'Caterpillar' is a phase of a biological organism's life cycle (specifically of the order Lepidoptera). Following the Guarino and Welty framework, since an entity (the organism) can be a caterpillar at one time and not another (e.g., it will become a butterfly), the property is Anti-Rigid (~R). It carries (+I) and supplies (+O) its own identity conditions for distinguishing one caterpillar from another. As a biological individual, it constitutes a whole (+U). It is independent (-D) as its existence does not intrinsically depend on another specific individual.	
Person	http://example.org/guarino-messy#Person	+R	+I	+O	+U	-D	Sortal	The term 'Person' refers to a human being, typically characterized by qualities such as rationality, self-awareness, and moral agency. In ontological terms, being a person is essential to all instances of 'Person' in all possible worlds, making the property rigid (+R). It carries identity (+I) and supplies its own identity condition (+O), as the concept of 'Person' inherently defines what it means to be an individual person. It is unifying (+U) because a person is considered an intrinsic whole. It is independent (-D) as its existence does not intrinsically depend on another specific individual.	
LegalAgent	http://example.org/guarino-messy#LegalAgent	~R	+I	-O	+U	+D	Role	'LegalAgent' refers to an entity that is authorized to act on behalf of another entity in legal matters. This term is anti-rigid (~R) because an entity can be a legal agent in one context but not in another. It carries identity (+I) because it can be used to distinguish one legal agent from another, but it does not supply its own identity condition (-O) as it relies on the underlying entity (e.g., a person or organization) for its identity. It is unifying (+U) as it refers to a discrete entity performing a role. It is dependent (+D) because its existence as a legal agent depends on the existence of the entity it represents and the legal framework that authorizes its actions.	
Entity	http://example.org/guarino-messy#Entity	+R	-I	-O	-U	-D	Mixin	The term 'Entity' is a very general and abstract concept that refers to anything that exists. It is rigid (+R) because it is essential to all instances in all possible worlds. It does not carry identity (-I) because it is too abstract to provide a specific identity condition. It does not supply its own identity condition (-O) because it is not specific enough to do so. It is not unifying (-U) because it does not refer to intrinsic wholes. It is independent (-D) because its existence does not depend on anything else.	
Organization	http://example.org/guarino-messy#Organization	+R	+I	+O	+U	+D	Sortal	The term 'Organization' refers to a structured social entity designed for a specific purpose. It is rigid (+R) because all instances of an organization must be structured entities designed for a purpose in all possible worlds. It carries identity (+I) as it provides a way to distinguish one organization from another. It supplies its own identity condition (+O) through its unique structure, purpose, and members. It is unifying (+U) as it constitutes a whole entity. It is dependent (+D) as its existence relies on the collective actions and intentions of its members.	
Agent	http://example.org/guarino-messy#Agent	~R	+I	-O	+U	+D	Role	The term 'Agent' refers to an entity that performs an action or exerts power. In ontological analysis, an entity is not necessarily an agent in all possible worlds; a person remains a person even when not acting as an agent. This makes the property anti-rigid (~R). It carries identity (+I) inherited from the underlying object (like a Person or Legal Entity) but does not provide its own unique identity condition (-O). It is considered a Role because it is contingent and depends on the existence of an external context or interaction (+D).	
Apple	http://example.org/guarino-messy#Apple	+R	+I	+O	+U	-D	Sortal	The term 'Apple' refers to a specific kind of fruit. It is rigid (+R) because all instances of 'Apple' are essentially apples in all possible worlds. It carries identity (+I) as it provides a principle of individuation for apples. It supplies its own identity condition (+O) as it defines what it means to be an apple. It is unifying (+U) as an apple is a discrete, intrinsic whole. It is independent (-D) as its existence does not depend on another specific entity.	
