term	uri	rigidity	identity	own_identity	unity	dependence	classification	reasoning	error
LivingBeing	http://example.org/guarino-messy#LivingBeing	+R	+I	+O	+U	-D	Sortal (Natural Kind)	"""LivingBeing"" refers to any organism that possesses the characteristics of life, such as metabolism, growth, reproduction, and response to stimuli. It is essential to the identity of any instance of a living being that it be alive, which means it cannot lose this property and remain the same entity; therefore, it is classified as +R (Rigid). Living beings have identity criteria based on their biological processes and continuity through time (+I). Furthermore, ""LivingBeing"" supplies its own unique identity conditions based on its nature as a life form, thus it is +O (Own Identity). Instances of living beings are integrated wholes where the functional interrelation of their parts is necessary, making them +U (Unifying). Moreover, living beings can exist independently without relying specifically on any other external entities, which gives it a -D (Independent) classification."	
SocialEntity	http://example.org/guarino-messy#SocialEntity	~R	+I	-O	+U	+D	Role	"""SocialEntity"" refers to entities that exist primarily due to social structures and interactions, such as organizations, teams, or communities. These entities are often not rigid because they can exist in varying forms or social contexts; for instance, a team can change its members yet still function as the same team, indicating that its identity is not strictly tied to its individual components (~R). Social entities have criteria for identity through their roles and functions within social frameworks (+I). They do not supply their own unique identity conditions independently; rather, they inherit identity from the social constructs they embody (-O). Additionally, social entities exhibit unity as they operate cohesively within a defined social context (+U). However, they are dependent on the existence of individuals or roles to operate, indicating that they do not exist independently of the participants involved (+D)."	
Location	http://example.org/guarino-messy#Location	~R	-I	-O	~U	+D	Mixin	"""Location"" is a term that refers to a specific position or area in space. It does not represent a concrete entity but rather a relational property that entities occupy. As such, locations are not rigid; they can change as entities move, making them anti-rigid (~R). In terms of identity, while a specific location can be identified (for example, 'the Eiffel Tower's location'), the property of being a location does not carry identity criteria across time or contexts, leading to -I. Since ""Location"" does not supply its own identity conditions but instead depends on the area it references, it receives -O. Locations are not unifying because they can be arbitrary points or regions rather than integral wholes, making them ~U. As for dependence, a location is conceptually dependent on the objects or empty spaces around it - a location cannot exist without the entities that occupy or define it, thus +D."	
Fruit	http://example.org/guarino-messy#Fruit	~R	+I	-O	+U	-D	Mixin	"""Fruit"" is a category that encompasses many types of plant reproductive body that develops from flowers and contains seeds. The property of being a fruit is not essential to each individual instance of fruit; for example, the same entity (e.g., a particular apple) can be classified in different ways depending on context (food, culinary use, etc.). This indicates a non-rigid classification, thus making it ~R (Anti-Rigid). In terms of identity, ""Fruit"" carries identification criteria as it denotes a specific biological category that can be recognized across different contexts (+I). However, it does not supply its own unique identity condition beyond what is defined by specific types (e.g., apples, oranges) and thus is -O (does not supply its own IC). Unity applies because instances of fruit are cohesive wholes that share intrinsic characteristics and functions, making it +U (Unifying). Finally, fruits are relatively independent in that individual fruits can exist on their own without requiring the presence of other specific entities to be classified or recognized as fruits (-D)."	
Vertebrate	http://example.org/guarino-messy#Vertebrate	+R	+I	+O	+U	+D	Sortal (Natural Kind)	"""Vertebrate"" refers to a major taxonomic group within the animal kingdom characterized by possessing a backbone or spinal column. This property is essential for the identity of vertebrates—any entity that is classified as a vertebrate cannot lose its vertebral structure and still be considered a vertebrate, which makes it +R (Rigid). The identity of vertebrates includes criteria for their classification based on anatomical and developmental features, thus it carries identity (+I). Furthermore, ""Vertebrate"" provides its own criteria for identity distinct from other taxonomic categories or groups, affirming +O (Own Identity). Vertebrates are cohesive biological entities that form integrated wholes with specific functional systems, rendering them +U (Unifying). However, vertebrates depend on other organisms, such as environments or ecosystems, for survival - they can't exist entirely independently without their ecological context, leading to +D (Dependent)."	
Caterpillar	http://example.org/guarino-messy#Caterpillar	+R	+I	-O	+U	+D	Role	"""Caterpillar"" refers to the larval stage of certain insects, particularly moths and butterflies. As a biological entity, it has specific characteristics, such as growth, mobility, and certain developmental features tied to being a caterpillar. Rigidity: A caterpillar cannot exist as anything other than a caterpillar during this stage; thus, it is essential to its identity, making it +R (Rigid). Identity: It carries distinct criteria for tracking individual instances across time and possible worlds, thereby affirming +I. Own Identity: The caterpillar does not supply its own unique identity criteria; it is defined within the context of the life cycle of the butterfly or moth, which is a sortal that provides the identity (-O). Unity: Instances of caterpillars form cohesive, integrated wholes that exhibit unity, earning it +U. Dependence: Caterpillars are dependent stages in the life cycle of the butterfly or moth, asserting +D as they cannot independently exist outside their life cycle."	
Person	http://example.org/guarino-messy#Person	+R	+I	+O	+U	-D	Sortal	"""Person"" is a fundamental category referring to an individual human being. It is a rigid entity because a person cannot cease to be a person and remain the same entity; losing identity as a person means the individual no longer exists as a person (+R). Additionally, the concept of a person carries criteria for individual identity, as each person maintains distinct attributes and continuity over time, thus it possesses identity (+I). ""Person"" also supplies its own unique identity condition by focusing on biological, psychological, and social aspects of what it means to be a person, which is consistent with +O (Own Identity). In terms of unity, persons are cohesive wholes; their properties and parts work together to form an integrated whole, leading to +U (Unifying). Finally, a person does not inherently depend on other entities to exist, meaning it is independent (-D)."	
LegalAgent	http://example.org/guarino-messy#LegalAgent	~R	+I	-O	+U	+D	Role	"""LegalAgent"" refers to an entity (either a person or organization) that has the capacity to act within legal frameworks, such as entering contracts, suing, or being sued. This role is contingent on specific legal conditions and frameworks. Rigidity: A legal agent can cease to be a legal agent (e.g., by losing legal capacity or changing status), making this role anti-rigid (~R). Identity: Legal agents possess identity criteria, as they can be clearly identified through their legal status and actions, thus they carry identity (+I). Own Identity: However, a legal agent does not supply its own identity condition; it inherits that from the underlying entity (e.g., a person or organization), thus it does not provide unique identity criteria (-O). Unity: A legal agent, while acting, forms an integrated whole in its legal capacity, being a cohesive entity within legal proceedings, making it +U (Unifying). Dependence: Legal agents depend on the legal system and social structures to exist as agents (for example, a corporation exists as a legal entity only within the jurisdictional framework), hence they are +D (Dependent)."	
Entity	http://example.org/guarino-messy#Entity	-R	+I	-O	-U	-D	Mixin	"""Entity"" is a broad term that encompasses anything that exists or can be referred to, without any specific characteristics. It does not possess any necessary or essential properties that are ubiquitous to all entities; hence, it can be non-rigid, allowing for changes or loss of properties without the loss of its status as an entity, making it -R (Non-Rigid). The term carries identity in a general sense, as it allows for distinguishing between entities based on characteristics; thus, it is +I (carries identity). However, ""Entity"" does not supply any unique identity condition itself and inherently relies on more specific kinds or categories to define identity, resulting in -O (does not supply its own IC). Unity is not intrinsic to ""Entity"" as it can refer to arbitrary collections or alone instances, leading to -U (Non-Unifying). Finally, ""Entity"" can refer to individual entities or kinds that do not depend intrinsically on other entities to exist, leading to -D (Independent)."	
Organization	http://example.org/guarino-messy#Organization	-R	+I	-O	+U	+D	Role	"""Organization"" refers to a structured group of individuals working together toward common goals. It does not lose its identity if individual members leave or change roles, which makes it -R (Non-Rigid) as organizations can change in composition or purpose while still being recognized as the same organization. Identity: Organizations have criteria for identifying instances (like legal documents, membership, and functions), so they carry identity (+I). Own Identity: An organization does not supply its own identity criteria independently; it relies on the identities of its members and their relationships to define itself (-O). Unity: Organizations can be seen as integrated wholes with cohesive functionality and purpose (+U). Dependence: Organizations depend on their members and external systems for their functionality and existence (+D)."	
Agent	http://example.org/guarino-messy#Agent	~R	+I	-O	+U	-D	Role	"""Agent"" refers to an entity that can act, make decisions, and be responsible for actions. This categorization is not rigid since different entities can exhibit agency in different contexts (e.g., a person acting as an agent in one scenario but not in another, or a system behaving as an agent in a particular setting) making it ~R (Anti-Rigid). It carries identity because agents have continuity over time through the actions they perform and are identifiable as they engage in those actions (+I). However, ""Agent"" does not supply its own identity conditions independently; it typically derives its identity from being the embodiment of various roles or functions, which is why it is -O (does not supply own identity). Agents can form unified entities when they act as a cohesive whole (+U), but in many contexts, they may not be dependent on other entities for their existence (-D), allowing for independent agency."	
Apple	http://example.org/guarino-messy#Apple	+R	+I	+O	+U	-D	Sortal (Natural Kind)	"""Apple"" is a category that refers to a type of fruit produced by the apple tree (Malus domestica). As a natural kind, being an apple is essential to any instance; an apple cannot cease to be an apple and still remain the same entity, indicating that it is +R (Rigid). In terms of identity, ""Apple"" carries identity criteria allowing for individuation and persistence, as all apples belong to the same biological classification and can be tracked across time and instances (+I). ""Apple"" does supply its own unique identity conditions based on botanical characteristics, such as genetic makeup and species traits, thus it is +O (Own Identity). Apples are bound entities with intrinsic properties that define them as apples, making it +U (Unifying). Lastly, apples can exist independently as fruits without depending on other entities for their being, therefore they are -D (Independent)."	
