term	uri	rigidity	identity	own_identity	unity	dependence	classification	reasoning	error
LivingBeing	http://example.org/guarino-messy#LivingBeing	-R	+I	-O	+U	+D	Sortal	'LivingBeing' encompasses all organisms that exhibit characteristics of life, such as growth, reproduction, and response to stimuli. This term is considered non-rigid (-R) because not all instances are essential in all possible worlds; for example, a creature can exist in different states (e.g., dormant or dead) and is still considered a living being. It carries identity (+I) as it possesses an Identity Condition (IC) relevant for categorizing organisms. However, it does not supply its own IC (-O) since it derives its identity from more specific biological categories (like plants or animals). It is unifying (+U), representing a type of entity that is an intrinsic whole. Furthermore, it is dependent (+D) because instances of living beings require certain environmental or biological conditions to exist.	
SocialEntity	http://example.org/guarino-messy#SocialEntity	-R	+I	-O	+U	+D	Role	The term 'SocialEntity' refers to entities that exist within a social context, such as individuals, groups, organizations, or institutions. It exhibits non-rigid properties (-R) since a social entity’s classification can change depending on the context (e.g., a person can belong to different social groups at different times). Social entities also carry an identity condition (+I) as they can be identified uniquely within a social framework. However, they do not supply their own identity conditions (-O) but rely on additional context for identity. Instances of social entities can form a whole (+U) when they are considered together (like a community or organization), and they are dependent on social relations to exist (+D).	
Location	http://example.org/guarino-messy#Location	-R	-I	-O	-U	+D	Mixin	The term 'Location' can refer to a position within a space or a point of reference. Following the ontological framework, 'Location' is non-rigid (-R) because an instance can exist in varying conditions or contexts (e.g., a chair can be in different locations). It does not carry its own identity condition (-I) as it often inherits an identity based on the object or entity it pertains to. Moreover, it does not supply its own identity condition (-O) since its existence is contingent on the entities defining the space. Instances of 'Location' are not unifying (+U) as they can reflect different geometrical constructs rather than intrinsic wholes. Lastly, 'Location' is dependent (+D) because locations are defined in relation to other entities or contexts.	
Fruit	http://example.org/guarino-messy#Fruit	-R	+I	-O	-U	-D	Sortal	The term 'Fruit' refers to a category of food that develops from flowering plants and contains seeds. As a general category, it is non-rigid (-R) because individual instances can belong to this category while also providing other classifications (e.g., a fruit can be a berry or a drupe). 'Fruit' carries identity (+I) as different types of fruit can be distinctly identified. However, it does not supply its own identity condition (-O), as identity comes from specific fruits within the category. Instances of fruit do not necessarily represent unifying wholes in the same way individual fruits do (so it is -U). Lastly, a fruit can exist independently of its plant origin, making it -D.	
Vertebrate	http://example.org/guarino-messy#Vertebrate	+R	+I	+O	+U	+D	Sortal	The term 'Vertebrate' refers to a biological classification that defines a group of animals possessing a backbone. This classification is considered rigid (+R) as it is essential to all instances of vertebrates across possible worlds — a vertebrate is defined by having a backbone. It carries identity (+I), as there are specific identity conditions that distinguish one vertebrate from another. It also supplies its own identity condition (+O), meaning that the classification of 'Vertebrate' provides distinct criteria that are intrinsic to the entity itself. It is unifying (+U) as all instances are intrinsic wholes; animals classified as vertebrates are not mere aggregates of parts but living organisms. Finally, vertebrates are dependent (+D) on their biological classification and lineage for their identity and existence.	
Caterpillar	http://example.org/guarino-messy#Caterpillar	~R	+I	+O	+U	+D	Phase	The term 'Caterpillar' refers to a specific phase in the life cycle of certain insects, particularly Lepidoptera. Its identity as a caterpillar is contingent on its biological development, and it will eventually transform into a butterfly or moth. This dependency on a life cycle phase indicates its anti-rigid nature (~R). It carries a distinct identity (+I) as a caterpillar, providing its own identity conditions (+O) during that phase. Caterpillars are considered unifying because they represent whole organisms at that stage of life (+U), but their existence is typically dependent on a host organism (the egg from which they hatch), marking them as dependent (+D).	
Person	http://example.org/guarino-messy#Person	+R	+I	+O	+U	+D	Sortal	'Person' is a sortal entity as it refers to individuals who possess distinct identities and characteristics. It is considered rigid (+R) because being a person is essential to all instances in all possible worlds; if something is a person, it must have that identity throughout its existence. It carries its own identity conditions (+I) and supplies its own identity condition (+O) since a person can typically be identified by specific criteria. Instances of 'Person' are unifying (+U) as they refer to individuals who are treated as coherent wholes. Furthermore, persons are generally considered dependent (+D) in the sense that their existence and identity are often shaped by relationships with other entities and social constructs.	
LegalAgent	http://example.org/guarino-messy#LegalAgent	~R	+I	-O	-U	+D	Role	'LegalAgent' is a term that denotes an entity acting on behalf of another in a legal context (e.g., a lawyer, a representative). It is not essential for that entity to always be in a legal role, making it anti-rigid (~R). The property carries identity (+I) as it has identity conditions related to its role within legal frameworks but does not supply its own distinct identity condition (-O) since it relies on the underlying entity it represents. The instances of a 'LegalAgent' can vary and are not intrinsic wholes, thus non-unifying (-U). Additionally, a 'LegalAgent' is dependent (+D) on the existence of the entity or client they represent to fulfill their role.	
Entity	http://example.org/guarino-messy#Entity	-R	+I	-O	+U	-D	Sortal	The term 'Entity' refers to anything that exists, encompassing a broad category of being. It is non-rigid (-R) because its instances do not have to exist in all possible worlds (e.g., a specific entity may not exist in another world). Additionally, 'Entity' does carry identity conditions (+I), as it allows for distinguishing different kinds of entities. However, it does not supply its own identity condition (-O); instead, it relies on the identity conditions of its subclasses. `Entity` can be seen as unifying (+U) because every instance is treated as an intrinsic whole and is independent (-D), as it can exist without reliance on any specific context.	
Organization	http://example.org/guarino-messy#Organization	-R	+I	-O	+U	+D	Role	'Organization' refers to a structured group of people working together for a common purpose, such as a business or a nonprofit. It is not essential for an entity to exist in all possible worlds as an organization, making it non-rigid (-R). It carries an identity condition (+I) as different organizations can be distinguished from one another by specific attributes. However, it does not supply its own identity condition (-O) since its identity often comes from the members and the purposes that define it rather than a fixed intrinsic quality. Organizations are generally considered unifying (+U) because they form cohesive groups working towards shared goals. They are dependent (+D) since their existence relies on the participation of individuals and the social context in which they operate.	
Agent	http://example.org/guarino-messy#Agent	~R	+I	-O	+U	+D	Role	The term 'Agent' refers to an entity that performs actions or causes events. An individual can have this role in specific contexts (e.g. a person acting as an agent) but is not defined solely by its capability to act. Therefore, the property is anti-rigid (~R), as it does not need to be considered an agent in all possible worlds. It carries identity (+I) because it is identifiable through its role, but does not supply its own identity condition (-O); its identity is contingent upon the being it represents (like a person). It is considered unifying (+U) since it typically refers to a whole entity acting in a capacity. It is dependent (+D) as an agent requires an environment or context to enact its role.	
Apple	http://example.org/guarino-messy#Apple	+R	+I	+O	+U	-D	Sortal	'Apple' is a sortal entity that refers to a type of fruit that can exist independently as a specific instance. It is classified as rigid (+R) because it remains an apple across all possible worlds, retaining its identity conditions. It carries identity (+I) through its distinct features and properties that identify it as an apple. It supplies its own identity conditions (+O), as the classification of 'Apple' provides a clear identity based on its biological characteristics. Instances of apples are intrinsic wholes (+U), as each apple is a complete entity on its own. Furthermore, apples are independent (-D) as they can exist and be recognized without requiring the existence of other entities.	
