term	uri	rigidity	identity	own_identity	unity	dependence	classification	reasoning	error
LivingBeing	http://example.org/guarino-messy#LivingBeing	+R	+I	+O	+U	-D	Sortal	"To determine the meta-properties of the term ""LivingBeing,"" we need to analyze its essential characteristics and identity conditions.

1. **Rigidity (+R)**: The property of being a living being is essential to every instance of a living being. In all possible worlds, if an entity is a living being, it must possess the properties that define life, such as metabolism, growth, and reproduction. Therefore, ""LivingBeing"" is rigid.

2. **Identity (+I)**: Living beings have intrinsic identity conditions that allow us to distinguish one living being from another and track them over time. These conditions are based on biological properties and continuity.

3. **Own Identity (+O)**: The property ""LivingBeing"" provides its own identity conditions. It is not inheriting these conditions from a parent property but defines them based on the essential characteristics of life.

4. **Unity (+U)**: Every instance of a living being is a single, unified whole with a common unifying relation. This unity is based on the biological and physiological processes that define life.

5. **Dependence (-D)**: Living beings do not depend on the existence of another specific entity (not a part) to exist. They are independent entities in their own right."	
SocialEntity	http://example.org/guarino-messy#SocialEntity	~R	+I	-O	+U	-D	Sortal	"To determine the meta-properties of the term ""SocialEntity,"" we need to analyze its essentiality, identity conditions, unity, and dependence.

1. **Rigidity (R)**: ""SocialEntity"" is a broad category that can encompass various types of entities that participate in social structures. It is not essential for any specific instance to belong to this category in all possible worlds. For example, an individual can exist without being part of any social entity. Therefore, ""SocialEntity"" is anti-rigid (~R).

2. **Identity (I)**: ""SocialEntity"" carries an identity condition that allows us to distinguish between different social entities and track them over time. For instance, we can identify and track specific organizations, groups, or communities as distinct social entities. Thus, ""SocialEntity"" is +I.

3. **Own Identity (O)**: ""SocialEntity"" does not provide its own identity condition; rather, it inherits the identity condition from more specific types of social entities (e.g., ""Organization,"" ""Group""). Therefore, ""SocialEntity"" is -O.

4. **Unity (U)**: ""SocialEntity"" implies a common unifying relation among its instances. Each social entity is a single whole with a common purpose or structure. For example, a company, a club, or a community is a unified entity with a shared goal or identity. Thus, ""SocialEntity"" is +U.

5. **Dependence (D)**: ""SocialEntity"" does not depend on the existence of another specific entity for its existence. A social entity can exist independently of other entities. Therefore, ""SocialEntity"" is -D."	
Location	http://example.org/guarino-messy#Location	~R	+I	-O	+U	-D	Phase	"To determine the meta-properties of the term ""Location,"" we need to analyze its essentiality, identity conditions, unity, and dependence.

1. **Rigidity (R)**: ""Location"" is not an essential property that all instances must possess in all possible worlds. For example, an object can exist without being in a specific location at all times. Therefore, ""Location"" is not rigid.

2. **Identity (I)**: ""Location"" carries an identity condition because it allows us to distinguish between different instances. For example, ""New York"" and ""Los Angeles"" are distinct locations that can be tracked over time.

3. **Own Identity (O)**: ""Location"" does not provide its own identity condition. Instead, it inherits its identity from more specific sorts, such as ""City"" or ""Country,"" which have their own identity conditions.

4. **Unity (U)**: ""Location"" is unifying because it refers to a single, coherent entity. For example, ""New York"" is a unified concept that refers to a specific geographical area.

5. **Dependence (D)**: ""Location"" is independent because an instance of a location does not require the existence of another specific entity to exist. For example, ""New York"" exists independently of other entities."	
Fruit	http://example.org/guarino-messy#Fruit	+R	+I	+O	+U	-D	Sortal	"To determine the meta-properties of the term ""Fruit,"" we need to analyze its essentiality, identity conditions, and structural characteristics.

1. **Rigidity (R)**: Fruits are essential to the entities that produce them. For example, an apple is always a fruit in all possible worlds. Therefore, ""Fruit"" is a rigid property.
2. **Identity (I)**: Fruits carry an identity condition that allows us to distinguish between different instances of fruits. For example, an apple can be tracked over time as the same apple, distinct from other apples or fruits.
3. **Own Identity (O)**: The property ""Fruit"" provides its own identity condition. Being a fruit is not inherited from a parent property but is an essential characteristic of the entity itself.
4. **Unity (U)**: Fruits are single, unified wholes. Each fruit is a complete entity with a common unifying relation, such as the structure and biological makeup of the fruit.
5. **Dependence (D)**: Fruits do not depend on the existence of another specific entity to exist. They are independent entities that can exist on their own."	
Vertebrate	http://example.org/guarino-messy#Vertebrate	+R	+I	+O	+U	-D	Sortal	"To determine the meta-properties of the term ""Vertebrate,"" we need to analyze its essential characteristics and identity conditions.

1. **Rigidity (+R)**: Vertebrates are defined by the presence of a vertebral column or spine. This characteristic is essential to every instance of a vertebrate. Therefore, if an entity is a vertebrate in one possible world, it must have a vertebral column in all possible worlds. This makes ""Vertebrate"" a rigid property.

2. **Identity (+I)**: Vertebrates have a clear identity condition that allows us to distinguish one vertebrate from another and track them over time. The presence of a vertebral column is a key feature that contributes to this identity condition.

3. **Own Identity (+O)**: The property ""Vertebrate"" provides its own identity condition. The presence of a vertebral column is a defining feature that distinguishes vertebrates from other animals. Therefore, ""Vertebrate"" supplies its own identity condition.

4. **Unity (+U)**: Every instance of a vertebrate is a single, unified whole. The vertebral column is a unifying structure that contributes to the topological unity of the organism.

5. **Dependence (-D)**: Vertebrates do not depend on the existence of another specific entity to exist. They are independent organisms that can exist on their own."	
Caterpillar	http://example.org/guarino-messy#Caterpillar	~R	+I	-O	+U	-D	Phase	"To determine the meta-properties of the term ""Caterpillar,"" we need to analyze its essential characteristics and identity conditions.

1. **Rigidity (R)**: A caterpillar is a specific stage in the life cycle of certain insects, particularly butterflies and moths. Being a caterpillar is essential to the identity of the entity during this stage, but it is not essential in all possible worlds because the entity can transform into a butterfly or moth. Therefore, ""Caterpillar"" is anti-rigid (~R).

2. **Identity (I)**: Caterpillars have a distinct identity condition that allows us to track them over time as they grow and eventually transform into butterflies or moths. Thus, ""Caterpillar"" carries an identity condition (+I).

3. **Own Identity (O)**: The identity condition for a caterpillar is not provided by the term ""Caterpillar"" itself but is inherited from the broader category of insects or the specific species it belongs to. Therefore, ""Caterpillar"" does not supply its own identity condition (-O).

4. **Unity (U)**: A caterpillar is a single, unified organism with a common topological structure. It is not a collection or aggregate of parts but a whole entity. Therefore, ""Caterpillar"" is unifying (+U).

5. **Dependence (D)**: A caterpillar does not depend on the existence of another specific entity (not a part) to exist. It is an independent organism. Therefore, ""Caterpillar"" is independent (-D)."	
Person	http://example.org/guarino-messy#Person	+R	+I	+O	+U	-D	Sortal	"To determine the meta-properties of the term ""Person,"" we need to analyze its essential characteristics and identity conditions.

1. **Rigidity (+R)**: The property of being a person is essential to every instance. In all possible worlds, if an entity is a person, it must always be a person. This is a rigid property because it is not contingent on any specific context or situation.

2. **Identity (+I)**: The term ""Person"" carries an identity condition. We can distinguish between different persons and track them over time based on their unique identities.

3. **Own Identity (+O)**: The term ""Person"" provides its own identity condition. It is not inherited from a parent term but is intrinsic to the concept of a person.

4. **Unity (+U)**: Every instance of a person is a single whole with a common unifying relation. A person is not a collection or aggregate but a unified entity.

5. **Dependence (-D)**: The existence of a person does not depend on the existence of another specific entity. A person can exist independently of other entities."	
LegalAgent	http://example.org/guarino-messy#LegalAgent	~R	+I	-O	+U	+D	Role	"To determine the meta-properties of the term ""LegalAgent,"" we need to analyze its essentiality, identity conditions, and dependencies.

1. **Rigidity (R)**: A ""LegalAgent"" is not an essential property of any entity in all possible worlds. An entity can exist without being a legal agent. For example, a person can exist without ever acting as a legal agent. Therefore, ""LegalAgent"" is anti-rigid (~R).

2. **Identity (I)**: The term ""LegalAgent"" carries an identity condition. We can distinguish between different legal agents and track them over time. For instance, we can identify and track specific legal agents involved in different cases.

3. **Own Identity (O)**: The term ""LegalAgent"" does not provide its own identity condition. Instead, it inherits the identity condition from the entity that is acting as the legal agent (e.g., a person). Therefore, ""LegalAgent"" is -O.

4. **Unity (U)**: A ""LegalAgent"" is a single entity with a common unifying relation. It is not a collection or aggregate of different entities. Therefore, ""LegalAgent"" is +U.

5. **Dependence (D)**: A ""LegalAgent"" is dependent on the existence of legal frameworks and the entity that is acting as the agent. Without these, a ""LegalAgent"" cannot exist. Therefore, ""LegalAgent"" is +D."	
Entity	http://example.org/guarino-messy#Entity	+R	+I	+O	+U	-D	Sortal	"The term ""Entity"" is a fundamental concept in ontology and metaphysics, referring to anything that exists. To determine its meta-properties:

1. **Rigidity**: The concept of an ""Entity"" is essential to every instance that exists. If something exists, it must be an entity in all possible worlds. Therefore, ""Entity"" is rigid.

2. **Identity**: The term ""Entity"" carries an Identity Condition (IC) because it allows us to distinguish and track individual entities over time. For example, we can identify and track a specific entity as it changes or interacts with other entities.

3. **Own Identity**: The term ""Entity"" provides its own IC because it is a fundamental concept that does not inherit its identity from a more specific category. It is the most general category from which more specific categories derive their identity.

4. **Unity**: The term ""Entity"" implies that every instance is a single whole. While entities can be complex and composed of parts, they are unified by the fact that they exist as distinct, individual entities.

5. **Dependence**: The term ""Entity"" is independent because an entity does not require the existence of another specific entity to exist. An entity can exist on its own."	
Organization	http://example.org/guarino-messy#Organization	~R	+I	-O	+U	-D	Sortal	"To determine the meta-properties of the term ""Organization,"" we need to analyze its essentiality, identity conditions, unity, and dependence.

1. **Rigidity (R)**: An organization is not an essential property of any entity. An entity can exist without being an organization. For example, a group of people can disband and no longer be an organization, but the individuals can still exist. Therefore, ""Organization"" is anti-rigid (~R).

2. **Identity (I)**: Organizations have identity conditions that allow us to distinguish one organization from another and track them over time. For example, we can identify an organization by its name, legal status, and operational activities. Thus, ""Organization"" carries an identity condition (+I).

3. **Own Identity (O)**: The identity condition for an organization is not provided by the term ""Organization"" itself but is inherited from more fundamental sortals like ""Legal Entity"" or ""Group of People."" Therefore, ""Organization"" does not supply its own identity condition (-O).

4. **Unity (U)**: An organization is a unified whole with a common purpose and structure. It is not merely a collection of individuals but a single entity with a shared goal and operational framework. Therefore, ""Organization"" is unifying (+U).

5. **Dependence (D)**: An organization does not depend on the existence of another specific entity for its existence. While it may interact with other entities, its existence is independent of any single other entity. Therefore, ""Organization"" is independent (-D)."	
Agent	http://example.org/guarino-messy#Agent	+R	+I	+O	+U	-D	Sortal	"To determine the meta-properties of the term ""Agent,"" we need to analyze its essentiality, identity conditions, unity, and dependence.

1. **Rigidity (R)**: An agent is an entity that can act to change or move things. This property is essential to the concept of an agent in all possible worlds. For example, a robot is an agent if it can perform actions, and this property is rigidly tied to its definition.

2. **Identity (I)**: Agents carry an identity condition that allows us to distinguish between different agents and track them over time. For instance, we can identify and track a specific robot or a specific human agent based on their unique properties and behaviors.

3. **Own Identity (O)**: The property of being an agent provides its own identity condition. This means that the concept of ""agent"" itself supplies the criteria for distinguishing and tracking instances of agents.

4. **Unity (U)**: Agents are typically considered single, unified entities with a common unifying relation. For example, a robot or a human agent is a single whole with a common structure and behavior.

5. **Dependence (D)**: The property of being an agent is independent. An agent does not require the existence of another specific entity to exist. For example, a robot can exist and act as an agent without depending on another specific entity."	
Apple	http://example.org/guarino-messy#Apple	+R	+I	+O	+U	-D	Sortal	"To determine the meta-properties of the term ""Apple,"" we need to analyze its essential characteristics and identity conditions.

1. **Rigidity (+R)**: An apple is a type of fruit that exists independently of any other entities. Being an apple is an essential property that an instance must possess in all possible worlds. For example, if something is an apple, it must always be an apple.

2. **Identity (+I)**: Apples have a clear identity condition. We can distinguish one apple from another based on its physical properties and track it over time. For instance, we can identify a specific apple in a basket and follow it as it ripens.

3. **Own Identity (+O)**: The property of being an apple provides its own identity condition. An apple's identity is not inherited from a parent property but is intrinsic to what it means to be an apple.

4. **Unity (+U)**: An apple is a single, unified whole. It has a common unifying relation that makes it a single entity, distinct from other apples or parts of apples.

5. **Dependence (-D)**: An apple does not depend on the existence of any other specific entity to exist. It is an independent entity."	
