term	uri	rigidity	identity	own_identity	unity	dependence	classification	reasoning	error
LivingBeing	http://example.org/guarino-messy#LivingBeing	+R	+I	-O	+U	-D	Sortal	"The term ""LivingBeing"" refers to entities that possess life, such as animals, plants, and microbes. This concept is essential to all instances of living beings across all possible worlds, as being alive is a fundamental characteristic that defines them. Living beings carry an identity condition based on their biological uniqueness, such as DNA or other intrinsic biological markers. However, the identity condition for living beings is not supplied by the property of being a living being itself but is inherited from more specific categories (e.g., species). All living beings are intrinsic wholes with a unity criterion, as they are characterized by their ability to maintain homeostasis, grow, and reproduce. Lastly, living beings are generally independent in the sense that they do not require another specific entity to exist, although they may depend on their environment or other living beings for survival."	
SocialEntity	http://example.org/guarino-messy#SocialEntity	~R	+I	+O	+U	+D	Sortal	A SocialEntity, such as a corporation, organization, or institution, is considered to have certain properties that define its existence and behavior. In terms of rigidity, a SocialEntity is not necessarily defined by essential properties that are true across all possible worlds, as its characteristics can vary widely. However, it carries an identity condition in the sense that we can identify and distinguish one SocialEntity from another based on certain criteria, such as its purpose, structure, or membership. The own identity condition is generally supplied by the specific type of SocialEntity, such as a university or a government agency, which implies that it also carries an identity condition. For unity, SocialEntities are typically considered unifying in the sense that they have a defined structure and purpose that unifies their components or members. Lastly, SocialEntities are dependent on their members or constituents to exist, as they are formed and sustained by the interactions and relationships among these entities.	
Location	http://example.org/guarino-messy#Location	~R	-I	-O	~U	-D	Category	"The analysis of the term ""Location"" involves understanding its nature and how it applies to entities. A location is a point or area in space where something exists or occurs. Considering its role in identifying where entities are, it doesn't inherently define what those entities are but rather where they are situated. This distinction is crucial for determining its meta-properties. Locations can change over time for objects (e.g., a car can move from one location to another), suggesting that being in a specific location is not essential to the identity or existence of the entity itself. However, locations provide a context that can be crucial for identifying and distinguishing between entities, especially when considering events or activities happening at those locations."	
Fruit	http://example.org/guarino-messy#Fruit	+R	+I	-O	+U	+D	Sortal	"The term ""Fruit"" is analyzed based on its general understanding in the context of ontology. A fruit is the mature ovary of a plant, which contains seeds, typically surrounded by a fleshy outer layer. This definition is essential for understanding its rigidity, as being a fruit is fundamental to the entities classified under this term. For identity, fruits have specific characteristics that identify them, such as the type (e.g., apple, banana), which contributes to their identity condition. However, the identity condition itself (what makes a fruit the same over time) is more related to the plant's biological identity rather than the fruit's independent identity. Own identity in this context would imply that being a fruit gives an entity its unique identifier, which isn't entirely accurate since the identity of a fruit is tied to the plant it comes from and its species. Unity-wise, fruits are typically considered whole entities with intrinsic unity, as each fruit is a self-contained unit. Lastly, dependence is considered because fruits, by definition, depend on the plants they grow on for their existence."	
Vertebrate	http://example.org/guarino-messy#Vertebrate	+R	+I	-O	+U	-D	Sortal	"The term ""Vertebrate"" refers to animals that belong to the subphylum Vertebrata, characterized by the presence of a vertebral column. This property is essential to all instances of vertebrates in all possible worlds, as the presence of a vertebral column is a defining characteristic. Vertebrate carries an identity condition, as it tells us when two instances are the same (i.e., they are the same if they belong to the same species or have the same vertebral structure). However, Vertebrate does not supply its own unique identity condition, as it inherits this from the more general concept of Animal. All instances of Vertebrate are intrinsic wholes with unity criteria, as they are individual organisms with a defined structure. Finally, instances of Vertebrate can exist autonomously, without depending on something else."	
Caterpillar	http://example.org/guarino-messy#Caterpillar	+R	+I	-O	+U	+D	Sortal	"The entity ""Caterpillar"" refers to the larval stage of a butterfly or moth. Analyzing its meta-properties: 
- Rigidity: Being a caterpillar is essential to its instances (all caterpillars are in the state of being before metamorphosis), suggesting +R.
- Identity: It carries an identity condition based on its biological definition and life stage, suggesting +I.
- Own Identity: The identity condition is supplied by its biological classification, suggesting -O because the identity is inherited from its species classification rather than being unique to the stage.
- Unity: A caterpillar is a whole organism, suggesting +U.
- Dependence: A caterpillar depends on its environment and food for survival, and it is a stage in the life cycle of a butterfly or moth, suggesting +D."	
Person	http://example.org/guarino-messy#Person	+R	+I	+O	+U	-D	Sortal	A person is an entity that remains the same across different worlds and scenarios, maintaining their essential properties as a human being. The concept of a person carries with it an identity condition, distinguishing one person from another based on unique characteristics, experiences, and continuity. Furthermore, being a person supplies its own identity condition, as the criteria for identifying a person are inherent to the concept itself. A person is typically considered a unified whole, with criteria for what constitutes a single, individual person. However, the existence of a person does not depend on other entities in the sense that they can exist independently.	
LegalAgent	http://example.org/guarino-messy#LegalAgent	~R	+I	-O	-U	+D	Role	"The term ""LegalAgent"" refers to an entity that has the capacity to act on behalf of another entity in a legal context, such as a lawyer, proxy, or representative. This concept is essential in legal frameworks, suggesting a level of necessity and unity in its definition. However, being a LegalAgent is not inherent to the entity itself but rather a role it plays, indicating non-rigidity. It carries an identity condition in the sense that we can identify a LegalAgent based on its role and responsibilities, but it does not supply its own unique identity condition independent of the legal context. The unity of a LegalAgent is conceptual, related to its function, rather than a physical or intrinsic whole. Dependence is also a key aspect, as a LegalAgent's existence and role are dependent on the legal system and the entities it represents."	
Entity	http://example.org/guarino-messy#Entity	~R	-I	-O	-U	-D	Category	"The term ""Entity"" is a very broad and general concept that can encompass a wide range of things, including objects, concepts, and relationships. Given its broad nature, it does not carry a specific identity condition on its own, as it can refer to virtually anything that exists or can be conceived. The rigidity of ""Entity"" would be considered anti-rigid (~R) because being an entity is not an essential property that defines a specific kind of thing; rather, it's a categorization that can apply to many different kinds of things. For identity (+I), since ""Entity"" does not specify what makes two entities the same or different beyond their existence, it does not carry an identity condition. However, because it's so general and does not supply its own unique identity condition, its own identity value would be negative (-O). Considering unity, entities can be anything from intrinsic wholes to mere collections, so it's non-unifying (-U). Lastly, the existence of an entity does not inherently depend on something else, making it independent (-D)."	
Organization	http://example.org/guarino-messy#Organization	~R	+I	-O	+U	+D	Sortal	An organization is a social entity that has a collective goal and is composed of multiple individuals or sub-units. It is not essential to the existence of its individual members, as they can exist without the organization. However, the organization itself is dependent on its members for its existence. The identity of an organization is determined by its structure, purpose, and members, which provides a clear identity condition. An organization is a unifying entity, as it brings together its members towards a common goal, but it does not supply its own identity condition independently of its members and purpose.	
Agent	http://example.org/guarino-messy#Agent	-R	-I	-O	-U	-D	Role	"The term ""Agent"" refers to an entity that acts or has the capability to act. Analyzing its meta-properties: 
- Rigidity: Being an agent is not essential to all entities that can be considered under this term, as something can be an agent in one context but not in another. Thus, it's non-rigid.
- Identity: The property of being an agent does not inherently carry an identity condition that distinguishes one agent from another based solely on their agency.
- Own Identity: Since it does not carry an identity condition, it does not supply its own unique identity condition.
- Unity: Agents can be considered as unifying entities in the sense that they are wholes with a certain unity criterion (e.g., a person, an organization), but this is not universally applicable across all agents.
- Dependence: Agents, by definition, imply some form of action or capability, which can often depend on other factors or entities (e.g., a software agent depends on its programming and the system it operates within), but this is not a strict requirement for all types of agents."	
Apple	http://example.org/guarino-messy#Apple	+R	+I	-O	+U	-D	Sortal	"The analysis of the term ""Apple"" involves understanding its nature and how it fits into the ontological framework. An apple is a type of fruit that grows on trees and can be identified and distinguished from other fruits based on its characteristics, such as taste, texture, and appearance. This implies that being an apple is essential to all instances of apples across all possible worlds, suggesting a rigid designation. Furthermore, the concept of an apple carries an identity condition, as we can tell when two instances are the same kind of thing (e.g., both are apples). However, the identity condition for apples is not unique to apples alone but is shared with other fruits or objects, suggesting that it does not supply its own identity condition. An apple is a self-contained, whole entity with its own unity, and its existence does not depend on another entity in the way that, for example, a symptom depends on a disease."	
