term	uri	rigidity	identity	own_identity	unity	dependence	classification	reasoning	error
LivingBeing	http://example.org/guarino-messy#LivingBeing	+R	+I	+O	+U	-D	Sortal (Natural Kind)	"This term has already been analyzed previously. The analysis for ""LivingBeing"" concluded that it is a sortal concept, rigid (+R), carries identity (+I), supplies its own identity condition (+O), forms intrinsic wholes (+U), and is an independent entity (-D)."	
SocialEntity	http://example.org/guarino-messy#SocialEntity	~R	+I	-O	-U	+D	Role	"A social entity, like ""SocialEntity"", is typically defined by a role or function within a social context. This role or function can change, and the entity can exhibit different social forms or purposes over time. This suggests that a social entity is not necessarily rigid across different contexts or scenarios, making it ~R (Anti-Rigid). Social entities are carriers of identity, because they maintain their essence even as their role or how it is perceived changes. Therefore, ""SocialEntity"" is +I (identifies individuals across various roles). This identification is not due to a property of being a social entity itself but is influenced by broader social contexts, thus it does not supply its own identity condition and is -O (does not supply own IC). Depending on the specific definition, social entities may form nominal wholes with individuals at their cores or be more flexible formations, varying from rigid structures like a company, a committee, etc. To be more generic in a broad application, social entity here is perceived as -U (Non-Unifying). Also, depending on the formulation of a social entity, some may not function literally without other components or people, making them +D (Dependent), yet this seems mostly observed (e.g., within societal structures)."	
Location	http://example.org/guarino-messy#Location	~R	-I	-O	-U	+D	Collective	"""Location"" is a term that typically refers to a spatial position or region within a larger environment. Rigidity: A location can change without ceasing to exist as a location - a place can be moved, destroyed, or change in character and still retain its spatial designation, which makes Location anti-rigid. Identity: Locations lack inherent identity - any point in space can be described in multiple ways and still be the same place, indicating that identity is not carried by Location (-I). Own Identity: Location does not supply its own identity criteria, inheriting identity from the spatial relationships it describes (-O). Unity: Locations can be either defined by fixed boundaries or lack clear boundaries, forming arbitrary spatial divisions, which makes Location non-unifying. Locations must be designated within larger frameworks that provide their spatial context, implying dependence on the existence of an environment to be meaningful (+D)."	
Fruit	http://example.org/guarino-messy#Fruit	+R	+I	+O	+U	-D	Sortal (Fuzzy Natural Kind)	"""Fruit"" is a sortal concept that categorizes edible ripened ovary of flowering plants, typically having seeds. Sortals are rigid because an entity is essentially a fruit - if it is a fruit, it cannot cease to be one without ceasing to exist. Fruits carry identity conditions - they maintain continuity based on their biological structure and development (+I). Fruits supply their own unique identity condition based on their intrinsic biological organization (+O). Fruits are intrinsic wholes with clear boundaries (+U) but can sometimes form collectives or aggregates (e.g., a fruit salad), making it not entirely unifying in every case. Fruits can exist independently without intrinsically depending on other specific entities (-D)."	
Vertebrate	http://example.org/guarino-messy#Vertebrate	+R	+I	+O	+U	-D	Sortal (Natural Kind)	"""Vertebrate"" is a sortal concept that refers to a biological category of animals characterized by the presence of a vertebral column. This category is essential to the entities that belong to it, making it rigid (+R). Vertebrates carry identity criteria through their physical structure and evolutionary history, providing clear conditions for individuation and persistence (+I). The identity condition is supplied by the sortal itself, making it +O. As a biological category, vertebrates form intrinsic wholes with functional integration of their parts (+U). Vertebrates can exist independently without intrinsically depending on other specific entities (-D)."	
Caterpillar	http://example.org/guarino-messy#Caterpillar	~R	+I	+O	+U	+D	Phase	A caterpillar is a stage in the life cycle of certain insects, specifically the larvae of butterflies and moths. As such, being a caterpillar is a phase in the life of these insects. This makes the property anti-rigid (~R), as the same insect can change from a caterpillar to a pupa or adult form. Caterpillars are individuals that carry their own identity and have clear criteria for individuation and persistence (+I). The identity condition of a caterpillar is supplied by its own unique characteristics, making it +O (Own Identity). However, the caterpillar phase does not create an intrinsic whole with integrated parts, but rather represents a temporary stage in the life cycle of an individual insect, which is typically +U (Unifying) for the insect as a whole, but not specifically for the caterpillar phase itself. Caterpillars are dependent on their parents and the environment for food and survival, making them +D (Dependent).	
Person	http://example.org/guarino-messy#Person	+R	+I	+O	+U	-D	Sortal	"""Person"" is a fundamental sortal category, referring to any human being. As a sortal, it is rigid (+R) because being a person is an essential aspect of the individual - a person cannot cease being a person without ceasing to exist (death = non-existence as that entity). This is in contrast to roles or phases, which are more contingent and not essential to the individual's identity. ""Person"" carries its own identity condition based on biological and psychological continuity (+I), making it a clear example of a sortal that supplies its own identity criteria. This also aligns with it having its own identity conditions (+O). As a sortal, persons are intrinsic wholes with clear boundaries, forming a unified entity (+U). Finally, a person can exist independently without intrinsically depending on other specific entities (-D)."	
LegalAgent	http://example.org/guarino-messy#LegalAgent	+R	+I	-O	-U	-D	Role	"""LegalAgent"" refers to entities that can be represented in law as having rights and obligations, such as individuals, companies, or governments. A legal agent can exist independently without being bound to another entity. However, its legal status can change over time (e.g., a company's incorporation status). Despite this, the essential characteristics of being a legal agent remain, making it rigid (+R). A legal agent carries identity, as it is individuated through its legal personality and can be recognized as a distinct entity (+I). However, the concept of ""LegalAgent"" does not supply its own identity condition, inheriting it from its legal context (-O). Legal agents can be viewed as intrinsic wholes, as they are cohesive entities with a defined scope (-U). Dependence: Legal agents can exist independently without intrinsically depending on other specific entities (-D)."	
Entity	http://example.org/guarino-messy#Entity	+R	+I	-O	-U	-D	Sortal (Basic, Overarching Category)	"""Entity"" is a general term referring to anything that exists or has being, broadly encompassing objects, events, processes, and abstractions. Rigidity: An entity, by definition, must exist or not exist - if it exists, its existence is essential to its being, making it rigid (+R). Identity: The concept of an entity inherently implies criteria for individuation and persistence, suggesting it carries identity (+I). However, ""Entity"" is too broad to supply its own identity condition as it inherits from more specific categories (-O). The term does not imply intrinsic unity or wholeness, as entities can be diverse and separate (-U). Dependence: The concept of entity does not imply a necessity for dependence on other entities (-D). This makes ""Entity"" akin to a basic, overarching category that does not add new properties but encompasses a broad range of things."	
Organization	http://example.org/guarino-messy#Organization	+R	+I	+O	+U	+D	Sortal	"""Organization"" refers to a complex social entity consisting of people working together towards common goals. An organization is rigid in the sense that it cannot exist without its constitutive members, departments, and structures, making it +R (Rigid). Organizations carry their own identity condition, which includes factors such as mission, purpose, leadership, and governance (+I). This identity condition is also inherent and not inherited from elsewhere, making it +O (Own Identity). Organizations are typically holistic systems with integrated parts working together for a common purpose, making them +U (Unifying). However, the dependence of organizations on their human members and external resources can be seen as both independent in the sense that organizations can exist with a certain degree of autonomy but also dependent on the people and resources that comprise them. This analysis leans towards +D (Dependent)."	
Agent	http://example.org/guarino-messy#Agent	-R	+I	-O	+U	-D	Role (typically of entities that possess the capabilities or properties associated with intentional action)	"""Agent"" typically refers to entities capable of intentional action, goal-directed behavior, or effective causation. This concept is often used in various disciplines, including philosophy, social sciences, and artificial intelligence. Rigidity: The status of being an agent is not essential to an entity's existence - an agent can cease being an agent without ceasing to exist (e.g., a person losing their autonomy). However, being capable of action does suggest a degree of independence and freedom from external control, making it not entirely non-rigid. Identity: Agents carry identity conditions - they maintain continuity through actions and goals, allowing for individuation and persistence (+I). Own Identity: The concept of ""Agent"" inherits identity from sortal concepts like ""Person"" or ""Organization"", as these are the basic categories that define agency (-O). Unity: Agents are not necessarily intrinsic wholes - an agent can be composed of multiple parts or entities working together (+U). Dependence: Agents can exist independently as self-sufficient entities, but their actions often depend on other entities or circumstances (-D)."	
Apple	http://example.org/guarino-messy#Apple	+R	+I	+O	+U	-D	Sortal	"""Apple"" is a fundamental sortal category referring to a specific type of fruit with distinct biological characteristics. This means it's essential to an individual's identity as an apple to maintain certain biological properties (e.g., structure, function, reproduction). Thus, being an apple is +R (Rigid), as losing those properties would result in a different entity altogether. As a sortal, ""Apple"" carries its own identity condition based on biological organization and function (+I). Since it's a fundamental sortal, it supplies its own unique identity criteria (+O). Apples are also intrinsic wholes with functional integration of their parts, making them +U (Unifying). Finally, apples can exist independently as self-sufficient entities without intrinsically depending on other specific entities (-D)."	
