term	uri	rigidity	identity	own_identity	unity	dependence	classification	rigidity_reasoning	identity_reasoning	own_identity_reasoning	unity_reasoning	dependence_reasoning	error
LivingBeing	http://example.org/guarino-messy#LivingBeing	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	LivingBeing is a rigid property because anything that is a living being is necessarily a living being in all possible worlds where it exists. An entity cannot be a living being in one possible world and a non-living being in another while remaining the same entity. The property of being alive (having biological functions, metabolism, etc.) is essential to the identity of a living being. If something ceases to be living, it becomes a different kind of entity (e.g., a corpse, which is fundamentally different from a living being). This is similar to Person in the given examples - the property is carried necessarily by all its instances throughout their existence as that kind of entity.	LivingBeing carries an identity condition. Living beings can be distinguished and re-identified over time through biological continuity criteria such as genetic makeup (DNA), continuous biological processes, and spatio-temporal continuity of their organism. While LivingBeing may not supply its own identity condition (likely inherited from more specific biological categories like Organism or Animal), it does carry identity conditions that allow us to distinguish one living being from another and track the same individual through time despite changes in properties. For example, we can identify that a particular tree or animal remains the same individual living being over its lifespan, even as it grows, changes form, or replaces cells. This satisfies the requirement for +I as instances can be individuated and re-identified according to principles of biological identity.	LivingBeing supplies its own identity condition based on biological continuity and life processes. A living being maintains identity through continuous biological functioning and metabolic processes, even as its matter changes over time. This is a fundamental IC distinct from mere physical or chemical identity - a living being is not simply reducible to its constituent matter (which constantly changes through metabolism) or its physical configuration. The identity of a living being is tied to its continuous life processes and biological organization, which LivingBeing itself supplies as a novel criterion not inherited from more general properties like PhysicalObject or AmountOfMatter.	LivingBeing carries a unity condition as all its instances are intrinsic wholes with clear mereological structure. Living beings exhibit topological unity (continuous physical boundaries), morphological unity (characteristic shape/form), and functional unity (integrated biological systems where parts work together for life-sustaining processes). The parts of a living being (organs, cells, tissues) are bound together by biological organization and cannot be arbitrarily divided while maintaining the entity's status as a living being. This unity persists throughout the entity's existence - a living being maintains its wholeness under a biological unity condition that distinguishes its integrated parts from the rest of the world. This applies across all instances of LivingBeing, whether plants, animals, or microorganisms.	LivingBeing is independent (-D) because instances of living beings do not intrinsically depend on other specific external entities for their existence. While living beings may have internal dependencies (organs, cells) and require environmental conditions (oxygen, nutrients), these are either parts/constituents of the organism or general environmental requirements, not dependencies on specific other entities that are external to them. A living being exists as a self-contained individual without necessarily requiring another distinct entity to exist. This contrasts with dependent properties like PARENT (which requires CHILD) or STUDENT (which requires SCHOOL), where the very nature of being an instance requires a specific external entity.	
SocialEntity	http://example.org/guarino-messy#SocialEntity	+R	+I	+O	-U	-D	Sortal (Rigid, supplies identity)	SocialEntity is a rigid property because anything that is a social entity is necessarily and essentially a social entity across all possible worlds. Social entities (such as organizations, institutions, communities) maintain their nature as social constructs throughout their existence. An entity cannot be a social entity in one possible world and not a social entity in another while remaining the same entity. The property of being socially constituted is essential and definitional - if something is a social entity, it must be so by its very nature, as opposed to physical entities or abstract entities which have fundamentally different ontological natures. This is similar to how PERSON is rigid - the category represents a fundamental ontological classification that cannot be shed while maintaining identity.	SocialEntity carries an identity condition. Social entities (organizations, institutions, groups, etc.) have established identity criteria that allow them to be distinguished and re-identified over time. For example, a corporation maintains identity through legal registration, charter documents, and continuity of legal personhood despite changes in membership, leadership, or even name. A family maintains identity through genealogical relationships. A nation-state has territorial boundaries, governmental structures, and legal recognition. While the IC may vary by the specific type of social entity, the property itself inherits or carries identity conditions that allow us to distinguish one social entity from another and re-identify it across time, even as its members, structure, or other properties change. This makes SocialEntity a sortal property (+I).	SocialEntity supplies its own identity condition as a fundamental rigid property in the social domain. Social entities (organizations, institutions, groups) have identity conditions distinct from physical objects - they persist through complete turnover of members and changes in physical instantiation. Their identity is grounded in social recognition, institutional continuity, roles, and constitutive rules (e.g., 'the same university' despite changing students/faculty, 'the same company' despite changing employees/assets). This IC is not inherited from a more general property but is supplied at this level to distinguish social from physical or other types of entities.	SocialEntity is a broad category that encompasses diverse types of social constructs including persons, organizations, groups, and institutions. While some instances like Person are intrinsic wholes with biological unity (+U), and organizations may have functional unity, other instances like informal groups or social networks lack clear unified mereological structure. Since there is no single equivalence relation ω that applies to all instances of SocialEntity (persons have biological UCs, organizations have functional/legal UCs, informal groups may lack intrinsic unity altogether), this property does not carry a common unity condition. Therefore, SocialEntity is -U rather than +U or ~U.	SocialEntity is independent (-D) as instances can exist without necessarily depending on specific other entities external to them. While social entities like organizations or groups are composed of and involve multiple persons, these persons are constituent parts or members of the social entity itself, not external entities. The dependence is internal (on their parts/members) rather than external. For example, a Family exists through its members, but those members are constitutive of the family, not external to it. This contrasts with externally dependent properties like PARENT (which depends on CHILD as an external entity) or STUDENT (which depends on an educational institution). SocialEntity instances may require parts or constituents to exist, but they don't intrinsically depend on other entities that are separate from their own constitution.	
Location	http://example.org/guarino-messy#Location	+R	-I	-O	-U	-D	Attribution or Quality	Location is a rigid property because anything that is a location is necessarily a location in all possible worlds. A spatial region or place cannot cease to be a location while remaining the same entity - locationhood is an essential characteristic. If something is a location (like a geographic coordinate, a region of space, or a place), it cannot lose this property and still be identified as the same entity. This is similar to how Physical Object is rigid - the nature of being a location is fundamental to what the entity is, not a contingent or temporary feature.	Location does not carry an identity condition. While we can refer to locations (e.g., 'Paris', 'the corner of 5th and Main'), locations themselves lack intrinsic identity criteria that would allow us to distinguish one location from another independently of the entities or coordinate systems we use to describe them. A location is more like a spatial region or position, which are abstract entities without clear identity conditions - what makes 'this location' the same location over time is not inherent to the location itself but depends on external reference frames or coordinate systems. Locations are better understood as dependent particulars or as ways of describing where things are, rather than as sortals carrying their own identity conditions.	Location does not supply its own identity condition. As determined by the Identity analysis, Location is -I (does not carry identity). Since +O requires +I (a property cannot supply an identity condition without carrying one), and Location is -I, it must be -O. Location is a non-sortal property that doesn't provide criteria for individuating its instances - locations are typically identified through other properties like spatial coordinates, addresses, or geographical features, but Location itself doesn't supply these criteria.	Location does not carry a common unity condition for all its instances. Different types of locations have vastly different mereological structures: a city has integrated parts bound by administrative and social relations, a geographic region may have topological unity, while a coordinate point is atomic. Some locations like 'the area around the tree' are arbitrarily bounded with no intrinsic unity. Since there is no single equivalence relation ω that makes all location instances intrinsic wholes, Location is -U (lacks unity) rather than ~U (anti-unity), as some instances may indeed be wholes under their own specific unity conditions.	Location is independent (-D). Locations can exist without necessarily depending on other specific entities for their existence. A geographical place, spatial position, or area exists as a spatial reality regardless of whether other entities occupy it or reference it. While locations may be relationally defined (e.g., 'next to something'), the spatial region itself does not intrinsically require the existence of any particular external entity to exist. Locations are foundational spatial entities that serve as the basis for positioning other things, rather than depending on those things for their own existence.	
Fruit	http://example.org/guarino-messy#Fruit	-R	+I	+O	+U	-D	Category or Mixin (Non-rigid)	Fruit is non-rigid because while an entity is a fruit (e.g., an apple on a tree), it can cease to be a fruit while remaining the same entity (e.g., through decay, consumption, or transformation). The property of being a fruit is not essential to the entity across all possible worlds - a particular physical object that is a fruit could exist in states where it is no longer recognizably a fruit, yet remains the same underlying matter or entity. Unlike Person, which is necessarily a person in all worlds where that person exists, an entity that is a fruit need not be a fruit in all possible circumstances while maintaining its identity.	FRUIT carries an identity condition. As a physical object with a botanical origin, each fruit instance can be individuated and re-identified through spatio-temporal continuity. A specific apple, for example, can be tracked over time as the same individual fruit through its continuous existence in space-time, despite undergoing changes (ripening, minor damage, etc.). The identity condition is inherited from more general rigid properties like PHYSICAL OBJECT, which supplies identity based on spatio-temporal location and continuity. While FRUIT itself may not supply its own unique identity condition (+O), it carries the identity condition (+I) from its subsuming properties, allowing us to distinguish one fruit from another and re-identify the same fruit at different times.	Fruit supplies its own identity condition as a biological entity. A fruit maintains identity through its developmental origin from a specific ovary of a specific flower, creating a distinct botanical structure. The identity condition 'developing from the same ovary structure' is not inherited from more general properties like Physical Object (which has mereological identity) or Biological Entity, but is specific to what makes a fruit identifiable as that particular fruit. This botanical origin provides a rigid basis for tracking identity throughout the fruit's existence from formation to decay, making Fruit a property that supplies its own IC rather than merely inheriting one.	A fruit is an intrinsic whole with a clear mereological structure unified by both topological and functional principles. All parts of a fruit (skin, flesh, seeds, core, etc.) are topologically connected and functionally integrated as a botanical organ developed from the ovary of a flowering plant. Each instance of fruit maintains this unity condition throughout its existence - if parts are removed or the fruit is divided, what remains are fruit parts, not complete fruits. The parts are bound together by their biological function and structural integration, making each fruit instance a maximal self-connected whole under this unifying relation.	A fruit, once it comes into existence as a discrete physical object, does not intrinsically depend on other entities for its continued existence. While a fruit originates from a plant and may have been dependent during its formation, once it exists as a distinct entity (whether attached to or separated from the plant), it can exist independently. The fruit is a complete physical object with its own material constitution and does not require the existence of any external entity (like the parent plant, seeds, or consumers) to maintain its existence as a fruit. Unlike Student (which cannot be a student without an educational institution) or Parasite (which cannot exist without a host), a fruit can exist as a fruit without necessarily requiring any other specific entity to exist.	
Vertebrate	http://example.org/guarino-messy#Vertebrate	+R	+I	-O	+U	-D	Sortal (Rigid, carries identity)	Vertebrate is a rigid property because any entity that is a vertebrate (possessing a backbone/spinal column) is necessarily and essentially a vertebrate in all possible worlds. An organism cannot cease to be a vertebrate while remaining the same individual - the presence of a vertebral column is a fundamental biological characteristic that defines the entity throughout its existence. If something is a vertebrate, it must be a vertebrate at all times of its existence; it cannot gain or lose this property contingently.	Vertebrate carries an identity condition. As a biological classification, vertebrates are individual organisms that can be distinguished and re-identified through various biological and physical criteria. Each vertebrate instance (a particular dog, cat, fish, etc.) has continuous spatio-temporal existence and can be tracked over time through physical continuity, DNA, and other biological markers. Vertebrate inherits identity conditions from its superclass (likely Animal or Organism), which supply the fundamental IC for living beings - namely, continuous biological organization and spatio-temporal continuity. Individual vertebrates maintain their identity through growth, change, and time, despite replacing cells and parts. Therefore, Vertebrate is a sortal property carrying +I.	Vertebrate does not supply its own identity condition. As a biological kind, it inherits its identity condition from a more fundamental rigid property like Animal or Organism. The identity of a vertebrate (what makes this vertebrate the same vertebrate over time) is not grounded in having a backbone per se, but in being a particular living organism. The property 'having a backbone' is a structural criterion for classification, not an identity criterion. The IC comes from the more general sortal that grounds biological identity (e.g., same organism = same genetic origin and continuous life). Therefore, Vertebrate carries an IC (+I) but does not supply it (-O).	Vertebrate carries a unity condition because all its instances (mammals, birds, reptiles, fish, amphibians) are integrated biological organisms with a clear mereological structure. Each vertebrate is an intrinsic whole unified by topological continuity (connected body parts), morphological organization (integrated skeletal and organ systems centered around the vertebral column), and functional integration (coordinated physiological systems). The vertebral column itself represents a unifying structural element. All parts of a vertebrate organism are bound together through biological processes and spatial-temporal continuity that distinguishes them from the rest of the world. A vertebrate cannot exist as scattered or disconnected parts while maintaining its identity as a living vertebrate - the parts must be integrated into a functional, biological whole throughout its existence.	Vertebrate instances (animals with backbones) do not intrinsically depend on other entities for their existence. While vertebrates may have ecological relationships or dependencies (predator-prey, symbiotic relationships, etc.), these are not constitutive of what makes something a vertebrate. A vertebrate exists as a biological organism independently - its defining characteristic (having a backbone/vertebral column) is an intrinsic structural property. Unlike cases such as PARENT (which requires CHILD) or EMPLOYEE (which requires EMPLOYER), there is no other entity that must necessarily exist for something to be a vertebrate. The vertebrate's parts (backbone, organs) are constituents of the organism itself, not external entities.	
Caterpillar	http://example.org/guarino-messy#Caterpillar	~R	+I	-O	+U	-D	Role or Phase (Anti-rigid)	Caterpillar is anti-rigid because it represents a temporal phase in the life cycle of certain insects (butterflies and moths). Any individual that is a caterpillar necessarily exists in a state where it is not permanently a caterpillar - it will either transform into a butterfly/moth or cease to exist. No entity can be essentially and permanently a caterpillar across all possible worlds; being a caterpillar is by definition a temporary, contingent property. The same individual organism that is a caterpillar at time t1 will necessarily not be a caterpillar at time t2 (when it becomes a butterfly). This makes it a phase-dependent property, which is characteristically anti-rigid.	Caterpillar carries an identity condition. As a biological organism and life stage of a lepidopteran, individual caterpillars can be distinguished and re-identified through various means: genetic identity (DNA), spatio-temporal continuity of the physical body, and biological development trajectory. Even though a caterpillar undergoes metamorphosis into a butterfly or moth, the same individual organism persists through this transformation, maintaining genetic and biological identity. The property inherits identity conditions from its subsuming rigid properties (likely ORGANISM or ANIMAL), making it +I even if it doesn't supply its own IC (+O).	Caterpillar does not supply its own identity condition. As a life stage of a butterfly/moth (larval form), it inherits its identity condition from the more general rigid property of being a biological organism or insect individual. The same organism that is a caterpillar at time t1 becomes a butterfly/moth at time t2, maintaining identity throughout metamorphosis. Therefore, the identity condition is supplied by a higher-level biological sortal (such as ORGANISM or INSECT INDIVIDUAL), not by the non-rigid phase property CATERPILLAR itself.	A caterpillar is a biological organism with a clear mereological structure where all parts (segments, organs, tissues) are topologically and functionally connected through biological processes. The parts are bound together by biological unity relations - they work as an integrated whole to maintain the organism's life functions. A caterpillar has definite boundaries that distinguish its parts from the rest of the world, and these parts remain unified throughout its existence as a caterpillar (until metamorphosis). It satisfies topological unity (continuous body), morphological unity (segmented larval form), and functional unity (integrated biological systems). All instances of caterpillar are intrinsic wholes under the same biological unity condition.	A caterpillar is an independent biological entity that exists as a complete organism. While it has biological relationships (will metamorphose into a butterfly/moth, requires food sources, has a parent organism), it does not have an intrinsic existential dependence on another entity for its existence as a caterpillar. It is a self-sufficient organism during its larval stage - it can exist, move, eat, and function as a caterpillar without necessarily depending on any specific external entity that is not a part or constituent of itself. The dependence on food or environment is not the kind of notional dependence meant here, which requires a necessary relationship to another entity (like Parent requires Child). A caterpillar simply exists as an independent living organism.	
Person	http://example.org/guarino-messy#Person	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	Person is a rigid property because anything that is a person is necessarily a person in all possible worlds. An entity cannot cease to be a person while remaining the same individual - if something is a person, it must be a person throughout its entire existence. This is a paradigmatic example of rigidity, as personhood is an essential property that defines the fundamental nature of its instances across all possible circumstances.	Person clearly carries an identity condition. Instances of Person can be distinguished and re-identified through various criteria such as DNA, fingerprints, social security numbers, or spatio-temporal continuity. The text explicitly uses PERSON as a primary example of a +I property, stating 'the property PERSON can be seen as carrying an IC if relations like having-the-same-SSN or having-the-same-fingerprints are assumed to satisfy (1).' Person is a paradigmatic sortal property that provides principled ways to determine whether two instances are the same person across time and contexts.	Person supplies its own identity condition. As a fundamental sortal property representing human beings, Person provides its own global identity criteria (such as having the same DNA, fingerprints, or continuous physical/psychological continuity through time) rather than inheriting them from a more general property. Person is a rigid property that serves as the basis for identity of individual human beings across time and possible worlds, making it a clear example of a property that supplies (+O) rather than merely carries an identity condition.	Person carries a unity condition (+U) because all instances are intrinsic wholes under a biological/functional equivalence relation. A person has integrated parts (organs, limbs, biological systems) that are bound together through physiological and functional connections throughout their existence. The parts of a person form a maximally self-connected whole - each part is connected to all other parts through biological unity and nothing else external to the person. This unity persists across time as long as the person exists, making persons intrinsic wholes rather than arbitrary collections or mere amounts of matter. The biological and functional integration clearly distinguishes a person from scattered objects or mere aggregates.	Person is independent (-D) because instances of Person can exist without necessarily depending on specific other entities external to themselves. While persons have parts (organs, body) and may have various relationships (parent, employee, citizen), these relationships are not essential to their existence as persons. A person remains a person regardless of their social roles or relationships. The property Person does not require the necessary existence of any external entity that is not a part or constituent of the person themselves.	
LegalAgent	http://example.org/guarino-messy#LegalAgent	~R	+I	+O	-U	-D	Role or Phase (Anti-rigid)	LegalAgent is anti-rigid because it represents a role or status that entities acquire contingently. An entity (whether a person or organization) becomes a legal agent by gaining legal standing, capacity, or recognition within a legal system - they are not born as legal agents necessarily. A person, for example, can exist before having legal agency (as a minor without full legal capacity) and could theoretically lose legal agency under certain legal frameworks. The property is contingent and role-based rather than essential to the entity's identity across all possible worlds. All instances of LegalAgent are not necessarily legal agents - they have this status conditionally based on legal recognition.	LegalAgent carries an identity condition. Legal agents (whether natural persons or legal entities like corporations) must be distinctly identifiable within legal systems to participate in legal relations, enter contracts, own property, and bear rights and responsibilities. They carry identity conditions through mechanisms such as: for natural persons - biometric data, government-issued identification numbers, birth certificates; for legal entities - registration numbers, articles of incorporation, jurisdiction of formation. Legal systems universally require unique identification of agents to function properly, making this a clear case of +I. The very concept of legal agency necessitates persistent, re-identifiable entities across time and legal contexts.	LegalAgent supplies its own identity condition because it establishes a fundamental legal identity criterion distinct from physical or biological identity. Legal agents are individuated by legal recognition and legal capacity (e.g., legal registration numbers, legal personality status), not by physical composition or biological characteristics. This represents a new, independent identity criterion that is not inherited from more general properties like PhysicalObject or BiologicalEntity. A legal agent maintains its legal identity even when the underlying physical entity changes (e.g., a corporation remains the same legal entity despite changing all employees and assets). Therefore, LegalAgent supplies its own global identity condition based on legal personhood and legal individuation mechanisms.	LegalAgent does not carry a common unity condition for all its instances. While all instances of LegalAgent are intrinsic wholes (persons with biological unity, corporations with functional/legal unity, partnerships with organizational unity), there is no single equivalence relation ω that provides unity for all legal agents. A person's unity is based on biological/topological connection, while a corporation's unity is based on functional/legal relationships. Each subtype has its own distinct unity condition, but LegalAgent itself does not carry a unified UC across all instances. This matches the example given in the background: 'Legal Agent, all of whose instances are intrinsic wholes (some people, some companies), however there is not a single relation omega for all of them (since persons and companies may have different UCs).'	LegalAgent is independent (-D). A legal agent is an entity with legal capacity to act, enter contracts, and bear legal responsibilities. While legal agents operate within legal systems and their status is granted by legal frameworks, they do not intrinsically depend on specific other entities for their existence. A person, corporation, or other legal agent can exist as an entity without necessarily depending on particular external entities. The legal capacity itself is a property of the agent, not a dependence relationship. Unlike PARENT (which requires CHILD) or STUDENT (which requires SCHOOL), a legal agent's existence and identity are not contingent upon specific other entities - they simply possess legal standing within a legal system.	
Entity	http://example.org/guarino-messy#Entity	+R	+I	+O	-U	-D	Sortal (Rigid, supplies identity)	Entity is rigid (+R) because it represents the most general category of existence - anything that exists or can exist. If something is an entity, it is necessarily an entity in all possible worlds where it exists. There is no possible world where something that is an entity could cease to be an entity while remaining the same thing. An entity cannot lose its 'entity-hood' and still exist as the same individual. This is analogous to the example of PERSON being rigid - if x is an entity, it must be an entity in every possible world where x exists.	Entity carries an identity condition as it represents individual things that can be distinguished and re-identified over time. Each entity instance has spatio-temporal continuity or some form of persistence that allows it to be the same entity across different times. Entity is the most general sortal property - it provides the fundamental capacity for individuation that allows us to count, refer to, and track distinct things in our ontology. Without identity at this level, we could not distinguish one entity from another or maintain reference to the same entity over time. While Entity may not supply a specific identity criterion (it's too general), it inherently carries the notion that its instances are individuable and identifiable, making it +I rather than -I.	Entity is the most general category in ontology - it is the top-level rigid property that encompasses all things that can exist. As the ultimate sortal, it must supply its own identity condition since there is no more general property from which it could inherit one. The identity condition for Entity would be the most basic form: numerical identity itself (x=y). Every entity is identical to itself and distinct from all other entities. This is the foundational IC that all more specific properties either inherit or specialize.	Entity is the most general property in ontology, encompassing everything that exists or can exist. Its instances include both intrinsic wholes (like persons, cars) and non-wholes (like amounts of matter, scattered objects, collections). Since there is no single equivalence relation ω that makes all entities intrinsic wholes, and instances can range from highly integrated objects to arbitrary aggregates, Entity does not carry a unity condition. It is maximally general and neutral with respect to mereological structure.	Entity is the most general, top-level concept in any ontological hierarchy. By definition, it encompasses all things that can exist or be conceived of, including both dependent and independent entities. Entity itself does not intrinsically depend on any other entity for its existence - it is the foundational category that includes everything. An instance of Entity (anything that exists) does not necessarily require the existence of another specific entity outside itself. Entity is maximally independent as it represents the universal domain of discourse.	
Organization	http://example.org/guarino-messy#Organization	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	Organization is a rigid property because anything that is an organization is necessarily an organization in all possible worlds where it exists. An entity cannot be an organization at one time and not be an organization at another time while remaining the same entity. If something ceases to be an organization (e.g., a company dissolves), that entity ceases to exist entirely - it doesn't continue existing as a non-organization. The organizational structure and nature are essential to the identity of the entity itself. This is analogous to Person - just as a person cannot stop being a person while continuing to exist as the same entity, an organization cannot stop being an organization while maintaining its identity.	Organization carries an identity condition. Organizations can be distinguished and re-identified over time through various identity criteria such as legal registration numbers, official names, founding documents, or legal entity status. An organization maintains its identity even as members change, locations shift, or activities evolve. For example, a company registered with a specific incorporation number remains the same organization through changes in employees, management, or even ownership structure. This satisfies the requirement for synchronic and diachronic identity - we can identify the same organization at different times despite changes in its constituents.	Organization supplies its own identity condition. Organizations have unique, global identity criteria that are distinct from and not inherited from more general properties. An organization can be identified through criteria such as: having the same legal registration/charter, having the same founding documents, or having the same institutional continuity. These identity conditions are specific to organizations - they are not merely inherited from broader properties like 'Social Entity' or 'Agent'. For example, two organizations are the same if they have the same legal charter and institutional identity, even if membership changes over time. This is a rigid property that supplies its own IC, making it +O.	Organization carries a unity condition. Instances of Organization (e.g., a company, university, government agency) are intrinsic wholes unified by functional and organizational relations among their members and structural components. The parts (employees, departments, assets) are bound together by formal relationships, roles, and functional dependencies that distinguish organizational parts from non-parts. A person is part of an organization through employment/membership relations, not through arbitrary aggregation. The organization maintains its wholeness through these unifying relational structures, even as individual members change, making instances intrinsic wholes under an organizational equivalence relation.	An Organization is independent (-D) because it does not intrinsically depend on any specific external entity for its existence. While an organization requires members (people) to exist, these members are constituent parts of the organization itself, not external entities. The definition of external dependence explicitly excludes dependencies on parts or constituents. An organization can continue to exist even as individual members change over time, demonstrating that it doesn't depend on any specific external entity. Like PERSON being independent of its heart (which is a part), ORGANIZATION is independent even though it requires members as constituents.	
Agent	http://example.org/guarino-messy#Agent	~R	+I	+O	-U	-D	Role or Phase (Anti-rigid)	Agent is anti-rigid because it represents a role that entities can contingently play. An entity (such as a person or organization) can become an agent by acquiring the capacity to act or by being designated to act on behalf of another, and can cease to be an agent without ceasing to exist. For example, a person may become an agent when they start representing a client and stop being an agent when that relationship ends, yet remain the same person throughout. The property is not essential to any of its instances - it's a contingent role that can be acquired and lost while the underlying entity persists with its essential properties intact.	Agent carries an identity condition. Agents are entities that can perform actions and maintain identity through time. Whether human agents (identified by biological/physical continuity), artificial agents (software agents with unique identifiers), or organizational agents (legal entities with registration), agents have principled ways to be distinguished and re-identified across time. The property of being an agent is typically associated with some form of persistent identity that allows us to track the same agent through its various actions and states, even as its properties may change. This aligns with sortal properties that provide identity conditions for their instances.	Agent supplies its own identity condition. As a fundamental ontological category, Agent provides the global IC for identifying individual agents across time based on their autonomous, goal-directed capabilities and continuous existence as intentional systems. While more specific properties like Person or Organization may refine this IC with additional criteria (SSN, registration numbers), the core identity condition for what makes an agent the same agent over time is supplied at this level - namely, continuity of agency and autonomous identity. Agent does not inherit its IC from a more general property; rather, it establishes the foundational identity criteria for all its specializations.	Agent is a highly abstract property that encompasses diverse types of entities with different unity conditions. While many instances of Agent are intrinsic wholes (e.g., individual persons with biological unity, organizations with functional/legal unity, software agents with computational unity), there is no single common equivalence relation ω that unifies all instances. A human agent has biological/morphological unity, a corporate agent has functional/legal unity, and an AI agent has computational unity. Since Agent doesn't carry a uniform unity condition applicable to all its instances, it is -U rather than +U. It is not ~U because many of its instances (like individual persons or bounded software processes) are indeed intrinsic wholes, just not under a common UC.	Agent is an independent property. An agent is fundamentally a bearer of autonomous action or agency - something that can act, decide, or exert causal influence. While agents may interact with or depend on various entities for particular actions or functions (e.g., resources, environment), they do not intrinsically require any specific external entity to exist as agents. A person, robot, organization, or software agent can exist as an agent without necessarily depending on any particular external entity - their capacity for agency is intrinsic to them rather than relationally dependent on something else external to them.	
Apple	http://example.org/guarino-messy#Apple	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	Apple is a rigid property because anything that is an apple is necessarily an apple in all possible worlds where it exists. An apple cannot cease to be an apple and remain the same individual entity - if an apple rots or is transformed into something else (like applesauce), it is no longer that same apple, but a different entity. The property of being an apple is essential to the identity of the entity throughout its existence as that particular thing. Unlike roles (e.g., 'red apple') or phases (e.g., 'ripe apple'), which can change while the apple remains the same apple, the fundamental classification as an apple itself cannot change while maintaining identity.	Apple carries an identity condition. As a physical object (a fruit), individual apples can be distinguished and re-identified through spatio-temporal continuity - a specific apple maintains its identity over time through continuous existence in space-time, even as it may change properties (ripening, bruising, etc.). While apples may share many properties, each individual apple has a determinate location and trajectory through space-time that serves as an identity criterion. This aligns with PHYSICAL OBJECT being +I, as apples are concrete particulars with clear spatiotemporal boundaries that enable tracking the same apple across different times.	Apple as a natural kind (biological species) supplies its own identity condition based on genetic/biological criteria that distinguish one apple from another apple. While it may inherit some identity conditions from more general properties like Fruit or Physical Object, Apple provides its own specific identity criterion (e.g., being the same continuous biological organism with apple-specific genetic structure). This is distinct from merely inheriting IC from a parent property - Apple establishes what makes one apple the same apple over time through its nature as a discrete biological entity of this particular species.	An apple is a paradigmatic example of an intrinsic whole with topological, morphological, and functional unity. Its parts (skin, flesh, core, seeds, stem) are bound together by biological/organic connection and form an integrated functional unit throughout the apple's existence. The parts cannot be arbitrarily selected - they are unified by being part of the same biological organism/fruit. An apple maintains this wholeness condition throughout its lifecycle as an apple; if significantly dismembered (e.g., cut into scattered pieces), it ceases to be an apple and becomes 'pieces of apple' or 'apple parts.' This satisfies the requirement that all instances are intrinsic wholes under a common equivalence relation (organic/biological connection).	An apple is a physical object (fruit) that can exist independently without intrinsically depending on other specific entities for its existence. While an apple originates from an apple tree and may require certain environmental conditions to come into existence initially, once it exists as an entity, it does not maintain an essential existential dependence on any external entity. The apple can exist separately from the tree, from consumers, or from any other specific entities. It is a self-sufficient physical object whose continued existence does not require the necessary existence of other entities external to itself.	
