term	uri	rigidity	identity	own_identity	unity	dependence	classification	reasoning	error
LivingBeing	http://example.org/guarino-messy#LivingBeing	+R	+I	+O	+U	-D	Type	LivingBeing is a rigid property (+R) because an entity that is a living being is necessarily so in all possible worlds where it exists - nothing can stop being a living being and remain the same entity (when it dies, it ceases to exist as that entity). It supplies its own identity condition (+O, thus +I) based on biological continuity and life processes - what makes the same living being the same across time is tied to continuous biological functioning and metabolic processes. It carries unity (+U) as living beings are paradigmatic examples of intrinsic wholes with biological/functional unity - their parts are bound together by biological organization and life processes. It is independent (-D) as living beings exist in their own right, not essentially dependent on other external entities. This combination (+O, +I, +R, -D) classifies LivingBeing as a Type - a fundamental category that supplies identity and serves as a backbone sortal in ontologies, as suggested in the paper's example taxonomies where LIVING-BEING appears as a key organizing concept.	
SocialEntity	http://example.org/guarino-messy#SocialEntity	+R	+I	+O	+U	-D	Type	SOCIAL ENTITY is analyzed as a rigid property (+R) because entities like organizations, communities, or nations remain social entities throughout their existence - they cannot cease being social entities while continuing to exist as the same entity. It carries identity (+I) and supplies its own identity condition (+O) - social entities have distinct identity criteria based on their social structure, membership rules, and institutional frameworks that distinguish one social entity from another (e.g., what makes Organization A different from Organization B). The property exhibits unity (+U) as social entities are conceived as pluralities with 'social unity' - they are wholes bound together by social relationships and structures, not mere aggregates. While social entities depend on their members to exist, this is better understood as a constitution relation rather than external dependence, so -D is assigned. The combination of +R, +O (which implies +I), and the ability to supply identity criteria for collective social entities qualifies SOCIAL ENTITY as a Type in the formal ontology framework.	
Location	http://example.org/guarino-messy#Location	+R	-I	-O	-U	-D	Category	Location is a rigid property that applies necessarily to its instances (a spatial or temporal region cannot cease to be a location while remaining the same entity). However, it does not carry identity conditions - there is no clear criterion for when two locations are the same location across all contexts (locations can be spatial regions, temporal regions, connected or disconnected). The paper explicitly mentions Location as an example of a Category in the taxonomy cleaning example, noting locations can be 'spatial or temporal regions' and 'can be either connected or not', thus no unity condition (-U). Locations are ontologically independent entities (-D). As a Category, it is rigid but lacks identity conditions, serving as a high-level organizing principle that 'carves the domain into useful segments.'	
Fruit	http://example.org/guarino-messy#Fruit	+R	+I	+O	+U	-D	Type	FRUIT is a rigid property (+R) because once something is a fruit (the mature ovary of a flowering plant), it remains essentially a fruit throughout its existence - an apple cannot cease to be a fruit while continuing to exist as the same entity. It carries and supplies its own identity condition (+I, +O) based on botanical origin and developmental process (the transformation of a flower's ovary after fertilization). Each fruit instance is an intrinsic whole (+U) with topological and morphological unity - it has definite boundaries and unified structure. FRUIT is independent (-D) as fruits do not require external entities beyond their own constitution to exist (though they historically depended on a plant, once formed they exist independently). As a rigid property supplying its own identity, FRUIT qualifies as a Type - a fundamental natural kind in biological taxonomy that provides identity conditions for its instances.	
Vertebrate	http://example.org/guarino-messy#Vertebrate	+R	+I	-O	+U	-D	Quasi-Type	VERTEBRATE is rigid (+R) because any vertebrate is necessarily a vertebrate in all possible worlds - an entity cannot cease being a vertebrate while continuing to exist. It carries identity (+I) as it is subsumed by biological types like ANIMAL that supply identity conditions. However, it does not supply its own identity (-O) but rather inherits it from its superordinate type (likely ANIMAL or LIVING BEING). The paper explicitly mentions 'VERTEBRATE-ANIMAL' as an example of a quasi-type. Vertebrates have unity (+U) as they are biological wholes with integrated parts bound by biological organization. They are independent (-D) as they don't require external entities to exist beyond their constituent parts. As a rigid sortal that carries but does not supply identity, VERTEBRATE is classified as a Quasi-Type - it introduces necessary biological membership conditions (having a backbone/vertebral column) but inherits its identity criteria from more general biological types.	
Caterpillar	http://example.org/guarino-messy#Caterpillar	~R	+I	-O	+U	-D	Phased Sortal	CATERPILLAR is a classic phased sortal. It is anti-rigid (~R) because an entity that is a caterpillar does not remain one necessarily—it becomes a butterfly while remaining the same individual lepidopteran. It carries identity (+I) inherited from its subsuming type (LEPIDOPTERAN), but does not supply its own global identity condition (-O), only a local IC for that temporal phase. A caterpillar is an intrinsic whole (+U) as a unified biological organism. It is independent (-D) as it exists as a complete entity without depending on another distinct entity for its existence (though biologically it may need food, this is not the ontological dependence meant here). As noted in the paper's example: 'an individual may at one time be a CATERPILLAR and at another time be a BUTTERFLY... it is still the same entity according to the global ICs' supplied by LEPIDOPTERAN.	
Person	http://example.org/guarino-messy#Person	+R	+I	+O	+U	-D	Type	PERSON is a paradigmatic example of a Type. It is rigid (+R) because if x is a person, x must be a person in every possible world where x exists - one cannot cease being a person while remaining the same individual. It supplies its own identity condition (+O), such as 'having the same fingerprints' or 'having the same SSN' as mentioned in the paper, making it also carry identity (+I). Persons are intrinsic wholes (+U) with clear boundaries distinguishing their parts from the rest of the world through biological/functional unity. Persons are independent (-D) as they do not require external entities (beyond their parts/constituents) to exist. As a Type, PERSON represents a fundamental sortal that supplies identity and serves as a backbone of the taxonomy, satisfying the Sortal Individuation principle.	
LegalAgent	http://example.org/guarino-messy#LegalAgent	~R	-I	-O	-U	+D	Formal Role	LegalAgent is a role property that entities acquire when involved in legal contracts or relationships. It is anti-rigid (~R) because entities are not necessarily legal agents in all possible worlds - a person becomes a legal agent only when participating in legal activities, and can cease to be one. It does not carry identity (-I, -O) because legal agents can be persons, organizations, or countries, each with different identity conditions - there is no single identity criterion for all legal agents. It lacks unity (-U) as its instances can be diverse wholes (individual persons, corporate bodies) without a common unifying relation. It is dependent (+D) because being a legal agent requires participation in legal relationships or contracts - one cannot be a legal agent in isolation. As an anti-rigid, dependent, non-sortal property, it classifies as a Formal Role, representing a relational status that entities can acquire and lose while maintaining their identity.	
Entity	http://example.org/guarino-messy#Entity	+R	-I	-O	-U	-D	Category	Entity is the most universal property in ontology, representing anything that can exist. It is +R (rigid) because everything that is an entity is necessarily so across all possible worlds - nothing can cease being an entity while continuing to exist. It is -I because Entity itself does not carry any identity condition - it is too general to supply criteria for distinguishing one entity from another. Consequently, it is -O (does not supply its own identity). It is -U because entities can be wholes, parts, or collections with no unified constraint. It is -D because the concept of entity does not depend on any other property - it is the most fundamental category. As a rigid property without identity (+R, -I, -O), Entity classifies as a Category - the highest-level rigid property that carves the domain but provides no identity criteria. Categories are 'properties that are rigid but do not carry identity' and are 'normally the highest level rigid properties in an ontology.'	
Organization	http://example.org/guarino-messy#Organization	+R	+I	+O	+U	-D	Type	ORGANIZATION is rigid (+R) because an organization necessarily remains an organization throughout its existence - it cannot cease being an organization while continuing to exist as the same entity. It supplies its own identity condition (+O, thus +I) since organizations have specific identity criteria (e.g., legal registration, continuity of purpose and structure) that distinguish one organization from another, even when membership changes. The paper explicitly notes that 'the same group of people can make different organizations,' indicating organizations are more than their constituent members and have distinct identity conditions. Organizations carry unity (+U) as they are intrinsic wholes bound together by organizational structure, governance, and purpose - they are not mere aggregates of people. Finally, organizations are independent (-D) as they exist as autonomous entities, not intrinsically dependent on any external entity for their existence (though they depend on having members, these are parts/constituents, not external dependencies). As a rigid property supplying its own identity (+O+R), ORGANIZATION qualifies as a Type - a fundamental kind in the ontology.	
Agent	http://example.org/guarino-messy#Agent	~R	-I	-O	-U	+D	Formal Role	Agent is anti-rigid (~R) because being an agent is contingent—an entity is only an agent while engaged in action or agency relationships, not necessarily so across all possible worlds. As stated in the paper's example, 'something is an agent only while it is involved in an action.' It does not carry identity (-I, -O) because agents can be persons, organizations, software systems, etc., each with different identity conditions—there's no common identity criterion for all agents. Agent lacks unity (-U) as its instances (individual persons, multi-person organizations) don't share a single unity condition. It is dependent (+D) because agency is relational—being an agent requires the existence of actions, patients, or contexts external to the agent itself. These characteristics (anti-rigid, non-sortal, dependent) classify Agent as a Formal Role—a top-level role property that cannot be subsumed by sortals and serves to organize role taxonomies.	
Apple	http://example.org/guarino-messy#Apple	+R	+I	+O	+U	-D	Type	APPLE is a natural kind term referring to a fruit. It is rigid (+R) because anything that is an apple is necessarily an apple in all possible worlds where it exists - an apple cannot cease being an apple while remaining the same entity. It supplies its own identity condition (+O, which implies +I) - apples have clear criteria for being the same apple over time (spatiotemporal continuity, biological development from the same organism). It carries unity (+U) as each apple is an intrinsic whole with functional and topological unity - all parts are bound together as a coherent biological entity. It is independent (-D) as apples do not require existential dependence on other entities beyond their constitutive parts (they needed to grow from a tree, but once existing, they are independent entities). As a rigid property that supplies its own identity (+O +R), APPLE is classified as a Type - the most fundamental category for sortals in the ontological framework.	
