term	uri	rigidity	identity	own_identity	unity	dependence	classification	rigidity_reasoning	identity_reasoning	own_identity_reasoning	unity_reasoning	dependence_reasoning	error
LivingBeing	http://example.org/guarino-messy#LivingBeing	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	LivingBeing is a rigid property because anything that is a living being is essentially a living being in all possible worlds where it exists. An entity cannot be a living being at one time and not be a living being at another time while remaining the same entity - if something ceases to be a living being (through death), it becomes a different kind of entity (a corpse, remains, etc.). The property of being alive is essential to the identity of a living being throughout its existence. Once an organism dies, it is no longer the same individual living being, but rather its remains. Therefore, LivingBeing is rigid (+R) as it is essential to all its instances in all possible worlds where those instances exist.	LivingBeing carries an identity condition. Living beings can be distinguished and re-identified over time through biological continuity - they maintain their identity through metabolic processes, genetic information, and continuous existence despite changes in their physical composition. A specific living being (e.g., a particular dog, tree, or bacterium) remains the same individual throughout its lifespan, even as cells are replaced and the organism grows or changes. The biological and spatio-temporal continuity provides clear criteria for distinguishing one living being from another and tracking it through time.	LivingBeing supplies its own identity condition based on biological individuality and continuity of life processes. A living being is identified by its autonomous biological organization, metabolic processes, and continuous existence as a self-maintaining organism. This identity condition is not inherited from a more general property but is fundamental to what it means to be a living being - the biological criteria that distinguish one living organism from another (genetic makeup, physical boundaries, homeostatic systems). Since LivingBeing provides this foundational biological identity criterion that applies globally to all instances, it supplies its own identity condition.	LivingBeing exhibits intrinsic unity as instances are integrated wholes with functionally interdependent parts. Living organisms possess clear mereological structure where components (organs, cells, systems) work together in coordinated ways to maintain life processes. The parts of a living being are not arbitrary - they form a unified biological system with metabolic integration, homeostatic regulation, and organized structural boundaries. This distinguishes living beings from mere collections or aggregates.	LivingBeing is independent as instances do not intrinsically depend on other specific entities for their existence. While living beings may depend on environmental conditions (oxygen, nutrients, habitat) or have biological relationships (parent-offspring, predator-prey), these are extrinsic dependencies rather than intrinsic identity dependencies. A living being's identity as a living organism is not constitutively dependent on any particular other entity - it exists as a self-sustaining biological system with its own intrinsic properties (metabolism, homeostasis, reproduction capacity). Unlike Student which cannot exist without an educational institution, or Parasite which cannot exist without a host, LivingBeing can exist independently as a fundamental natural kind.	
SocialEntity	http://example.org/guarino-messy#SocialEntity	+R	+I	+O	-U	-D	Sortal (Rigid, supplies identity)	SocialEntity is rigid because anything that is a social entity is necessarily a social entity in all possible worlds where it exists. A social entity (such as an organization, institution, or social group) cannot cease to be a social entity and become something of a fundamentally different nature (like a physical object or process) while maintaining its identity. If something is a social entity, this characterizes its essential nature - it is socially constructed and dependent on social relations. While specific types of social entities (like being a Corporation or Club) may be non-rigid roles, the general category of SocialEntity itself represents an essential classification that applies rigidly to its instances.	SocialEntity carries an identity condition. Social entities (organizations, institutions, groups, communities) can be distinguished and re-identified through their constitutive structure, membership composition, social roles, legal registration, or historical continuity. For example, a particular corporation maintains identity through legal charter and organizational structure, even as individual members change. A family maintains identity through kinship relations. While the specific identity criteria may vary by type of social entity (legal, institutional, informal groups), the category itself provides principled ways to distinguish one social entity from another and track it over time, making it +I.	SocialEntity supplies its own identity condition. Social entities are identified by their constitutive social relations, institutional roles, or collective agreements that define what makes each social entity the particular entity it is. For example, a corporation is identified by its legal charter and institutional framework, a nation by its territorial and governmental structure, and a social group by its membership and purpose. This identity condition is distinct from physical objects (identified by spatio-temporal continuity) or persons (identified by consciousness/biological continuity). SocialEntity introduces a new, social-relational basis for identity that is not inherited from more general properties.	SocialEntity lacks unity because it is an extremely broad category encompassing diverse types with radically different mereological structures. Some instances like organizations may have integrated functional structures (+U), while others like social networks or communities may be loosely connected aggregates (~U), and still others like social categories (e.g., 'the middle class') may have arbitrary membership with no inherent integration (-U). A person is a SocialEntity with biological unity, but so is a scattered diaspora community with no spatial or functional integration. The category itself does not carry unity commitments—it merely indicates participation in social reality. The parts and integration principles vary entirely depending on the specific subtype, making SocialEntity non-unifying at this level of generality.	SocialEntity is independent because instances of social entities (such as organizations, groups, communities, or institutions) can exist autonomously without intrinsically depending on any specific other entity for their existence. While social entities are composed of or involve individual persons or other social entities, they do not have an essential dependence on particular individuals - members can change while the social entity persists. For example, a company continues to exist even as employees come and go, and a community persists despite changes in its membership. The social entity's identity and existence are not tied to specific other entities in a way that makes it existentially dependent.	
Location	http://example.org/guarino-messy#Location	+R	+I	+O	-U	-D	Sortal (Rigid, supplies identity)	Location is rigid because anything that is a location is necessarily a location in all possible worlds where it exists. A place cannot cease to be a location while continuing to exist as the same entity - it would be a fundamental change in its nature. For example, a geographic region, a point in space, or an address is essentially a location; it cannot lose this property and remain the same entity. While the things AT a location may change, the location itself maintains its essential nature as a location.	Location carries an identity condition. Locations can be distinguished and re-identified through spatial coordinates or reference systems (geographic coordinates, addresses, spatial boundaries, etc.). A specific location maintains its identity over time through its spatial position relative to a coordinate system or spatial framework. For example, 'the corner of 5th Avenue and 42nd Street' or 'latitude 40.7128°N, longitude 74.0060°W' provides a clear identity condition that allows us to distinguish one location from another and re-identify the same location across time.	Location supplies its own identity condition through spatial coordinates or spatial relationships. A location is identified by where it is in space - two locations are the same if and only if they occupy the same spatial position or region. This identity criterion is intrinsic to what makes something a location, not inherited from a more general property. The spatial identity condition (same coordinates/same spatial extent = same location) is fundamental to the concept of Location itself.	Location is non-unifying because instances of locations do not necessarily constitute integrated wholes with a clear mereological structure. A location can be a topological region, a spatial extent, or an arbitrarily defined area without intrinsic unity. Locations can be scattered (e.g., 'the location of all McDonald's restaurants'), contiguous but non-integrated (e.g., 'the location north of the river'), or even abstract coordinate systems. Unlike entities with clear boundaries and integrated parts (like organisms or artifacts), locations lack inherent structural integration - they are spatial extents that may or may not form cohesive wholes depending on arbitrary designation rather than intrinsic properties.	Location is independent because a location exists as a spatial position or place regardless of whether anything occupies it or depends on it. A location maintains its existence intrinsically through its spatial coordinates or geographical properties, not through necessary relationships with other entities. While locations may be defined relative to reference frames or coordinate systems, the location itself does not depend on specific other entities for its existence - empty locations are perfectly valid. For example, a location in space exists whether or not any object occupies it.	
Fruit	http://example.org/guarino-messy#Fruit	-R	+I	+O	+U	+D	Category or Mixin (Non-rigid)	Fruit is non-rigid because an object can become a fruit (when a flower's ovary develops and matures) and cease to be a fruit (when it decays or is consumed). A particular physical object is not necessarily a fruit in all possible worlds or at all times - the same matter that constitutes a fruit was previously part of a flower and will later be decomposed matter. The property of being a fruit is a temporal phase in the lifecycle of plant reproductive structures, making it non-essential to the instances that bear this property.	Fruit carries an identity condition. Each fruit is a distinct physical object that can be individuated and re-identified over time through spatio-temporal continuity. A specific apple, for instance, maintains its identity from when it forms on the tree through ripening, harvesting, and eventual decay. We can distinguish one apple from another apple based on their physical boundaries and trace the same fruit across time and space, even as its properties (color, ripeness, weight) change.	Fruit supplies its own identity condition as a biological entity. A fruit's identity is determined by its own spatiotemporal continuity and developmental origin from a specific flower's ovary. The identity condition for a fruit is traceable through its lifecycle (from formation after pollination, through maturation, to decay) independent of more general categories. While 'Fruit' is more specific than 'Physical Object', it establishes its own botanical identity criteria based on its unique developmental biology and functional role in plant reproduction, rather than merely inheriting identity conditions from a more general property.	A fruit is an intrinsic whole with integrated parts forming a unified biological structure. Each fruit instance (e.g., an apple, an orange) has a clear mereological organization with functionally integrated components: skin/peel, flesh, seeds, stem attachment point, etc. These parts work together as a coherent biological entity developed from a single flower's ovary. The parts are not arbitrary - they follow a developmental pattern and maintain spatial-functional unity. Removing or separating parts destroys the integrity of the fruit as a whole. This contrasts with non-unifying concepts like 'red things' where instances need not form integrated wholes.	Fruit is dependent because instances of fruit intrinsically depend on the existence of a plant (specifically a flowering plant) for their creation and initial existence. A fruit cannot come into being without a parent plant - it is necessarily produced by and derived from a plant's reproductive organs. While a fruit can continue to exist after being separated from its parent plant, its very nature and existence originates from and depends on that botanical relationship. The fruit's essential properties (being a mature ovary containing seeds) are defined by this dependence on the plant that produces it.	
Vertebrate	http://example.org/guarino-messy#Vertebrate	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	Vertebrate is rigid because having a vertebral column (backbone) is an essential structural property that cannot be lost or gained after an entity exists. Any organism that is a vertebrate is necessarily a vertebrate in all possible worlds throughout its existence - it cannot cease to be a vertebrate while continuing to exist, nor can a non-vertebrate organism become a vertebrate. This is a fundamental biological classification based on anatomical structure that defines the entity's nature.	Vertebrate carries an identity condition. Each vertebrate is a distinct biological organism that can be identified and re-identified over time through its continuous physical body, particularly its backbone/spinal column, genetic makeup, and spatio-temporal continuity. We can distinguish one vertebrate from another and track the same individual vertebrate through time as it maintains its identity despite changes (growth, cell replacement, etc.). The biological nature of vertebrates provides clear identity criteria inherited from being organisms.	Vertebrate supplies its own identity condition based on being a specific biological organism with a backbone. Each vertebrate is a distinct physical living thing with its own spatio-temporal continuity and biological identity. While it is more specific than 'Animal' or 'Organism', it establishes its own robust identity criterion: a vertebrate x is the same as vertebrate y if and only if they are the same biological organism with the same continuous existence. This is not merely inherited but actively supplied by the nature of being a vertebrate - a complete organism with its own life cycle and physical continuity.	Vertebrate instances are intrinsic biological wholes with integrated parts centered around the vertebral column (backbone). Each vertebrate organism possesses a unified skeletal structure with the spine serving as an organizing axis that connects and integrates bodily systems (nervous system runs through it, supports muscular-skeletal system, etc.). The parts of a vertebrate (organs, limbs, spine) work together as a cohesive functional and biological unit, making each instance a clear mereological whole rather than an arbitrary collection. The presence of the vertebral column provides both structural unity and functional integration across all vertebrate instances.	Vertebrate instances (animals with backbones) are independent entities that do not intrinsically depend on other specific entities for their existence. While individual vertebrates may have ecological relationships (predator-prey, symbiosis) or biological dependencies (offspring depending on parents temporarily), the concept of Vertebrate itself does not require any necessary existential dependence on another entity type. A vertebrate organism exists as a complete, self-standing biological entity - it is not defined by or necessarily dependent upon another entity in the way that, for example, a Student depends on an Educational Institution or a Parasite depends on a Host.	
Caterpillar	http://example.org/guarino-messy#Caterpillar	~R	+I	-O	+U	-D	Role or Phase (Anti-rigid)	Caterpillar is anti-rigid because it represents a temporary phase in the lifecycle of lepidopteran insects. An entity that is a caterpillar is necessarily in a transient state - it will metamorphose into a butterfly or moth and cease to be a caterpillar. The property is essential NOT to be permanent: being a caterpillar is by definition a phase that must be left behind. No caterpillar can remain a caterpillar in all possible worlds while maintaining its identity as the same organism; it is contingently a caterpillar during only one phase of its existence.	Caterpillar carries an identity condition. A caterpillar is a specific developmental stage of a lepidopteran organism with clear spatio-temporal continuity. Individual caterpillars can be distinguished and re-identified through physical characteristics (body segmentation, species-specific markings, location) and biological continuity. Each caterpillar maintains its identity as the same individual organism throughout its larval stage, even as it grows and molts. The identity persists through the organism's DNA, continuous physical existence, and developmental trajectory, making it possible to track 'the same caterpillar' over time despite morphological changes.	Caterpillar does not supply its own identity condition. While caterpillars carry an identity condition (they are countable individual organisms), they inherit this IC from more general properties like 'Organism' or 'Living Being'. The identity condition for a caterpillar is the same as for any organism - spatiotemporal continuity of a living biological entity. Caterpillar is a life stage specification that adds temporal restrictions to the organism's identity but does not establish a new, independent identity criterion. The caterpillar and the butterfly it becomes are the same organism throughout, demonstrating that 'Caterpillar' relies on the broader 'Organism' property for its identity condition.	A caterpillar is a unifying entity with integrated parts forming a cohesive biological whole. It possesses a clear mereological structure with functionally interdependent components: a segmented body with head, thorax, and abdomen working in coordination; an integrated nervous system controlling unified behavior; a circulatory system connecting all body parts; and coordinated muscular and digestive systems. The parts (segments, organs, systems) are not arbitrary but form an intrinsic whole where removal or damage to components affects the entire organism's function and survival. Each caterpillar instance exists as a single, bounded biological entity with spatial and functional unity.	A caterpillar is an independent physical organism that exists as a self-sustaining biological entity during its larval stage. While it requires environmental resources like food and suitable habitat to survive (as all living things do), it does not intrinsically depend on any specific other entity for its existence as a caterpillar. The caterpillar is a complete, autonomous organism with its own biological processes and identity, even though it will eventually metamorphose into a butterfly or moth. This extrinsic need for resources differs from intrinsic dependence, where the entity's very identity requires another specific entity (like a student requiring an educational institution).	
Person	http://example.org/guarino-messy#Person	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	Person is a rigid property because anything that is a person is necessarily a person in all possible worlds. An entity cannot cease to be a person and continue to exist as the same entity - personhood is an essential property that defines the identity of its instances throughout their entire existence. While a person can gain or lose contingent properties (like being a student, employee, or child), they cannot lose the property of being a person without ceasing to exist as that entity.	Person carries a strong identity condition. Instances of Person can be reliably distinguished and re-identified over time through multiple criteria: biological identity (DNA, fingerprints, biometric data), spatio-temporal continuity (continuous existence through space and time), and social/legal identity (names, identification numbers). A person remains the same individual despite changes in properties like age, location, or physical appearance. The identity condition for Person is well-established across biological, psychological, and social dimensions.	Person supplies its own identity condition. A person is identifiable and distinguishable through intrinsic properties such as their unique biological/physical constitution, consciousness, and spatiotemporal continuity. The identity condition for what makes something the same person over time (personal identity) is fundamental and originates at the Person level itself - it is not inherited from a more general property. Person serves as a foundational sortal that provides the criteria for individuating and re-identifying instances across possible worlds and through time.	Person is a clear example of a unifying property. Each instance (individual person) is an intrinsic whole with highly integrated parts - a biological organism with interconnected physiological, neurological, and cognitive systems. The parts of a person (organs, limbs, brain) work together in coordinated fashion to maintain the organism's life and function. The boundaries of a person are well-defined by their biological structure, and the unity persists through homeostatic processes. A person cannot be arbitrarily divided into parts while maintaining personhood - the integration is essential to the identity of the entity.	Person is independent. While persons may have social, biological, or contextual relationships with other entities (parents, communities, etc.), these do not constitute intrinsic existential dependencies. A person's identity as a person does not require the continued existence of any specific other entity. Once a person exists, they exist as an individual entity in their own right, regardless of their origins or relationships.	
LegalAgent	http://example.org/guarino-messy#LegalAgent	+R	+I	+O	-U	-D	Sortal (Rigid, supplies identity)	LegalAgent is a rigid property because anything that is a legal agent is necessarily a legal agent by virtue of having legal personhood and the capacity to enter into legal relations. This capacity is not something that can be contingently gained or lost while maintaining identity - an entity either has the fundamental nature that makes it recognizable as a bearer of legal rights and obligations, or it does not. While the *recognition* or *status* of being a legal agent might vary across jurisdictions, the underlying property of being the kind of entity that can hold legal agency is essential to all its instances. This differs from roles like 'plaintiff' or 'defendant' which are contingent legal roles, or phases like 'minor' which are temporary. LegalAgent represents a foundational category of entities with inherent legal capacity.	LegalAgent carries an identity condition. Legal agents (whether natural persons or legal entities like corporations) have well-defined identity criteria established by legal systems. Natural persons are identified through civil registration systems, identity documents, and biometric data. Legal entities are identified through registration numbers, incorporation documents, and jurisdictional records. These identity conditions allow legal agents to be distinguished from one another and re-identified over time, enabling them to enter contracts, own property, and bear legal responsibilities consistently across their existence.	LegalAgent supplies its own identity condition. A legal agent is identified by its capacity to bear legal rights and responsibilities within a legal system, typically established through legal recognition mechanisms (registration, certification, or natural personhood). This identity condition is intrinsic to what makes something a legal agent, rather than inherited from a more general property. The legal personhood and associated legal identity (e.g., registration numbers, legal names, jurisdictional recognition) provide the global identity criterion that distinguishes one legal agent from another.	LegalAgent is non-unifying because instances do not necessarily form integrated wholes with unified mereological structure. A legal agent can be a single person (who has physical unity as a biological organism), a corporation (which is a collective entity), a partnership (multiple persons), or even an AI system. The property 'being a legal agent' depends on legal recognition and capacity to bear rights/obligations, not on having integrated parts forming a unified whole. The diverse types of legal agents—from individual humans to complex organizations—share legal status but not necessarily any unified part-whole structure. The unity comes from legal framework, not intrinsic integration.	LegalAgent instances are independent entities. A LegalAgent (whether a person, organization, or other entity recognized by law) exists as a distinct entity without intrinsically depending on other specific entities for its existence. While a LegalAgent may have relationships with other entities (such as contracts, obligations, or affiliations), these are extrinsic dependencies rather than intrinsic ones. The entity itself can exist independently - a person exists as a legal agent without necessarily being tied to any particular other entity, and an organization can exist as a legal entity in its own right. The legal recognition may require institutional frameworks, but the entity itself does not intrinsically depend on specific other individual entities to be what it is.	
Entity	http://example.org/guarino-messy#Entity	+R	+I	+O	-U	-D	Sortal (Rigid, supplies identity)	Entity is the most general ontological category that encompasses everything that exists or can exist. Anything that is an entity is necessarily an entity in all possible worlds where it exists - there is no possible world where something exists but is not an entity. An entity cannot cease to be an entity while continuing to exist, as 'being an entity' is equivalent to 'existing' itself. This makes Entity a rigid property that is essential to all its instances across all possible worlds.	Entity is the most general category that carries an identity condition. Any entity, by definition, must be distinguishable and re-identifiable as that particular entity (even if only through spatio-temporal coordinates or minimal distinguishing features). The very concept of 'being an entity' implies having some principle of identity that allows us to refer to it as 'this entity' rather than 'that entity'. This is the foundational level at which identity conditions begin - without identity, something cannot meaningfully be considered an entity at all.	Entity supplies its own identity condition as it is the most fundamental, top-level category in ontology. As the highest generalization, it cannot inherit an identity condition from anything more general - it must supply its own. The identity condition for Entity is typically based on spatio-temporal location or some form of individuation principle that distinguishes one entity from another. Since Entity is +I (carries identity) and represents the root of the ontological hierarchy, it necessarily supplies (+O) rather than inherits its identity condition.	Entity is the most general and abstract concept in ontology, serving as the top-level category that encompasses literally everything that exists or can be conceived. Instances of Entity can range from highly integrated wholes (like organisms or artifacts) to completely scattered or arbitrary collections (like 'all red things' or 'the number 7'). Since Entity itself imposes no constraint on whether its instances must be wholes with integrated parts, it cannot be classified as +U. It also cannot be ~U because it explicitly includes unified wholes as instances. Therefore, Entity is -U (Non-Unifying) as it places no requirement on the mereological structure or integration of its instances.	Entity represents the most fundamental and abstract category in ontology - anything that exists or can be conceived to exist. By its very nature as the top-level universal, Entity is independent because it encompasses all possible existents without requiring any other entity for its instantiation. If Entity were dependent, it would presuppose something even more fundamental upon which it depends, which contradicts its status as the highest-level category. All other entities may depend on various things, but Entity itself, as the maximally general concept, exhibits independence.	
Organization	http://example.org/guarino-messy#Organization	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	Organization is rigid because anything that is an organization is necessarily an organization in all possible worlds where it exists. An entity cannot be an organization at one time and then cease to be an organization while remaining the same entity - if the organizational structure dissolves, the organization itself ceases to exist rather than becoming something else. The organizational nature is essential to its identity: a company, university, or club cannot stop being an organization and continue existing as the same entity in a different form. This differs from roles an organization might play (like 'partner' or 'employer') or phases it might go through (like 'startup' or 'mature company'), which are non-rigid properties that can change.	Organization carries a clear identity condition. An organization can be distinguished from other organizations and re-identified over time through institutional features such as legal registration, charter documents, organizational structure, official name, tax identification numbers, and continuity of purpose. Even when members change, leadership transitions, or the organization relocates, we can track the same organization through time via these institutional identity conditions. For example, a corporation maintains identity through its legal charter even if all employees are replaced.	Organization supplies its own identity condition. An organization is identified as a distinct entity through its own characteristics such as organizational structure, legal registration, founding documents, mission, and membership composition. This identity condition is not inherited from a more general property - it is specific to what makes something an organization rather than just a collection of people or other entities. The identity criteria for organizations (e.g., continuity of institutional structure even as members change) are unique to this type of entity and not borrowed from parent concepts.	An Organization is a unified whole with integrated parts (members, departments, roles) structured by organizational relations, shared goals, and coordinated functions. Unlike mere collections, organizations have internal structure where parts contribute to collective agency and organizational identity. The members are bound by institutional relationships, hierarchies, and purposes that create a genuine whole rather than an arbitrary aggregate. An organization maintains identity through structural integration even as individual members change.	Organizations are independent entities that do not intrinsically depend on specific other entities for their existence. While an organization requires members or participants to function operationally, it does not have an essential dependence on any particular individual or external entity. Members can change, leave, or be replaced without destroying the organization's identity. The organization persists as a legal and social entity independently of its specific constituents at any given time, maintaining continuity through changes in membership, leadership, and even purpose.	
Agent	http://example.org/guarino-messy#Agent	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	Agent is a rigid property because anything that is an agent is necessarily an agent in all possible worlds where it exists. The capacity for agency (autonomous action, intentionality, goal-directed behavior) is an essential characteristic that defines what it means to be an agent. An entity cannot contingently gain or lose agency while remaining the same individual - if something is an agent, this is fundamental to its nature. Whether we're discussing human agents, artificial agents, or organizational agents, the property of being an agent is essential to all instances across all possible worlds.	Agent carries an identity condition. Agents (whether human, organizational, or artificial) can be distinguished and re-identified over time through various identity criteria: humans have biological/legal identity (DNA, biometrics, legal records), organizations have legal registration and institutional continuity, and software agents have unique identifiers and computational states. An agent maintains its identity across different contexts and time periods - we can meaningfully ask 'is this the same agent I interacted with yesterday?' and answer based on traceable identity criteria. This distinguishes agents from properties like colors or abstract concepts that lack such identity conditions.	Agent supplies its own identity condition. An agent is fundamentally characterized by its capacity for autonomous action, goal-directed behavior, and causal efficacy in the world. The identity of an agent is determined by its continuity as a locus of agency - the persistent entity that acts, makes decisions, and maintains goal-directed behavior over time. This identity condition is not inherited from a more general category but is intrinsic to what it means to be an agent. Two agents are the same if and only if they are the same persistent center of autonomous action and decision-making. This IC is fundamental to the concept of agency itself, making Agent a rigid sortal that supplies its own global identity condition.	Agent carries unity because instances are intrinsic wholes with integrated functional parts working toward goals. An agent (whether human, animal, or artificial) exhibits internal coherence through coordinated cognitive/physical components that enable intentional action. The parts of an agent (e.g., sensory systems, decision-making mechanisms, actuators) are not arbitrary but functionally integrated to maintain agency. Unlike mere collections, an agent has organizational structure where parts work together as a unified system capable of autonomous behavior and goal-directed activity.	Agent is an independent entity. An agent (whether a person, organization, or autonomous system) exists as a fundamental entity that does not intrinsically depend on any specific other entity for its existence. While agents may have relationships with other entities (such as principals, tasks, or environments), these are extrinsic dependencies related to their functional roles, not intrinsic existential dependencies. The entity itself can exist independently - a person exists as an agent regardless of whether they are currently acting on behalf of someone, an organization exists independently of its current activities. This contrasts with inherently dependent concepts like 'employee' which cannot exist without an employer.	
Apple	http://example.org/guarino-messy#Apple	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	Apple is a rigid property because anything that is an apple is necessarily an apple in all possible worlds where it exists. An apple cannot cease to be an apple and become something else while remaining the same entity - it would cease to exist as that particular object. Even as an apple decays or is consumed, the material stages represent the apple's transformation or destruction, not a loss of the apple property while the entity persists. This is a natural kind term that applies essentially to its instances.	Apple carries a strong identity condition. Individual apples can be distinguished and re-identified through their spatio-temporal continuity as physical objects. Each apple maintains its identity over time through continuous physical existence, even as properties like color, firmness, or exact mass change during ripening or decay. We can track a specific apple from tree to consumption, distinguishing it from other apples through its unique spatiotemporal trajectory and physical boundaries.	Apple supplies its own identity condition as a natural kind of physical object. An apple has intrinsic spatio-temporal boundaries and physical continuity that define what makes it the same individual apple over time - from when it forms on the tree through its existence as a distinct fruit. This identity condition is not inherited from a more general property but is provided by the apple itself as a countable, individual physical object with its own lifecycle and material constitution.	An apple is a clear example of an intrinsic whole with integrated parts. It has a unified biological structure where its parts (skin, flesh, core, seeds, stem) form a coherent organism maintained by natural biological processes. The parts work together as a functional whole - the skin protects, the flesh provides nutrients, the core contains seeds for reproduction. The apple maintains its unity through biological cohesion and spatial connectedness. It is not an arbitrary collection but a naturally bounded entity with clear mereological structure, making it unifying.	An apple (the fruit) is independent as it can exist as a physical object without intrinsically depending on any specific other entity. Once an apple exists as a detached fruit, it does not require the apple tree, a person, or any other particular entity to continue existing. While it may have originated from a tree and may eventually be consumed or decay, these are causal or temporal relationships rather than intrinsic existential dependencies. The apple maintains its identity and existence as a physical object independently.	
