term	uri	rigidity	identity	own_identity	unity	dependence	classification	rigidity_reasoning	identity_reasoning	own_identity_reasoning	unity_reasoning	dependence_reasoning	error
LivingBeing	http://example.org/guarino-messy#LivingBeing	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	LivingBeing is a rigid property because anything that is a living being is necessarily a living being in its essence. An entity cannot transition between being a living being and not being a living being while maintaining its identity as the same individual. Once something ceases to be a living being (i.e., dies), it becomes a fundamentally different kind of entity (a corpse, remains, etc.) - it is no longer the same individual. The property of being alive is essential to the identity of any living being throughout its entire existence as that individual.	LivingBeing carries an identity condition. Living beings can be distinguished and re-identified over time through biological continuity criteria such as maintaining the same organized biological system, continuous metabolic processes, and genetic material. A living being maintains its identity through change (growth, cell replacement) via biological continuity - the same organism persists despite replacing its material parts. This satisfies the requirement for a sortal property that provides principled means of distinguishing one living being from another and tracking it through time, even as it undergoes biological changes.	LivingBeing supplies its own identity condition. As a fundamental biological category, it establishes a global IC based on continuous biological organization and functioning - a living being maintains identity through persistent biological processes (metabolism, homeostasis, etc.) despite changing parts. This IC is distinct from physical object identity (which allows complete part replacement over time but may use different criteria) and is fundamental to the biological domain. LivingBeing is the property that first introduces the notion of biological continuity as an identity criterion, making it +O rather than merely inheriting IC from a more general property.	LivingBeing carries a unity condition (+U) as all its instances are intrinsic wholes with clear mereological structure. Living beings maintain topological and functional unity through biological integration - their parts (organs, cells, tissues) are bound together by biological processes and relationships (circulatory systems, nervous systems, metabolic networks) that distinguish them from the rest of the world. A living being persists as a unified whole throughout its existence, with its parts functionally integrated to maintain life. This biological unity holds across all instances of LivingBeing (from single-celled organisms to complex multicellular organisms), even though specific unity relations may vary. The property clearly satisfies the requirement that all instances are intrinsic wholes under an equivalence relation (biological integration/organization).	LivingBeing is independent (-D) because instances of living beings do not intrinsically depend on other entities external to themselves for their existence. While living beings may have internal dependencies (organs, cells) and may require resources (food, oxygen, habitat) to survive, these are not the kind of external notional dependence defined in the framework. The definition of external dependence requires that 'for all instances x, necessarily some instance of another property must exist, which is not a part nor a constituent of x.' Living beings exist as complete, self-contained entities without necessarily depending on specific other entities that are external to them. Unlike roles such as PARENT (which requires CHILD) or STUDENT (which requires SCHOOL), being a living being is not relationally defined and does not require another entity type to exist.	
SocialEntity	http://example.org/guarino-messy#SocialEntity	+R	+I	+O	-U	-D	Sortal (Rigid, supplies identity)	SocialEntity is a rigid property because anything that is a social entity is necessarily a social entity in all possible worlds where it exists. Social entities (like organizations, institutions, groups) maintain their nature as socially constructed entities throughout their existence - they cannot cease to be social entities while continuing to exist as the same entity. An organization cannot stop being a social entity and become something else (like a physical object or a person) while remaining the same individual. Unlike roles or phases within social entities (like being a member or being active), the property of being a social entity itself is essential to its instances.	SocialEntity carries an identity condition. Social entities (such as organizations, institutions, social groups, and corporations) can be distinguished and re-identified over time through various identity criteria including: legal registration, founding documents, constitutional structure, membership composition, official names, and institutional continuity. For example, a corporation maintains identity through its legal charter and registration even as its members, location, or ownership changes. A social group can be re-identified through its defining purpose, membership criteria, and social recognition. These entities have principled ways of determining sameness over time despite changes in their constituent parts or relationships, thus carrying identity conditions that allow their instances to be distinguished from one another.	SocialEntity supplies its own identity condition as a foundational rigid property in the social domain. Social entities (organizations, institutions, groups) have identity conditions based on their constitutive social relationships, roles, and social recognition that are fundamentally different from physical objects or persons. For example, an organization maintains identity through continuity of purpose, social structure, and legal recognition - not through physical composition or biological continuity. This represents a distinct ontological category that supplies its own IC rather than inheriting from a more general property like Physical Object or Person.	SocialEntity does not carry a common unity condition for all its instances. While some social entities like organizations or corporations may be intrinsic wholes under functional unity conditions (bound by organizational structures and relationships), other social entities like social groups, communities, or loose associations may lack such integrated structure. Additionally, different types of social entities would have incompatible unity conditions - a corporation has different mereological binding relations than a social movement or an ethnic community. Since there is no single equivalence relation ω that makes all instances of SocialEntity intrinsic wholes, it is -U (non-unifying) rather than +U. It is not ~U (anti-unity) because some of its instances (like specific organizations) can be intrinsic wholes, even though the property itself doesn't carry a unified condition across all instances.	SocialEntity represents entities that exist in social contexts (organizations, groups, institutions, etc.). While social entities may have relationships with other entities and their instances often interact with other social or physical entities, they are not intrinsically dependent on any specific other entity for their existence. A social entity like an organization, community, or social group can exist independently as long as it maintains its social structure and purpose. The existence of a SocialEntity does not necessarily require the existence of any particular external entity that is not part of or constituent of itself. Therefore, SocialEntity carries -D (Independent).	
Location	http://example.org/guarino-messy#Location	+R	-I	-O	-U	-D	Attribution or Quality	Location is a rigid property because anything that is a location is necessarily a location in all possible worlds. A spatial region or place cannot cease to be a location while remaining the same entity - it is essentially a location by its very nature. Unlike roles or phases that entities can enter and exit (like being a student), being a location is an essential characteristic that cannot be contingently gained or lost. For example, a particular spatial coordinate or geographic region is necessarily a location; it cannot 'stop being' a location while remaining itself.	Location does not carry an identity condition. A location is defined purely by spatial coordinates or relative position, which are constantly subject to different frames of reference and interpretation. There is no principled way to re-identify 'the same location' independent of the entities or coordinate systems that define it. Two people referring to 'the same location' may be using different reference frames (GPS coordinates, landmarks, relative positions), and what counts as 'the same location' depends entirely on context and precision. Unlike PERSON (which has DNA, fingerprints) or PHYSICAL OBJECT (spatio-temporal continuity), Location lacks intrinsic properties that could serve as an identity criterion - it is more of a spatial role or position that requires external reference points to be specified.	Location does not supply its own identity condition. As a -I property (non-sortal), it cannot supply an identity condition since supplying an IC requires being rigid (+R) and carrying an IC (+I). Location is typically a role or relational property that depends on context (what is located, where, when), rather than a rigid property with intrinsic identity criteria. Locations may be identified through other properties (e.g., spatial coordinates as Physical Objects, or names as Abstract Entities), but Location itself does not supply the criteria for individuating locations.	Location does not carry a unity condition. While specific types of locations (like 'Room' or 'Country') may have clear boundaries and could be considered wholes, the general property Location itself does not impose any intrinsic unity condition on all its instances. Some locations are topologically unified regions (a lake, a building), others are functionally defined spaces (a parking spot, a delivery zone), and still others are merely arbitrary spatial designations (a coordinate point, a scattered archipelago). There is no single equivalence relation ω that makes all instances of Location intrinsic wholes under the same unifying principle. Therefore, Location is -U rather than ~U, as some of its instances can be wholes, but not all instances share a common unity condition.	Location is externally independent. A location can exist without necessarily depending on other entities that are not parts or constituents of itself. While locations may contain or be occupied by objects, the location itself does not require the existence of those objects to exist as a place or spatial region. For example, an empty room is still a location even without any objects in it. The location's existence is not predicated on the existence of separate entities beyond its own spatial boundaries and constituents.	
Fruit	http://example.org/guarino-messy#Fruit	-R	+I	+O	+U	-D	Category or Mixin (Non-rigid)	Fruit is non-rigid because whether something is a fruit depends on its developmental stage and context. A botanical structure can become a fruit (when it develops from a fertilized ovary) and can cease to be recognizable as a fruit (when it decays or is consumed). The same physical matter can exist as a flower ovary, then as a fruit, then as decomposed organic matter, meaning being a fruit is not essential to the entity across all possible worlds or even across time in the actual world. While a fruit is necessarily a fruit at the time it instantiates that property, the underlying entity is not necessarily a fruit in all possible scenarios.	Fruit carries an identity condition. Individual fruits can be distinguished and re-identified over time through spatio-temporal continuity and physical composition. A specific apple, orange, or banana maintains its identity as that particular fruit through time despite minor changes (ripening, small damage). While Fruit may not supply its own unique IC (+O), it inherits identity conditions from its rigid superclass (likely Physical Object or similar), which provides spatio-temporal continuity as an IC. Each fruit instance is a discrete physical object with clear boundaries and traceable existence, making it a sortal property (+I).	Fruit supplies its own identity condition as a natural kind. A fruit maintains identity through its developmental history (originating from a specific flower's ovary of a specific plant) and its essential biological structure, rather than inheriting identity from more general properties. While it is a Physical Object (+I), it provides a more specific, biologically-grounded IC: two fruits are the same if they developed from the same ovary of the same flower. This is distinct from the general physical object IC based on spatiotemporal continuity or material composition, as fruits have identity tied to their biological origin and development.	Fruit carries a unity condition as each instance is an intrinsic whole with integrated parts bound by both topological connection and functional unity. A fruit (e.g., an apple, orange, or banana) has parts (skin, flesh, seeds, core) that are topologically connected and functionally integrated as a biological structure developed from a flower's ovary. The parts are not arbitrary - they form a maximal self-connected whole under biological and topological relations. An apple remains a whole apple throughout its existence as a fruit, and its parts (the skin protecting the flesh, the seeds for reproduction) are unified by their functional role in the fruit's biological purpose. This distinguishes fruits from mere amounts of matter or arbitrary collections.	A fruit, once it exists as a physical entity, does not intrinsically depend on other entities for its existence. While a fruit originates from a plant and requires specific conditions to develop, once it exists as a discrete physical object (the ripened ovary of a flowering plant), it can exist independently. The fruit is not externally dependent on the plant, the tree, or any other entity in the same way that a Parent depends on a Child or a Student depends on a School. A detached fruit continues to exist as a fruit without requiring the continued existence of any other specific entity that is not part of or constituting the fruit itself.	
Vertebrate	http://example.org/guarino-messy#Vertebrate	+R	+I	-O	+U	-D	Sortal (Rigid, carries identity)	Vertebrate is a rigid property because having a vertebral column (backbone/spine) is an essential structural characteristic that an entity possesses necessarily in all possible worlds where it exists. An organism that is a vertebrate cannot cease to be a vertebrate while remaining the same individual - it cannot lose its fundamental anatomical structure of having a spine and remain the same organism. This is a biological classification based on essential anatomical features, not a contingent property that can be gained or lost. Like Person in the examples, if something is a Vertebrate, it is necessarily a Vertebrate in every possible world where that entity exists.	Vertebrate carries an identity condition. As a biological taxon denoting organisms with a backbone/spinal column, vertebrate instances (individual animals) can be distinguished and re-identified through various identity criteria including: spatio-temporal continuity as physical organisms, genetic/DNA identity, and anatomical characteristics. While Vertebrate itself may not supply its own unique IC (it likely inherits from more fundamental properties like Organism or Animal), it clearly carries identity conditions that allow us to distinguish one vertebrate individual from another and re-identify the same vertebrate over time. Each vertebrate is a discrete biological entity with clear principles for individuation.	Vertebrate does not supply its own identity condition. As a biological kind, it inherits its identity condition from more fundamental properties like Physical Object or Animal. Vertebrates are identified by their physical constitution and continuity, not by a vertebrate-specific criterion. The property 'having a backbone' is a characterizing feature but not an identity condition - the same vertebrate remains identical through time based on physical/biological continuity supplied by more general sortals, not by vertebrate-specific criteria.	Vertebrate instances are intrinsic wholes with clear mereological structure unified by topological and functional relations. Each vertebrate is an integrated biological organism where parts (organs, skeletal system with backbone, circulatory system, etc.) are bound together through biological connectivity and functional interdependence. The defining characteristic - possession of a vertebral column - itself represents a unifying structural feature. All vertebrate instances maintain their status as integrated wholes throughout their existence, with parts connected through biological tissue and organized according to anatomical and physiological unity conditions. A vertebrate cannot be an arbitrary collection of scattered parts; it must be a functionally and topologically unified living organism.	Vertebrate is independent (-D). While individual vertebrates may have biological relationships with other organisms (prey, predators, symbionts), vertebrates as a category do not intrinsically require the existence of other specific entities to exist. A vertebrate organism can exist as a standalone biological entity - it has its own body structure with a backbone/spinal column, and its existence is not notionally dependent on any external entity that is not a part or constituent of itself. Unlike PARENT (which requires CHILD) or STUDENT (which requires SCHOOL), being a vertebrate requires only the possession of certain anatomical features (vertebral column, skeletal system) that are parts/constituents of the organism itself.	
Caterpillar	http://example.org/guarino-messy#Caterpillar	~R	+I	-O	+U	-D	Role or Phase (Anti-rigid)	Caterpillar is anti-rigid because it represents a temporary phase in the life cycle of certain insects (butterflies and moths). Any instance of Caterpillar necessarily exists in a state where it will (under normal circumstances) cease to be a caterpillar and become a butterfly or moth, while remaining the same individual organism. No entity is essentially and permanently a caterpillar - it is a phase-dependent property that all its instances must eventually leave. This is analogous to the Child/Adult example given in the text, where the property is contingent by definition for all instances.	Caterpillar carries an identity condition. As a biological organism and life stage of a lepidopteran, each caterpillar instance can be distinguished and re-identified through biological identity criteria such as continuous spatio-temporal existence, DNA identity, and physical continuity. A caterpillar maintains its identity through molts and growth stages via material continuity and biological processes. While 'Caterpillar' represents a temporary life stage (non-rigid, as the same organism becomes a butterfly), it inherits identity conditions from subsuming rigid properties like Organism or Living Thing, which supply identity through biological and physical continuity. The same individual caterpillar can be tracked and re-identified at different times during its larval stage.	Caterpillar does not supply its own identity condition. As a life stage of an insect (specifically a lepidopteran larva), it inherits its identity from the broader biological entity - the organism itself. A caterpillar maintains identity through the same biological/genetic identity criterion that applies to the organism as a whole, even as it transforms into a butterfly or moth. The identity is tied to the continuous biological individual, not to the caterpillar stage specifically. Therefore, while Caterpillar carries an IC (+I) inherited from more general properties like Organism or Living Thing, it does not supply its own independent identity condition.	A caterpillar is a biological organism with an integrated mereological structure. Its parts (body segments, organs, legs, head) are bound together by both topological connection (physical continuity of biological tissue) and functional unity (coordinated biological systems for metabolism, locomotion, digestion). The parts form a maximal self-connected whole under biological organization - removing or adding parts would violate this unity condition. A caterpillar maintains this intrinsic wholeness throughout its existence as a caterpillar stage, making it an intrinsic whole under a clear equivalence relation of biological integration.	A caterpillar is an independent biological organism that exists as a complete entity in its own right. While it is a larval stage that will metamorphose into a butterfly or moth, at any given time when something is a caterpillar, it exists as a self-sufficient organism that does not intrinsically depend on other external entities for its existence. It has its own body, metabolic processes, and can survive independently (unlike, for example, a parasite which necessarily depends on a host). The fact that it will later transform into an adult insect is a diachronic consideration about life stages, not a synchronic dependence relationship. A caterpillar instantiates -D because it can exist without necessarily requiring the existence of specific other entities external to itself.	
Person	http://example.org/guarino-messy#Person	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	Person is a rigid property because anything that is a person is necessarily a person in all possible worlds. An entity cannot cease to be a person while remaining the same individual - if x is an instance of Person, it must be an instance of Person in every possible world where it exists. This is a paradigmatic example of rigidity: personhood is an essential property that defines the very nature of its instances across all possible scenarios.	PERSON clearly carries an identity condition. Instances of PERSON can be distinguished and re-identified over time through various identity criteria such as DNA, fingerprints, social security numbers, or spatio-temporal continuity. The background text explicitly uses PERSON as a canonical example of a property that carries identity conditions, stating 'the property PERSON can be seen as carrying an IC if relations like having-the-same-SSN or having-the-same-fingerprints are assumed to satisfy (1).' As a sortal property, PERSON provides principled ways to determine whether two instances at different times are the same person, satisfying both synchronic (same time) and diachronic (across time) identity conditions.	Person supplies its own identity condition. It is a rigid property that provides global criteria for distinguishing one person from another across time and space (e.g., having the same DNA, fingerprints, or continuous spatio-temporal trajectory). Person does not inherit its identity condition from a more general property - it establishes the fundamental basis for what makes a person the same individual over time. Subproperties like Student or Employee would inherit this IC from Person, but Person itself is the supplier.	Person carries a strong unity condition (+U). Each person is an intrinsic whole with topological and functional unity - their parts (organs, limbs, cells) are bound together through biological connections and functional integration. A person maintains this wholeness throughout their existence. The parts of a person are not arbitrary but are unified by biological organization and physiological function. This satisfies Definition 11: all instances of Person are intrinsic wholes under a biological unity relation that persists throughout their lifetime.	Person is independent (-D) because individual persons can exist without intrinsically depending on other specific entities. While persons may have social relationships, roles, or biological dependencies (parents, oxygen, food), these are not the kind of external notional dependence we're analyzing. A person's existence as a person is not constitutively dependent on another entity in the way that, for example, a Parent depends on a Child, or an Employee depends on an Employer. The background text explicitly uses PERSON as an example of a property that 'is not externally dependent on heart nor on body (because any person has a heart as a part and is constituted of a body)' - parts and constitution are excluded from external dependence. Person represents a foundational, independent entity type in most ontologies.	
LegalAgent	http://example.org/guarino-messy#LegalAgent	+R	+I	+O	-U	-D	Sortal (Rigid, supplies identity)	LegalAgent is a rigid property because anything that is a legal agent (an entity with legal rights, duties, and responsibilities) is necessarily so in virtue of its fundamental nature. Legal agency is grounded in the capacity for legal personhood - whether natural (humans) or juridical (corporations, organizations). An entity that is a legal agent cannot cease to be one and remain the same entity in its essential identity. While the specific legal rights may vary across jurisdictions or time, the capacity for legal agency itself is an essential property. This is similar to Person being rigid - a legal agent is necessarily a legal agent in all possible worlds where it exists as that entity. Note that this differs from roles like 'plaintiff' or 'defendant' which are anti-rigid legal roles that legal agents may assume temporarily.	LegalAgent carries an identity condition. Legal agents (persons, organizations, etc.) can be distinguished and re-identified through legal identifiers such as social security numbers, tax identification numbers, legal registration numbers, or other government-issued identifiers. These provide necessary and/or sufficient conditions for establishing that two instances of LegalAgent at different times are the same entity. The concept inherently requires the ability to track legal responsibility, rights, and obligations over time, which presupposes a robust identity condition.	LegalAgent supplies its own identity condition as it introduces a new kind of entity with its own criteria for identity - legal personhood and legal standing. The identity of a legal agent is determined by its legal recognition and status within a legal system (e.g., registration numbers, legal incorporation documents, citizenship), which is distinct from the identity conditions of more general properties like Agent or Entity. A legal agent's identity persists through legal continuity rather than physical or biological continuity, making this a rigid property that supplies its own global identity condition for reidentifying legal entities across time and legal contexts.	LegalAgent does not carry a common unity condition for all its instances. While all instances are intrinsic wholes (persons have biological unity, corporations have functional/legal unity), there is no single equivalence relation ω that applies uniformly to all legal agents. A person's unity is based on biological/topological connection, while a corporation's unity is based on functional/legal relations among its members. The background text explicitly uses Legal Agent as an example of a property that 'does not carry a common UC for all its instances' even though 'all of whose instances are intrinsic wholes (some people, some companies)'. Since there is no single unity condition that applies to all instances, LegalAgent is -U rather than +U.	LegalAgent represents entities that can enter into legal relationships, hold rights, and bear obligations (e.g., persons, corporations, organizations). While legal agents exist within legal systems and their legal status depends on legal frameworks, the entities themselves (the persons, organizations) do not intrinsically depend on other specific entities for their existence. A person exists as a person regardless of legal relationships; a corporation exists as an organizational entity. The legal agent status is a role or capability, but the underlying entity that bears this status is independent. Unlike Student (which requires an educational institution) or Parent (which requires a child), a legal agent can exist without necessarily being in active legal relationships with other specific entities at any given time.	
Entity	http://example.org/guarino-messy#Entity	+R	+I	+O	-U	-D	Sortal (Rigid, supplies identity)	Entity is the most general category that encompasses everything that exists or can exist. Being an entity is the most fundamental property - if something is an entity, it is necessarily an entity in all possible worlds. There is no possible world where something that is an entity could cease to be an entity while remaining the same thing. This is analogous to the concept of 'Thing' or 'Individual' in formal ontology - it represents the absolute top of any ontological hierarchy and is essential to all its instances across all possible worlds.	Entity is a top-level sortal that carries an identity condition. As the most general category, it provides the fundamental principle that all its instances can be distinguished and re-identified - the basic condition being 'x is the same entity as y iff x = y'. This satisfies the Sortal Individuation assumption that every domain element must instantiate some property carrying an IC. Entity supplies the most basic, universal identity condition: numerical identity itself (self-identity). All more specific properties like Person, Physical Object, etc. inherit and specialize this basic IC. Without Entity carrying an IC, the foundational requirement 'No entity without identity' would be violated.	Entity is the most fundamental ontological category - it is the top-level property that encompasses everything that exists or can exist. As the most general rigid sortal, Entity must supply its own identity condition because there is no more general property from which it could inherit an IC. The identity condition for Entity would be the most basic one: numerical identity itself (x=y). Since Entity cannot inherit its IC from any superclass (being the root of the ontological hierarchy), it must supply its own IC, making it +O.	Entity is the most general category in ontology, subsuming all things that exist or can exist. Its instances include an enormously heterogeneous collection: integrated wholes (persons, cars), scattered collections (amounts of matter, red things), functional unities (organizations), and atomic individuals. There is no single unity condition (equivalence relation ω) that applies to all instances of Entity. Some instances are intrinsic wholes under various unity conditions, others are mere aggregates, and still others are atomic. Since Entity does not carry a common unity condition for all its instances, and its instances are not strictly anti-unified (some ARE wholes), it is -U rather than ~U. Entity is unity-neutral, allowing both unified and non-unified instances.	Entity represents the most fundamental, top-level ontological category that encompasses all things that can exist. By definition, entities at this level of abstraction are independent - they do not intrinsically require other specific entities to exist. An entity can exist in its own right without necessarily depending on other entities. While specific subtypes of Entity may be dependent (like Student or Parent), the general concept of Entity itself carries no inherent external dependence on other entities. It is the foundational category from which all other concepts derive, and therefore cannot be externally dependent on something outside itself.	
Organization	http://example.org/guarino-messy#Organization	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	Organization is a rigid property because anything that is an organization is necessarily an organization in all possible worlds where it exists. An organization cannot cease to be an organization and remain the same entity - if something stops being organized as an organization (e.g., a company dissolves), the organization itself ceases to exist rather than transitioning to a different kind of thing. While organizations can change their structure, membership, or purpose, these changes occur within the bounds of organizational identity. This differs from anti-rigid properties like 'Active Organization' or 'For-Profit Organization', which an organization can gain or lose while remaining the same organization. The property Organization provides the essential categorization that persists throughout the entity's existence.	Organization carries an identity condition. Organizations can be distinguished and re-identified over time through various identity criteria such as legal registration numbers, founding documents, institutional continuity, or official names within jurisdictions. An organization like 'Microsoft Corporation' maintains its identity despite changes in employees, leadership, location, or even business focus. The identity is tied to the institutional/legal entity rather than its constituent parts (members, assets), making it possible to track the same organization across time even as its components change. This satisfies the requirement that instances can be principled distinguished from one another and re-identified diachronically.	Organization supplies its own identity condition. Organizations are distinct entities that maintain identity through institutional continuity rather than physical composition or biological criteria. An organization's identity is defined by factors such as legal registration, institutional charter, or official name/incorporation number - criteria that are specific to organizations and not inherited from more general properties. For example, 'having the same legal registration' or 'having the same institutional charter' are identity conditions that apply specifically at the organizational level and are not derived from more general properties like Physical Object or Amount of Matter. This makes Organization a sortal that supplies its own (+O) rather than merely carrying an inherited identity condition.	Organization carries a unity condition (+U). Instances of Organization are intrinsic wholes unified by functional relations among their parts (members, departments, roles). The parts of an organization are bound together by formal or informal organizational structures, goals, authority relations, and coordinated activities - not merely spatial or topological connection. For example, a corporation maintains its unity through organizational charts, reporting structures, and collective purposes that integrate employees, divisions, and resources into a functional whole. This functional unity persists throughout the organization's existence and distinguishes its parts (legitimate members/components) from the rest of the world. Unlike mere collections or aggregates (~U), organizations have clear mereological structure where parts contribute to integrated functioning.	Organizations are independent entities that do not intrinsically depend on any specific external entities for their existence. While organizations require members (people) to function, they do not depend on any particular person or specific external entity - members can be replaced while the organization continues to exist. The organization itself is a distinct entity that can persist through complete turnover of its constituent members. Unlike PARENT (which depends on CHILD) or STUDENT (which depends on SCHOOL), an organization's existence is not contingent on any specific external entity that is not a part or constituent of it.	
Agent	http://example.org/guarino-messy#Agent	~R	+I	+O	-U	-D	Role or Phase (Anti-rigid)	Agent is anti-rigid because it represents a role that entities can gain or lose while remaining the same individual. An entity (such as a person or organization) can become an agent (one who acts or has the capacity to act) and cease to be an agent (e.g., through loss of capacity or death) without changing their fundamental identity. The property of being an agent is contingent and not essential to the entities that instantiate it - a person remains the same person whether or not they are currently acting as an agent in some capacity. This matches the definition of anti-rigidity where the property is optional for all its instances.	Agent carries an identity condition. Agents are entities capable of action and typically include persons, organizations, software agents, etc. Each agent can be distinguished and re-identified through various criteria depending on the specific type: persons have biological/physical identity criteria (DNA, continuity of consciousness), organizations have legal registration and institutional identity, software agents have unique identifiers. The property Agent itself is sufficiently robust to support identity conditions - we can meaningfully ask 'is this the same agent?' and answer based on continuity of agency, decision-making capacity, and the specific nature of the agent. While Agent may be a broad category subsuming various kinds of agents with different specific identity criteria, it carries identity conditions inherited from or applicable to its instances.	Agent supplies its own identity condition as a foundational property. An agent is characterized by its capacity for autonomous action, goal-directed behavior, and decision-making capabilities. The identity of an agent is determined by its continuous causal capacity to act - what makes agent x the same as agent y is that they share the same locus of agency and causal powers. This IC is not inherited from a more general property but is intrinsic to what it means to be an agent. Agent serves as a rigid property that provides the basis for identity across various instantiations (persons, organizations, software agents), making it +O.	Agent does not carry a unified unity condition across all its instances. While individual agents (like persons or organizations) may themselves be intrinsic wholes under their respective unity conditions, there is no single equivalence relation omega that applies uniformly to all agents. A person has topological and biological unity, while an organization (also an agent) has functional unity based on institutional structure. Since agents can include both individual entities and collective entities with fundamentally different unity conditions, Agent fails to carry a common UC for all instances, making it -U rather than +U.	Agent is independent (-D) because agents can exist without necessarily depending on other specific external entities. An agent is fundamentally an autonomous entity capable of acting and making decisions. While agents may interact with environments, other agents, or resources, these relationships are contingent rather than constitutive - an agent remains an agent regardless of whether specific other entities exist. The defining characteristic of agency (the capacity for autonomous action) does not require the existence of any particular external entity for an agent to exist as an agent.	
Apple	http://example.org/guarino-messy#Apple	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	Apple is a rigid property because anything that is an apple is necessarily an apple in all possible worlds where it exists. An entity cannot cease to be an apple and remain the same entity - if something is an apple, it is essentially and necessarily an apple throughout its existence. While an apple can change states (become rotten, be sliced, etc.), these represent either changes to a different entity or the destruction of the original apple, not the same entity losing the property of being an apple. The property 'apple' is part of the essential nature of its instances.	Apple (as a fruit/physical object) carries an identity condition. Individual apples can be distinguished and re-identified over time through spatio-temporal continuity and physical composition. We can point to a specific apple, track it through time as it ripens or decays, and distinguish it from other apples based on its continuous spatio-temporal trajectory and material constitution. This makes Apple a sortal property that provides identity criteria for its instances.	Apple as a natural kind (biological species) supplies its own identity condition based on genetic and biological continuity. An individual apple maintains its identity as that specific apple through time via physical and biological continuity criteria that are particular to apples as discrete physical objects - such as spatiotemporal continuity and material constitution at the organism level. While it inherits general properties from Physical Object, it supplies its own specific identity condition for what makes this apple the same apple over time, distinct from other apples or other fruits. This is analogous to how Person supplies identity even though both are physical objects.	An apple is an intrinsic whole with a clear unity condition based on topological, morphological, and functional (biological) integration. All parts of an apple (skin, flesh, core, seeds) are bound together by biological organization and topological connection. The parts form a maximally self-connected whole under an equivalence relation that captures biological unity. An apple maintains this unity condition throughout its existence as an apple - if we remove parts or the parts become disconnected, it ceases to be (a complete) apple. This differs from arbitrary aggregates like 'red things' or 'amounts of matter' which lack such unified mereological structure.	An apple is a physical object (specifically a fruit) that exists independently once it has formed. While an apple originates from an apple tree and depends on it during development, once it exists as a discrete apple (whether attached to the tree or harvested), it does not intrinsically depend on any other specific entity for its continued existence as an apple. The apple has its own identity and unity as a physical object. It can exist and persist without necessarily requiring the existence of any other particular entity - it doesn't require a tree, a person, or any other specific external entity to continue being an apple. This contrasts with inherently dependent entities like Student (which requires an educational institution) or Parasite (which requires a host). Therefore, Apple carries -D (Independent).	
