term	uri	rigidity	identity	own_identity	unity	dependence	classification	reasoning	error
LivingBeing	http://example.org/guarino-messy#LivingBeing	+R	+I	+O	+U	-D	Sortal (Natural Kind)	"""LivingBeing"" refers to any organism that exhibits the characteristics of life (metabolism, growth, reproduction, etc.). This is a fundamental biological category. Rigidity: Something is essentially a living being - if an entity is a living being, it cannot cease to be one without ceasing to exist (death = non-existence as that entity), making it +R (Rigid). Identity: Living beings carry identity conditions - they maintain continuity through biological processes and have clear criteria for individuation and persistence (+I). Own Identity: ""LivingBeing"" supplies its own identity condition based on biological organization and life processes (+O). Unity: Living beings are intrinsic wholes with functional integration of their parts, making them +U (Unifying). Dependence: Living beings can exist independently as self-sufficient organisms without intrinsically depending on other specific entities (-D)."	
SocialEntity	http://example.org/guarino-messy#SocialEntity	-R	+I	-O	+U	+D	Role	"""SocialEntity"" refers to any entity that exists within a social context and is defined by its social roles, relationships, or structures. This term is not rigid because an entity can exist independently of its social roles or structures. For example, a person can exist without being part of any social entity, making it non-rigid (-R). Social entities carry identity conditions because they can be tracked and identified within social contexts (+I). However, they do not supply their own identity conditions; instead, they inherit identity from the individuals or groups that constitute them (-O). Social entities are typically unified wholes with clear boundaries and internal structures (+U). They are dependent on the individuals or groups that constitute them and the social context in which they exist (+D)."	
Location	http://example.org/guarino-messy#Location	-R	-I	-O	-U	+D	Quality/Attribute	"""Location"" refers to a position or point in space. It is not an essential property of any entity, as entities can change location over time. This makes it non-rigid (-R). Locations do not carry identity conditions on their own; they are abstract points in space that do not have criteria for individuation or persistence (-I). Since locations do not supply their own identity conditions, they are -O. Locations are not unified wholes but rather abstract points or regions in space (-U). Locations depend on the existence of space and the entities that occupy them (+D)."	
Fruit	http://example.org/guarino-messy#Fruit	-R	+I	-O	+U	-D	Sortal (Natural Kind)	"""Fruit"" refers to the seed-bearing structure in flowering plants formed from the ovary after flowering. It is a biological category that is not essential to all instances of plants or organisms. Rigidity: Something is not essentially a fruit - many plants and organisms are not fruits, and fruits can cease to be fruits (e.g., through decay or processing into other substances), making it -R (Non-Rigid). Identity: Fruits carry identity conditions - they maintain continuity through biological processes and have clear criteria for individuation and persistence (+I). Own Identity: ""Fruit"" does not supply its own identity condition based on biological organization and life processes (-O). Unity: Fruits are intrinsic wholes with functional integration of their parts, making them +U (Unifying). Dependence: Fruits can exist independently as self-sufficient organisms without intrinsically depending on other specific entities (-D)."	
Vertebrate	http://example.org/guarino-messy#Vertebrate	+R	+I	+O	+U	-D	Sortal (Natural Kind)	"""Vertebrate"" refers to animals that possess a vertebral column or spine. This is a fundamental biological category. Rigidity: Being a vertebrate is essential to the identity of any instance of a vertebrate - if an entity is a vertebrate, it cannot cease to be one without ceasing to exist as that entity (e.g., a fish cannot lose its spine and remain a fish), making it +R (Rigid). Identity: Vertebrates carry identity conditions - they maintain continuity through biological processes and have clear criteria for individuation and persistence (+I). Own Identity: ""Vertebrate"" supplies its own identity condition based on the presence of a vertebral column (+O). Unity: Vertebrates are intrinsic wholes with functional integration of their parts, making them +U (Unifying). Dependence: Vertebrates can exist independently as self-sufficient organisms without intrinsically depending on other specific entities (-D)."	
Caterpillar	http://example.org/guarino-messy#Caterpillar	+R	+I	-O	+U	-D	Phase	"""Caterpillar"" refers to the larval stage of butterflies and moths. It is a phase in the life cycle of these insects, and an entity that is a caterpillar cannot cease being a caterpillar without undergoing metamorphosis into a pupa and then an adult butterfly or moth. This makes it rigid (+R). Caterpillars carry identity conditions, as they maintain continuity through biological processes and have clear criteria for individuation and persistence (+I). However, ""Caterpillar"" does not supply its own identity condition; it inherits identity from the broader category of the insect it will become (-O). Caterpillars are intrinsic wholes with functional integration of their parts, making them +U (Unifying). They can exist independently as self-sufficient organisms without intrinsically depending on other specific entities (-D)."	
Person	http://example.org/guarino-messy#Person	+R	+I	+O	+U	-D	Sortal (Natural Kind)	"""Person"" refers to a human being, typically characterized by rationality, self-awareness, and moral agency. Rigidity: Being a person is essential to an individual's existence - if an entity is a person, it cannot cease to be one without ceasing to exist as that entity (+R). Identity: Persons carry identity conditions - they maintain continuity through psychological and biological processes, and have clear criteria for individuation and persistence (+I). Own Identity: ""Person"" supplies its own identity condition based on biological and psychological continuity (+O). Unity: Persons are intrinsic wholes with functional integration of their physical and mental aspects, making them +U (Unifying). Dependence: Persons can exist independently as self-sufficient individuals without intrinsically depending on other specific entities (-D)."	
LegalAgent	http://example.org/guarino-messy#LegalAgent	~R	+I	-O	+U	+D	Role	"""LegalAgent"" refers to an entity that is recognized by law as having the capacity to act, enter into agreements, and be held accountable. This is a role that entities (typically persons or organizations) can take on. Rigidity: Being a legal agent is not essential to the existence of an entity - the same person or organization can exist without being a legal agent, making it anti-rigid (~R). Identity: Legal agents carry identity conditions, as they are tracked and held accountable through legal processes (+I). Own Identity: ""LegalAgent"" does not supply its own identity condition; it inherits identity from the entities that play the role (-O). Unity: Legal agents are unified entities with clear boundaries and responsibilities (+U). Dependence: Legal agents depend on legal systems and the entities that play the role (+D)."	
Entity	http://example.org/guarino-messy#Entity	+R	+I	-O	+U	-D	Sortal (Fundamental Category)	"""Entity"" is a fundamental ontological category that refers to anything that exists or has being. It is the most general and abstract concept in metaphysics. Rigidity: ""Entity"" is rigid because if something is an entity, it cannot cease to be an entity without ceasing to exist (+R). Identity: ""Entity"" carries identity conditions in the sense that it provides the most basic criteria for existence and individuation (+I). Own Identity: ""Entity"" does not supply its own unique identity condition; rather, it is the foundation upon which more specific identity conditions are built (-O). Unity: ""Entity"" is unifying in that it encompasses all that exists as a coherent whole (+U). Dependence: ""Entity"" is independent in that it does not depend on other entities to exist (-D)."	
Organization	http://example.org/guarino-messy#Organization	~R	+I	-O	+U	+D	Role	"""Organization"" refers to a structured social entity designed to achieve specific goals. Rigidity: An organization can cease to exist as an organization while its members continue to exist (e.g., a company going bankrupt), making it anti-rigid (~R). Identity: Organizations carry identity conditions - they have unique identifiers (e.g., names, registration numbers) and persistence conditions (+I). Own Identity: ""Organization"" does not supply its own identity condition; it inherits identity from its members and legal frameworks (-O). Unity: Organizations are unified entities with structured roles and goals (+U). Dependence: Organizations depend on their members and legal frameworks to exist (+D)."	
Agent	http://example.org/guarino-messy#Agent	-R	+I	-O	+U	-D	Mixin	"""Agent"" refers to an entity that can act, make decisions, and cause changes in its environment. This is a fundamental ontological category that can apply to various entities, such as humans, animals, or even artificial intelligence systems. Rigidity: Being an agent is not necessarily essential to an entity's existence - an entity can cease to be an agent (e.g., a person in a coma) without ceasing to exist, making it non-rigid (-R). Identity: Agents carry identity conditions - they maintain continuity through their actions and decisions, having clear criteria for individuation and persistence (+I). Own Identity: ""Agent"" does not supply its own identity condition but rather inherits it from more specific sortals like ""Person"" or ""Animal"" (-O). Unity: Agents are intrinsic wholes with functional integration of their parts, making them +U (Unifying). Dependence: Agents can exist independently as self-sufficient entities without intrinsically depending on other specific entities (-D)."	
Apple	http://example.org/guarino-messy#Apple	+R	+I	+O	+U	-D	Sortal (Natural Kind)	"""Apple"" refers to a specific kind of fruit that is a member of the rose family. It is a fundamental biological category. Rigidity: Something is essentially an apple - if an entity is an apple, it cannot cease to be one without ceasing to exist (death = non-existence as that entity), making it +R (Rigid). Identity: Apples carry identity conditions - they maintain continuity through biological processes and have clear criteria for individuation and persistence (+I). Own Identity: ""Apple"" supplies its own identity condition based on biological organization and life processes (+O). Unity: Apples are intrinsic wholes with functional integration of their parts, making them +U (Unifying). Dependence: Apples can exist independently as self-sufficient organisms without intrinsically depending on other specific entities (-D)."	
