term	uri	rigidity	identity	own_identity	unity	dependence	classification	reasoning	error
LivingBeing	http://example.org/guarino-messy#LivingBeing	+R	+I	-O	+U	-D	Sortal	"""LivingBeing"" is a broad category that encompasses various types of organisms, from plants to animals. It is rigid (+R) because being a living being is essential to all instances across all possible worlds - something cannot be a living being and not be alive in any world. The property carries identity (+I) as living beings have clear identity conditions based on biological criteria such as metabolism, growth, and reproduction. However, it does not supply its own identity condition (-O) - the identity comes from being a living being, not from any specific characteristic. Living beings are intrinsic wholes (+U) as they have integrated parts forming a complete organism. They are not strictly dependent on other entities to exist (-D) as they can sustain themselves through internal processes."	
SocialEntity	http://example.org/guarino-messy#SocialEntity	+R	+I	-O	+U	-D	Role	"""SocialEntity"" is a broad concept representing a group of individuals with shared characteristics, behaviors, or goals. It is rigid (+R) because a social entity is a coherent whole with defined boundaries and shared identity across all its instances. It carries identity (+I) as social entities have clear identity conditions based on their shared characteristics, norms, and roles. However, it does not supply its own identity condition (-O) - the identity comes from the collective characteristics and behaviors of its members. Social entities are intrinsic wholes (+U) as they have a unified structure and function. They are independent (-D) as they can exist and function without relying on external factors beyond their internal dynamics."	
Location	http://example.org/guarino-messy#Location	+R	+I	-O	-U	-D	Sortal	"""Location"" is a concept representing a place or position in space. It is rigid (+R) because a location is a fixed point or area in the physical world, and its identity is tied to its spatial coordinates. It carries identity (+I) as a location has a clear identity condition based on its spatial properties. However, it does not supply its own identity condition (-O) - its identity comes from its spatial characteristics, not from any internal properties. Locations are not necessarily wholes (+U) as they can be abstract or conceptual, and do not have a unified, integral nature. Locations are independent (-D) as they can exist independently of other entities, and their existence is not dependent on external factors. As a general concept, Location is a sortal, a category of entities that share common characteristics."	
Fruit	http://example.org/guarino-messy#Fruit	+R	+I	-O	+U	-D	Sortal	"""Fruit"" is a natural kind representing a group of edible, typically sweet, and fleshy plant products. It is rigid (+R) because something that is a fruit is essentially a fruit in all possible worlds - a fruit cannot cease being a fruit and remain the same entity. It carries identity (+I) as fruits have clear identity conditions based on botanical characteristics. However, it does not supply its own identity condition (-O) as being a fruit is not the sole criterion for distinguishing one fruit from another. Fruits are intrinsic wholes (+U) as they form a natural, bounded system with defined boundaries. Fruits do not intrinsically depend on other entities to exist (-D) as they can grow and develop independently."	
Vertebrate	http://example.org/guarino-messy#Vertebrate	+R	+I	-O	+U	-D	Class	"""Vertebrate"" is a property that represents a biological class of animals characterized by the presence of a backbone or spinal column. It is rigid (+R) because vertebrates are a well-defined group with essential characteristics that are present in all members across all possible worlds. The property carries identity (+I) as vertebrates have a clear identity condition based on their skeletal structure. However, vertebrates do not supply their own identity condition (-O) - their identity comes from their biological characteristics, not from any inherent property of being a vertebrate. Vertebrates are intrinsic wholes (+U) as they form a unified group with a shared set of characteristics. They are independent (-D) as they can exist and function without relying on external factors beyond their own biological makeup."	
Caterpillar	http://example.org/guarino-messy#Caterpillar	+R	+I	-O	+U	-D	Stage	"""Caterpillar"" is a stage in the life cycle of an insect, specifically a larval stage. It is rigid (+R) because a caterpillar is a distinct stage in the life cycle of an insect, and it is essential to all instances of that life cycle across all possible worlds. It carries identity (+I) as a stage in the life cycle of an insect, but does not supply its own identity condition (-O) - the identity comes from being a stage in the life cycle, not from being a caterpillar specifically. Caterpillars are intrinsic wholes (+U) as they are self-contained, distinct entities. They do not intrinsically depend on other entities to exist (-D) - they are a natural part of the life cycle of an insect."	
Person	http://example.org/guarino-messy#Person	+R	+I	-O	+U	-D	Sortal	"""Person"" is a complex entity that represents a human being with inherent properties such as consciousness, rationality, and biological characteristics. It is rigid (+R) because a person is a coherent and essential entity across all possible worlds where it exists. It carries identity (+I) as a person has a clear identity condition based on their existence as a biological organism. However, a person does not supply its own identity condition (+O) - their identity is derived from their biological and psychological characteristics, not from the property of being a person itself. Persons are intrinsic wholes (+U) with a unified sense of self and continuity over time. They are independent (-D) as they can exist and function without relying on external factors to be who they are."	
LegalAgent	http://example.org/guarino-messy#LegalAgent	+R	+I	-O	+U	-D	Role	"""LegalAgent"" is a concept representing entities that can act in a legal context, such as individuals, organizations, or entities recognized by law. It is rigid (+R) because a legal agent must exist as a legal entity in all possible worlds where it is recognized by law. It carries identity (+I) as a legal agent has a clear identity condition based on its recognized status and capabilities. However, it does not supply its own identity condition (-O) - its identity comes from being recognized by law, not from its own inherent properties. Legal agents are intrinsic wholes (+U) as they have a unified structure and capabilities that define their legal status. They are independent (-D) as they can exist and act on their own without relying on external factors."	
Entity	http://example.org/guarino-messy#Entity	+R	+I	-O	+U	-D	Abstract Concept	"The term ""Entity"" is a general concept that can encompass a wide range of things, from abstract concepts to physical objects. It is rigid (+R) because an entity is a fundamental category that applies across all possible worlds, regardless of the specific instances or properties it may have. It carries identity (+I) as entities have a certain structure or nature that defines them as entities. However, entities do not supply their own identity condition (-O) - their identity is not derived from themselves, but rather from their inherent properties or characteristics. Entities are intrinsic wholes (+U) as they have a unified nature that defines them. They are independent (-D) as they can exist on their own, without relying on external factors to be what they are."	
Organization	http://example.org/guarino-messy#Organization	+R	+I	-O	-U	-D	Mixin	"""Organization"" is a complex entity that can be a rigid (+R) entity in the sense that it has a fixed structure and identity, but its rigidity can be context-dependent. It carries identity (+I) as organizations have clear roles, functions, and boundaries. However, it does not supply its own identity condition (-O) as its identity is derived from its constituent parts and functions. Organizations are not necessarily wholes (+U) as they can be composed of multiple parts that can be separated or reconfigured. They are dependent on their constituent parts and external factors to exist (-D). Organizations can be classified as Mixins, as they can be seen as combining different roles and functions to achieve a common goal."	
Agent	http://example.org/guarino-messy#Agent	+R	+I	-O	+U	-D	Role	"""Agent"" is a general term representing a being that can act, perceive, and have goals. It is rigid (+R) because an agent is an essential characteristic of entities that can perform actions and make decisions. It carries identity (+I) as agents have clear identity conditions based on their ability to act and make decisions. However, agents do not supply their own identity condition (+O) - their identity comes from their ability to act, not from being an agent. Agents are intrinsic wholes (+U) as they have a unified structure of mental and physical components. Agents are independent (-D) as they can exist and act without relying on external factors."	
Apple	http://example.org/guarino-messy#Apple	+R	+I	+O	+U	-D	Sortal	"""Apple"" is a natural kind representing a specific type of fruit. It is rigid (+R) because an apple is an essential characteristic of a fruit, and a fruit cannot be a non-fruit in all possible worlds. As a natural kind, it carries identity (+I) as apples have clear identity conditions based on their botanical characteristics. It supplies its own identity condition (+O) as being an apple provides the criteria for distinguishing one apple from another. It has unity (+U) as an apple forms an intrinsic whole with defined physical boundaries and a coherent set of characteristics. It is independent (-D) as an apple can exist alone without depending on other entities to be a fruit."	
