term	uri	rigidity	identity	own_identity	unity	dependence	classification	reasoning	error
LivingBeing	http://example.org/guarino-messy#LivingBeing	+R	+I	+O	+U	-D	Type/Sortal	'LivingBeing' is a rigid property (+R) because if an entity is a living being, it is essentially a living being in all possible worlds where it exists. It carries identity (+I) and supplies its own identity condition (+O), allowing us to distinguish one living being from another and re-identify them over time. It exhibits unity (+U) because a living being is considered an intrinsic whole with a functional/organic structure. Finally, it is independent (-D) as it does not require the existence of another specific entity to exist.	
SocialEntity	http://example.org/guarino-messy#SocialEntity	-R	+I	-O	~U	+D	Collective	'SocialEntity' is a non-rigid property (-R) because an entity can cease to be a social entity without ceasing to exist (e.g., a person can leave society or a group can disband). It carries identity (+I) because it allows for the identification and re-identification of social entities over time. However, it does not supply its own identity condition (-O) as it typically inherits identity conditions from more basic sortals like 'Person' or 'Organization'. It exhibits anti-unity (~U) because social entities are often aggregates of individuals or groups rather than intrinsic wholes. It is dependent (+D) as its existence relies on the existence of its members or constituents.	
Location	http://example.org/guarino-messy#Location	~R	-I	-O	-U	+D	Phase	'Location' is an anti-rigid property (~R) because it is not essential for an entity to have a specific location to exist (it can change location without ceasing to exist). It does not carry an identity condition (-I) because knowing the location of an entity does not help in distinguishing it from other entities. It does not supply its own identity condition (-O) because it does not provide a unique identity condition for entities. It is non-unifying (-U) because locations are not intrinsic wholes but rather spatial regions that can be occupied by multiple entities. It is dependent (+D) because a location is intrinsically dependent on the existence of a spatial framework or other entities to define its boundaries.	
Fruit	http://example.org/guarino-messy#Fruit	-R	+I	-O	+U	-D	Phase	'Fruit' is a non-rigid property (-R) because an entity can cease to be a fruit without ceasing to exist (e.g., an apple can rot and no longer be a fruit). It carries an identity condition (+I) because it allows for the identification and re-identification of instances over time. However, it does not supply its own identity condition (-O) because the identity of a fruit is typically inherited from a more specific sortal (e.g., 'Apple', 'Banana'). It exhibits unity (+U) because fruits are discrete, intrinsic wholes. It is independent (-D) as its existence does not intrinsically depend on the existence of another specific entity.	
Vertebrate	http://example.org/guarino-messy#Vertebrate	+R	+I	-O	+U	-D	Substantial Sortal	'Vertebrate' is a rigid property (+R) because if an entity is a vertebrate, it is essentially a vertebrate in all possible worlds where it exists. It carries identity (+I) but typically inherits its identity conditions from a more general sortal like 'Animal' or 'Living Being' rather than supplying its own (-O). It possesses unity (+U) because vertebrates are discrete biological individuals (wholes). It is independent (-D) as its existence does not intrinsically depend on the existence of another specific individual (unlike a role or a part).	
Caterpillar	http://example.org/guarino-messy#Caterpillar	~R	+I	-O	+U	+D	Phase	'Caterpillar' is an anti-rigid property (~R) because it is essential *not* to be essential; a caterpillar will transform into a butterfly, ceasing to be a caterpillar. It carries an identity condition (+I) because we can track the same caterpillar over time, but it does not supply its own identity condition (-O) as it is a phase in the life cycle of a butterfly. It exhibits unity (+U) because a caterpillar is a discrete, whole organism. It is dependent (+D) because its existence is tied to its role as a phase in the life cycle of a butterfly.	
Person	http://example.org/guarino-messy#Person	+R	+I	+O	+U	-D	Type/Sortal	'Person' is a rigid property (+R) because if an entity is a person, it cannot cease to be a person without ceasing to exist (it is essential to all its instances). It carries and supplies its own identity condition (+I, +O), allowing us to distinguish one person from another and re-identify them over time. It exhibits unity (+U) because a person is considered an intrinsic whole with a functional/organic structure. Finally, it is independent (-D) as it does not require the existence of another specific entity to exist.	
LegalAgent	http://example.org/guarino-messy#LegalAgent	~R	+I	-O	~U	+D	Role	'LegalAgent' is an anti-rigid property (~R) because an entity can gain or lose the status of being a legal agent without ceasing to exist (e.g., a corporation can be dissolved or a person can lose legal capacity). It carries identity (+I) because it allows for the identification and re-identification of legal agents, but it does not supply its own identity condition (-O) as it is typically dependent on the identity of the underlying entity (e.g., a person or corporation). It exhibits anti-unity (~U) because a legal agent can be a collection of entities (e.g., a partnership or corporation) rather than a single intrinsic whole. It is dependent (+D) as its existence and properties are contingent on legal frameworks and the existence of the entities it represents.	
Entity	http://example.org/guarino-messy#Entity	-R	-I	-O	-U	-D	Top-Level Category	'Entity' is a highly abstract and general term that refers to anything that exists. It is non-rigid (-R) because it does not impose any essential properties that must be present for an instance to exist as an entity. It does not carry an identity condition (-I) because it is too broad to distinguish or re-identify specific instances. It does not supply its own identity condition (-O) because it is a top-level category. It is non-unifying (-U) because entities can be anything from concrete objects to abstract concepts, and they do not necessarily form intrinsic wholes. It is independent (-D) because the existence of an entity does not depend on the existence of another specific entity.	
Organization	http://example.org/guarino-messy#Organization	+R	+I	+O	+U	+D	Collective	'Organization' is a rigid property (+R) because if an entity is an organization, it is essentially an organization in all possible worlds where it exists. It carries identity (+I) and supplies its own identity condition (+O), allowing us to distinguish one organization from another and re-identify them over time. It exhibits unity (+U) because an organization is considered an intrinsic whole with a functional structure. However, it is dependent (+D) as its existence typically depends on the existence of its members and other organizational structures.	
Agent	http://example.org/guarino-messy#Agent	-R	+I	-O	+U	-D	Role	'Agent' is a non-rigid property (-R) because an entity can cease to be an agent without ceasing to exist (e.g., a person can stop acting or being active). It carries identity (+I) because it allows for the identification and re-identification of entities as agents. However, it does not supply its own identity condition (-O) because the identity of an agent is typically derived from the underlying entity (e.g., a person). It exhibits unity (+U) because an agent is considered an intrinsic whole with the capacity for action. It is independent (-D) as it does not require the existence of another specific entity to exist.	
Apple	http://example.org/guarino-messy#Apple	+R	+I	+O	+U	-D	Type/Sortal	'Apple' is a rigid property (+R) because if an entity is an apple, it cannot cease to be an apple without ceasing to exist (it is essential to all its instances). It carries and supplies its own identity condition (+I, +O), allowing us to distinguish one apple from another and re-identify them over time. It exhibits unity (+U) because an apple is considered an intrinsic whole with a functional/organic structure. Finally, it is independent (-D) as it does not require the existence of another specific entity to exist.	
