term	uri	rigidity	identity	own_identity	unity	dependence	classification	reasoning	error
LivingBeing	http://example.org/guarino-messy#LivingBeing	+R	+I	+O	+U	-D	Type (Sortal)	LivingBeing is a Rigid property because an entity that is alive cannot cease to be a living being without ceasing to exist as that entity. it provides a primary identity condition (+O) forits instances, distinguishing them from inanimate matter, and implies Unity (+U) because a living being is a functional, integrated whole.	
SocialEntity	http://example.org/guarino-messy#SocialEntity	+R	+I	-O	-U	+D	Non-substantial Sortal	SocialEntity is likely rigid (+R) because if an entity is inherently social in nature, it cannot cease to be so without losing its identity. It carries identity (+I) inherited from its children (like Organizations or Societies) but is too general to provide a single global identity condition (+O). It is non-unifying (-U) because social entities can be individuals, groups, or abstract structures with different internal bounds. It is dependent (+D) because social entities cannot exist without an underlying population of agents.	
Location	http://example.org/guarino-messy#Location	+R	-I	-O	-U	-D	Non-sortal / Quality	Location is treated as a rigid property (if something is a location, it is essentially a location), but it is generally considered a non-sortal because it lacks its own specific criteria for distinguishing individuals without spatial-temporal coordinates. It does not provide a global identity condition for the entities occupying it, nor does it guarantee unity, as locations can be fragmented or continuous regions.	
Fruit	http://example.org/guarino-messy#Fruit	+R	-I	-O	+U	-D	Non-substantial Sortal (Type)	Fruit is a Rigid property because a specific specimen cannot cease to be a fruit without losing its identity (it is an essential biological category). It is not a Type (+O) because there is no unique identity condition common to all fruits that isn't already supplied by more specific types like Apple or Orange (it is a dispersive category). It carries Unity (+U) because a fruit is recognized as a discrete whole object.	
Vertebrate	http://example.org/guarino-messy#Vertebrate	+R	+I	-O	+U	-D	Substantial Sortal	Vertebrate is a rigid property because an organism cannot cease to be a vertebrate without ceasing to exist. It carries identity (+I) inherited from the higher-level concept 'Animal', but typically does not supply a unique global identity condition (+O) distinct from the animal kingdom. Instances are intrinsic wholes (+U) and are not existentially dependent on another specific entity to exist (-D).	
Caterpillar	http://example.org/guarino-messy#Caterpillar	~R	+I	-O	+U	-D	Phase	Caterpillar is a Phase property. It is anti-rigid (~R) because an entity can cease being a caterpillar (by becoming a butterfly) without losing its identity as a living organism. It carries identity (+I) but does not supply its own (+O), as it inherits identity conditions from the rigid type 'Organism' (or 'Lepidoptera'). It possesses unity (+U) as instances are functional wholes, and is independent (-D) as it does not require an external entity to exist, unlike a 'Student' or 'Employee'.	
Person	http://example.org/guarino-messy#Person	+R	+I	+O	+U	-D	Type / Substantial Sortal	Being a person is essential to all its instances (rigidity). It provides a unique global identity condition for its instances (own identity) and defines what constitutes a whole instance (unity). It does not inherently depend on another entity to exist (independence).	
LegalAgent	http://example.org/guarino-messy#LegalAgent	~R	+I	-O	-U	+D	Role	LegalAgent is anti-rigid (~R) because an entity (like a Person or Corporation) can cease to be a legal agent without losing its identity. It is a Role because it carries identity (+I) inherited from an underlying Sortal but does not provide its own unique identity condition (-O). It is dependent (+D) as it requires a legal system and an underlying entity to exist.	
Entity	http://example.org/guarino-messy#Entity	+R	-I	-O	-U	-D	Non-Sortal	As the most general category, 'Entity' is rigid because if something is an entity, it is so in every possible world. However, it is a Non-Sortal because it does not carry or supply a specific identity condition (common to all its members) nor does it provide a unity criterion, as an entity can be either a discrete whole or an aggregate.	
Organization	http://example.org/guarino-messy#Organization	+R	+I	+O	+U	+D	Rigid Sortal (Type)	Organization is a Rigid property (+R) because an instance of an organization cannot stop being an organization without ceasing to exist. It supplies its own identity condition (+O, +I), typically defined by legal registration or social charter, ensuring it can be distinguished from other entities. It possesses unity (+U) as it is perceived as a whole with specific boundaries and internal structure. It is externally dependent (+D) because it requires the existence of constituent members or legal frameworks to exist.	
Agent	http://example.org/guarino-messy#Agent	~R	+I	-O	-U	+D	Role	The term 'Agent' is anti-rigid (~R) because it is a role an entity plays; no entity is an agent in all possible worlds. It carries identity (+I) inherited from its base type (like Person or Robot) but does not supply its own (+O). It is externally dependent (+D) because being an agent necessitates a context, action, or principal.	
Apple	http://example.org/guarino-messy#Apple	+R	+I	+O	+U	-D	Type / Substance Sortal	As a substance sortal, an apple is rigid (+R) because if it ceases to be an apple, it ceases to exist as that entity. It provides its own identity condition (+O) for distinguishing one apple from another and carries unity (+U) because an apple is an intrinsic whole with a well-defined boundary.	
