term	uri	rigidity	identity	own_identity	unity	dependence	classification	rigidity_reasoning	identity_reasoning	own_identity_reasoning	unity_reasoning	dependence_reasoning	error
Location	http://example.org/guarino-messy#Location	+R	+I	+O	-U	+D	Sortal (Rigid, supplies identity)	A Location is a rigid entity because its identity is defined by its coordinates or spatial boundaries; an entity that is a Location cannot cease to be a Location without ceasing to exist as that specific spatial entity.	Location carries an identity condition because it can be uniquely identified and distinguished through spatial coordinates or reference systems, allowing for re-identification of the same point or region in a frame of reference.	A Location supplies its own identity condition based on spatial coordinates or a fixed topological reference. It does not look to a more general class to determine the criteria for being the 'same' location.	A location is typically defined by coordinates or spatial extents that lack intrinsic boundaries or a functional/biological integration of parts. Since locations are often arbitrary subsets of space, they do not necessarily form a unified whole.	A location is an extrinsic property of an entity that identifies its position within a spatial frame of reference; it cannot exist without a space or an entity to define its coordinates.	
Fruit	http://example.org/guarino-messy#Fruit	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	Being a fruit is an essential property of an organism's reproductive structure. An instance of a fruit cannot cease to be a fruit without losing its identity or becoming a different entity entirely.	Fruit identifies a distinct physical object with spatio-temporal continuity. It carries identity conditions (such as physical boundaries, genetic markers, and origin) that allow individuals to be distinguished and re-identified.	Fruit supplies its own identity conditions as a rigid sortal that defines the criteria for being a specific biological unit, rather than inheriting identity from a more general substance or role.	A Fruit is an organic whole with a specific biological structure (pericarp, seeds, skin) and clear boundaries. Its parts are functionally integrated to serve a specific botanical purpose, making each instance an intrinsic unit.	A fruit is inherently dependent on a parent plant (organism) to come into existence and fulfill its ontological definition as a reproductive organ or botanical product.	
Vertebrate	http://example.org/guarino-messy#Vertebrate	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	Being a vertebrate is an essential biological property of an organism; an entity that is a vertebrate cannot cease to be one without losing its identity or ceasing to exist as that entity.	As a specialization of 'Animal', 'Vertebrate' carries an identity condition based on biological and spatio-temporal continuity, allowing for the re-identification of specific individual instances over time.	As a biological taxon, Vertebrate supplies its own specific identity condition based on physiological and genetic commonalities (presence of a backbone/spinal column) that distinguish members as distinct individuals throughout their existence.	Vertebrates are biological organisms that function as integrated, self-organizing wholes with a defined musculoskeletal structure (a backbone) that provides a clear principle of unity for their constituent parts.	A vertebrate is an intrinsic biological categorization. Its existence as a biological organism does not necessarily depend on a relationship with a specific external entity or institution to maintain its identity, unlike roles such as 'Student' or 'Spouse'.	
Caterpillar	http://example.org/guarino-messy#Caterpillar	~R	+I	+O	+U	-D	Role or Phase (Anti-rigid)	Caterpillar is a phase in the lifecycle of an insect. An individual organism that is currently a caterpillar will lose this property when it undergoes metamorphosis to become a butterfly or moth, but it remains the same identity.	As a biological organism, Caterpillar carries an identity condition through its unique spatio-temporal path and genetic signature, allowing a specific individual to be identified and tracked even as it undergoes physical growth.	Caterpillar represents a biological kind that supplies its own identity condition as a organismic individual; it is not a property inherited from a more general substance sortal, as the identity of being a caterpillar is intrinsic to its specific developmental stage and biological nature.	A caterpillar is a biological organism with a functionally integrated anatomy and a clear boundary that defines it as a discrete whole rather than a mere aggregate.	A Caterpillar is an independent physical entity. While it requires biological processes to survive, its existence is not defined by a relationship to another specific external entity in the way a 'Parasite' or 'Child' is.	
Person	http://example.org/guarino-messy#Person	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	A person cannot cease to be a person without ceasing to exist. It is a fundamental property that remains true for an instance in all possible worlds where it exists.	Person is a sortal property that carries identity conditions, allowing instances to be uniquely identified and tracked through time using criteria such as DNA, fingerprints, or socio-legal identifiers.	A Person is a functional type that introduces its own unique criteria for identity (such as biological or legal markers) rather than inheriting them from a more general super-property.	A Person is an intrinsic biological and functional whole characterized by a specific structure and interdependence of parts. It possesses clear boundaries and internal synergy, distinguishing it from an arbitrary collection or fragment.	A person is a rigid entity that does not require the existence of another specific entity (other than itself) to maintain its identity or existence as a person.	
LegalAgent	http://example.org/guarino-messy#LegalAgent	~R	+I	+O	-U	+D	Role (Anti-rigid, dependent)	LegalAgent is anti-rigid because it is a role entity. An individual (such as a person or a corporation) becomes a LegalAgent through a specific legal status or power of attorney and can cease being a LegalAgent without losing its core identity.	LegalAgent carries an identity condition because its instances (such as persons or corporations) must be uniquely identifiable and re-identifiable over time to be subjects of rights and obligations, typically through legal identifiers or registration.	LegalAgent supplies its own identity condition by establishing the criteria for what constitutes a distinct entity capable of holding rights and duties (such as Registration Numbers or unique legal designations), which differentiates it from other generic classes.	LegalAgent is a functional role that can be fulfilled by diverse entities such as a single human (a whole) or a corporation (a complex aggregate). Because it does not specify a consistent internal mereological structure for all instances, it lacks a unifying principle.	A Legal Agent is intrinsically dependent on a legal system (normative framework) and a principal entity (individual or organization) that grants authority. Without these external entities, the status of 'Legal Agent' cannot exist.	
Entity	http://example.org/guarino-messy#Entity	+R	-I	-O	-U	-D	Attribution or Quality	Being an 'Entity' is a fundamental ontological necessity; an entity cannot cease to be an entity without also ceasing to exist entirely in any possible world.	The term 'Entity' is a root-level property that is too general to carry its own Identity Condition; it subsumes multiple types of entities (persons, physical objects, abstract sets) which have incompatible ways of being identified.	Since 'Entity' was determined to be -I (not carrying a specific Identity Condition), it cannot supply its own (O). Furthermore, 'Entity' is a top-level category that is too abstract to supply a global identity condition used to distinguish individuals of its type.	The term 'Entity' is the root concept in many ontologies and includes both unified wholes (like a Person) and non-unified aggregates or sums (like an Amount of Sand). Since it does not carry a common principle of unity for all its instances, it is non-unifying.	As the most general category, an Entity does not inherently require the existence of any other specific external entity to sustain its own definition or existence.	
Organization	http://example.org/guarino-messy#Organization	+R	+I	+O	+U	+D	Sortal (Rigid, supplies identity)	Being an Organization is an essential property of its instances. An entity that is an organization cannot stop being an organization without ceasing to exist as that specific entity.	Organizations carry an identity condition (IC) often defined by legal registration, charters, or unique tax identifiers, allowing them to be uniquely distinguished and re-identified over time despite changes in membership or location.	Organization is a rigid property that supplies its own identity condition (often based on legal registration, founding charters, or unique tax identifiers) rather than inheriting its identity from a more general category.	An organization is a functional whole composed of integrated members, roles, and resources bound by a common identity or purpose, rather than a mere arbitrary collection of individuals.	An Organization is an external dependent entity because its existence necessarily depends on the existence of its constituent members (e.g., persons or other organizations) and often a founding legal or social framework.	
Agent	http://example.org/guarino-messy#Agent	~R	+I	-O	+U	+D	Role (Anti-rigid, dependent)	Acting as an agent is a contingent role. An entity (like a person or software) can gain or lose the property of being an agent while maintaining its underlying identity.	Agent carries an identity condition because its instances (such as persons or software systems) are distinct entities that can be re-identified over time through their specific substrate or origin, even if the role of 'Agent' is temporary.	While Agent is +I because it carries identity, it is typically a role-like or mixin property that characterizes entities that act; it does not supply a unique global identity condition itself, but rather inherits it from more foundational rigid types such as Person or Organization.	An Agent is a functional whole that must possess internal integration and a specific boundary to maintain the capacity for action and intentionality; a mere collection of parts cannot act as an agent without being organized as a unified entity.	The concept of an Agent is intrinsically dependent on an Action or a Goal; an entity can only be characterized as an agent in relation to the activities it performs or the principal it represents.	
Apple	http://example.org/guarino-messy#Apple	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	Being an 'Apple' is essential to the identity of any instance of it. An entity that is an apple cannot cease to be an apple without losing its identity or ceasing to exist as that entity.	As a physical object, an apple carries an identity condition based on its unique spatio-temporal continuity and specific physical characteristics, allowing for individual instances to be distinguished and re-identified over time.	Apple is a rigid sortal that supplies its own identity condition for instances based on their physical and biological boundaries. It does not inherit its identity from a more general class; rather, it provides the criteria to distinguish one apple from another.	An Apple is an integrated biological whole with a well-defined boundary and a functional mereological structure where the parts (skin, flesh, seeds, stem) are essential to the unity of the specific entity.	An apple is a physical object that can exist independently. While it requires a tree to be brought into existence, once it exists, its identity and continued existence do not intrinsically depend on the continued presence or existence of a specific separate entity.	
